,"Przewozy pasażerskie/ Passenger transport
Udział przewoźników wg liczby pasażerów/ Share of RUs in terms of number of passengers",,
,,,
,,,
,,,
rok/ year,miesiąc/ month,Przewoźnicy/ Railway carriers,udział wg liczby pasażerów/ share by number of passengers
2014, styczeń-listopad/ January-November,Szybka Kolej Miejska - Warszawa,9.41%
2014, styczeń-listopad/ January-November,Koleje Śląskie,5.98%
2014, styczeń-listopad/ January-November,Warszawska Kolej Dojazdowa,2.94%
2014, styczeń-listopad/ January-November,Koleje Wielkopolskie,2.69%
2014, styczeń-listopad/ January-November,Arriva RP,1.72%
2014, styczeń-listopad/ January-November,Koleje Dolnośląskie,1.31%
2014, styczeń-listopad/ January-November,Pozostali/ Others,0.31%
2014, styczeń-grudzień/ January-December,Polregio,29.48%
2014, styczeń-grudzień/ January-December,Koleje Mazowieckie - KM,23.26%
2014, styczeń-grudzień/ January-December,PKP Szybka Kolej Miejska w Trójmieście,13.28%
2014, styczeń-grudzień/ January-December,Szybka Kolej Miejska - Warszawa,9.51%
2014, styczeń-grudzień/ January-December,PKP Intercity,9.49%
2014, styczeń-grudzień/ January-December,Koleje Śląskie,5.96%
2014, styczeń-grudzień/ January-December,Warszawska Kolej Dojazdowa,2.95%
2014, styczeń-grudzień/ January-December,Koleje Wielkopolskie,2.69%
2014, styczeń-grudzień/ January-December,Arriva RP,1.71%
2014, styczeń-grudzień/ January-December,Koleje Dolnośląskie,1.34%
2014, styczeń-grudzień/ January-December,Pozostali/ Others,0.33%
2015, styczeń/ January,Polregio,28.58%
2015, styczeń/ January,Koleje Mazowieckie - KM,22.79%
2015, styczeń/ January,PKP Szybka Kolej Miejska w Trójmieście,13.29%
2015, styczeń/ January,Szybka Kolej Miejska - Warszawa,9.68%
2015, styczeń/ January,PKP Intercity,9.02%
2015, styczeń/ January,Koleje Śląskie,6.04%
2015, styczeń/ January,Warszawska Kolej Dojazdowa,3.18%
2015, styczeń/ January,Koleje Wielkopolskie,2.69%
2015, styczeń/ January,Koleje Dolnośląskie,1.99%
2015, styczeń/ January,Arriva RP,1.66%
2015, styczeń/ January,Łódzka Kolej Aglomeracyjna,0.56%
2015, styczeń/ January,Pozostali/ Others,0.51%
2015, styczeń-luty/ January-February,Polregio,28.35%
2015, styczeń-luty/ January-February,Koleje Mazowieckie - KM,22.40%
2015, styczeń-luty/ January-February,PKP Szybka Kolej Miejska w Trójmieście,13.52%
2015, styczeń-luty/ January-February,Szybka Kolej Miejska - Warszawa,9.88%
2015, styczeń-luty/ January-February,PKP Intercity,9.33%
2015, styczeń-luty/ January-February,Koleje Śląskie,6.08%
2015, styczeń-luty/ January-February,Warszawska Kolej Dojazdowa,3.24%
2015, styczeń-luty/ January-February,Koleje Wielkopolskie,2.63%
2015, styczeń-luty/ January-February,Koleje Dolnośląskie,1.85%
2015, styczeń-luty/ January-February,Arriva RP,1.62%
2015, styczeń-luty/ January-February,Łódzka Kolej Aglomeracyjna,0.56%
2015, styczeń-luty/ January-February,Pozostali/ Others,0.52%
2015, styczeń-marzec/ January-March,Polregio,28.08%
2015, styczeń-marzec/ January-March,Koleje Mazowieckie - KM,22.69%
2015, styczeń-marzec/ January-March,PKP Szybka Kolej Miejska w Trójmieście,13.78%
2015, styczeń-marzec/ January-March,Szybka Kolej Miejska - Warszawa,9.98%
2015, styczeń-marzec/ January-March,PKP Intercity,9.21%
2015, styczeń-marzec/ January-March,Koleje Śląskie,5.93%
2015, styczeń-marzec/ January-March,Warszawska Kolej Dojazdowa,3.17%
2015, styczeń-marzec/ January-March,Koleje Wielkopolskie,2.64%
2015, styczeń-marzec/ January-March,Koleje Dolnośląskie,1.83%
2015, styczeń-marzec/ January-March,Arriva RP,1.61%
2015, styczeń-marzec/ January-March,Łódzka Kolej Aglomeracyjna,0.55%
2015, styczeń-marzec/ January-March,Pozostali/ Others,0.55%
2015, styczeń-kwiecień/ January-April,Polregio,28.04%
2015, styczeń-kwiecień/ January-April,Koleje Mazowieckie - KM,22.53%
2015, styczeń-kwiecień/ January-April,PKP Szybka Kolej Miejska w Trójmieście,13.67%
2015, styczeń-kwiecień/ January-April,Szybka Kolej Miejska - Warszawa,9.90%
2015, styczeń-kwiecień/ January-April,PKP Intercity,9.47%
2015, styczeń-kwiecień/ January-April,Koleje Śląskie,6.05%
2015, styczeń-kwiecień/ January-April,Warszawska Kolej Dojazdowa,3.15%
2015, styczeń-kwiecień/ January-April,Koleje Wielkopolskie,2.66%
2015, styczeń-kwiecień/ January-April,Koleje Dolnośląskie,1.82%
2015, styczeń-kwiecień/ January-April,Arriva RP,1.60%
2015, styczeń-kwiecień/ January-April,Łódzka Kolej Aglomeracyjna,0.54%
2015, styczeń-kwiecień/ January-April,Pozostali/ Others,0.57%
2015, styczeń-maj/ January-May,Polregio,27.85%
2015, styczeń-maj/ January-May,Koleje Mazowieckie - KM,22.50%
2015, styczeń-maj/ January-May,PKP Szybka Kolej Miejska w Trójmieście,13.63%
2015, styczeń-maj/ January-May,Szybka Kolej Miejska - Warszawa,9.98%
2015, styczeń-maj/ January-May,PKP Intercity,9.64%
2015, styczeń-maj/ January-May,Koleje Śląskie,6.05%
2015, styczeń-maj/ January-May,Warszawska Kolej Dojazdowa,3.15%
2015, styczeń-maj/ January-May,Koleje Wielkopolskie,2.64%
2015, styczeń-maj/ January-May,Koleje Dolnośląskie,1.83%
2015, styczeń-maj/ January-May,Arriva RP,1.59%
2015, styczeń-maj/ January-May,Łódzka Kolej Aglomeracyjna,0.54%
2015, styczeń-maj/ January-May,Pozostali/ Others,0.60%
2015, styczeń-czerwiec/ January-June,Polregio,27.65%
2015, styczeń-czerwiec/ January-June,Koleje Mazowieckie - KM,22.51%
2015, styczeń-czerwiec/ January-June,PKP Szybka Kolej Miejska w Trójmieście,13.73%
2015, styczeń-czerwiec/ January-June,PKP Intercity,9.93%
2015, styczeń-czerwiec/ January-June,Szybka Kolej Miejska - Warszawa,9.83%
2015, styczeń-czerwiec/ January-June,Koleje Śląskie,6.02%
2015, styczeń-czerwiec/ January-June,Warszawska Kolej Dojazdowa,3.10%
2015, styczeń-czerwiec/ January-June,Koleje Wielkopolskie,2.63%
2015, styczeń-czerwiec/ January-June,Koleje Dolnośląskie,1.82%
2015, styczeń-czerwiec/ January-June,Arriva RP,1.58%
2015, styczeń-czerwiec/ January-June,Łódzka Kolej Aglomeracyjna,0.55%
2015, styczeń-czerwiec/ January-June,Pozostali/ Others,0.63%
2015, styczeń-lipiec/ January-July,Polregio,27.45%
2015, styczeń-lipiec/ January-July,Koleje Mazowieckie - KM,22.43%
2015, styczeń-lipiec/ January-July,PKP Szybka Kolej Miejska w Trójmieście,13.89%
2015, styczeń-lipiec/ January-July,PKP Intercity,10.50%
2015, styczeń-lipiec/ January-July,Szybka Kolej Miejska - Warszawa,9.77%
2015, styczeń-lipiec/ January-July,Koleje Śląskie,5.88%
2015, styczeń-lipiec/ January-July,Warszawska Kolej Dojazdowa,2.88%
2015, styczeń-lipiec/ January-July,Koleje Wielkopolskie,2.59%
2015, styczeń-lipiec/ January-July,Koleje Dolnośląskie,1.82%
2015, styczeń-lipiec/ January-July,Arriva RP,1.57%
2015, styczeń-lipiec/ January-July,Łódzka Kolej Aglomeracyjna,0.56%
2015, styczeń-lipiec/ January-July,Pozostali/ Others,0.67%
2015, styczeń-sierpień/ January-August,Polregio,27.48%
2015, styczeń-sierpień/ January-August,Koleje Mazowieckie - KM,22.33%
2015, styczeń-sierpień/ January-August,PKP Szybka Kolej Miejska w Trójmieście,13.92%
2015, styczeń-sierpień/ January-August,PKP Intercity,10.97%
2015, styczeń-sierpień/ January-August,Szybka Kolej Miejska - Warszawa,9.57%
2015, styczeń-sierpień/ January-August,Koleje Śląskie,5.75%
2015, styczeń-sierpień/ January-August,Warszawska Kolej Dojazdowa,2.74%
2015, styczeń-sierpień/ January-August,Koleje Wielkopolskie,2.57%
2015, styczeń-sierpień/ January-August,Koleje Dolnośląskie,1.82%
2015, styczeń-sierpień/ January-August,Arriva RP,1.56%
2015, styczeń-sierpień/ January-August,Łódzka Kolej Aglomeracyjna,0.57%
2015, styczeń-sierpień/ January-August,Koleje Małopolskie,0.50%
2015, styczeń-sierpień/ January-August,Pozostali/ Others,0.20%
2015, styczeń-wrzesień/ January-September,Polregio,27.61%
2015, styczeń-wrzesień/ January-September,Koleje Mazowieckie - KM,22.52%
2015, styczeń-wrzesień/ January-September,PKP Szybka Kolej Miejska w Trójmieście,14.01%
2015, styczeń-wrzesień/ January-September,PKP Intercity,11.06%
2015, styczeń-wrzesień/ January-September,Szybka Kolej Miejska - Warszawa,9.01%
2015, styczeń-wrzesień/ January-September,Koleje Śląskie,5.70%
2015, styczeń-wrzesień/ January-September,Warszawska Kolej Dojazdowa,2.75%
2015, styczeń-wrzesień/ January-September,Koleje Wielkopolskie,2.60%
2015, styczeń-wrzesień/ January-September,Koleje Dolnośląskie,1.84%
2015, styczeń-wrzesień/ January-September,Arriva RP,1.58%
2015, styczeń-wrzesień/ January-September,Łódzka Kolej Aglomeracyjna,0.58%
2015, styczeń-wrzesień/ January-September,Koleje Małopolskie,0.52%
2015, styczeń-wrzesień/ January-September,Pozostali/ Others,0.21%
2015, styczeń-październik/ January-October,Polregio,27.54%
2015, styczeń-październik/ January-October,Koleje Mazowieckie - KM,22.53%
2015, styczeń-październik/ January-October,PKP Szybka Kolej Miejska w Trójmieście,14.02%
2015, styczeń-październik/ January-October,PKP Intercity,11.06%
2015, styczeń-październik/ January-October,Szybka Kolej Miejska - Warszawa,9.03%
2015, styczeń-październik/ January-October,Koleje Śląskie,5.68%
2015, styczeń-październik/ January-October,Warszawska Kolej Dojazdowa,2.74%
2015, styczeń-październik/ January-October,Koleje Wielkopolskie,2.62%
2015, styczeń-październik/ January-October,Koleje Dolnośląskie,1.85%
2015, styczeń-październik/ January-October,Arriva RP,1.57%
2015, styczeń-październik/ January-October,Łódzka Kolej Aglomeracyjna,0.58%
2015, styczeń-październik/ January-October,Koleje Małopolskie,0.57%
2015, styczeń-październik/ January-October,Pozostali/ Others,0.20%
2015, styczeń-listopad/ January-November,Polregio,27.55%
2015, styczeń-listopad/ January-November,Koleje Mazowieckie - KM,22.48%
2015, styczeń-listopad/ January-November,PKP Szybka Kolej Miejska w Trójmieście,14.02%
2015, styczeń-listopad/ January-November,PKP Intercity,11.05%
2015, styczeń-listopad/ January-November,Szybka Kolej Miejska - Warszawa,9.03%
2015, styczeń-listopad/ January-November,Koleje Śląskie,5.70%
2015, styczeń-listopad/ January-November,Warszawska Kolej Dojazdowa,2.74%
2015, styczeń-listopad/ January-November,Koleje Wielkopolskie,2.63%
2015, styczeń-listopad/ January-November,Koleje Dolnośląskie,1.84%
2015, styczeń-listopad/ January-November,Arriva RP,1.57%
2015, styczeń-listopad/ January-November,Koleje Małopolskie,0.60%
2015, styczeń-listopad/ January-November,Łódzka Kolej Aglomeracyjna,0.58%
2015, styczeń-listopad/ January-November,Pozostali/ Others,0.20%
2015, styczeń-grudzień/ January-December,Polregio,27.41%
2015, styczeń-grudzień/ January-December,Koleje Mazowieckie - KM,22.56%
2015, styczeń-grudzień/ January-December,PKP Szybka Kolej Miejska w Trójmieście,14.03%
2015, styczeń-grudzień/ January-December,PKP Intercity,11.13%
2015, styczeń-grudzień/ January-December,Szybka Kolej Miejska - Warszawa,9.03%
2015, styczeń-grudzień/ January-December,Koleje Śląskie,5.67%
2015, styczeń-grudzień/ January-December,Warszawska Kolej Dojazdowa,2.73%
2015, styczeń-grudzień/ January-December,Koleje Wielkopolskie,2.63%
2015, styczeń-grudzień/ January-December,Koleje Dolnośląskie,1.86%
2015, styczeń-grudzień/ January-December,Arriva RP,1.53%
2015, styczeń-grudzień/ January-December,Koleje Małopolskie,0.64%
2015, styczeń-grudzień/ January-December,Łódzka Kolej Aglomeracyjna,0.58%
2015, styczeń-grudzień/ January-December,Pozostali/ Others,0.19%
2016, styczeń/ January,Polregio,27.66%
2016, styczeń/ January,Koleje Mazowieckie - KM,21.47%
2016, styczeń/ January,PKP Szybka Kolej Miejska w Trójmieście,14.26%
2016, styczeń/ January,PKP Intercity,11.15%
2016, styczeń/ January,Szybka Kolej Miejska - Warszawa,8.78%
2016, styczeń/ January,Koleje Śląskie,5.57%
2016, styczeń/ January,Koleje Wielkopolskie,2.90%
2016, styczeń/ January,Warszawska Kolej Dojazdowa,2.75%
2016, styczeń/ January,Koleje Dolnośląskie,2.59%
2016, styczeń/ January,Koleje Małopolskie,1.19%
2016, styczeń/ January,Łódzka Kolej Aglomeracyjna,0.80%
2016, styczeń/ January,Arriva RP,0.77%
2016, styczeń/ January,Pozostali/ Others,0.12%
2016, styczeń-luty/ January-February,Polregio,27.82%
2016, styczeń-luty/ January-February,Koleje Mazowieckie - KM,20.78%
2016, styczeń-luty/ January-February,PKP Szybka Kolej Miejska w Trójmieście,14.20%
2016, styczeń-luty/ January-February,PKP Intercity,11.48%
2016, styczeń-luty/ January-February,Szybka Kolej Miejska - Warszawa,8.76%
2016, styczeń-luty/ January-February,Koleje Śląskie,5.84%
2016, styczeń-luty/ January-February,Koleje Wielkopolskie,2.94%
2016, styczeń-luty/ January-February,Warszawska Kolej Dojazdowa,2.72%
2016, styczeń-luty/ January-February,Koleje Dolnośląskie,2.52%
2016, styczeń-luty/ January-February,Koleje Małopolskie,1.22%
2016, styczeń-luty/ January-February,Łódzka Kolej Aglomeracyjna,0.80%
2016, styczeń-luty/ January-February,Arriva RP,0.79%
2016, styczeń-luty/ January-February,Pozostali/ Others,0.12%
2016, styczeń-marzec/ January-March,Polregio,27.49%
2016, styczeń-marzec/ January-March,Koleje Mazowieckie - KM,21.02%
2016, styczeń-marzec/ January-March,PKP Szybka Kolej Miejska w Trójmieście,14.37%
2016, styczeń-marzec/ January-March,PKP Intercity,11.48%
2016, styczeń-marzec/ January-March,Szybka Kolej Miejska - Warszawa,8.88%
2016, styczeń-marzec/ January-March,Koleje Śląskie,5.75%
2016, styczeń-marzec/ January-March,Koleje Wielkopolskie,2.90%
2016, styczeń-marzec/ January-March,Warszawska Kolej Dojazdowa,2.68%
2016, styczeń-marzec/ January-March,Koleje Dolnośląskie,2.47%
2016, styczeń-marzec/ January-March,Koleje Małopolskie,1.22%
2016, styczeń-marzec/ January-March,Łódzka Kolej Aglomeracyjna,0.82%
2016, styczeń-marzec/ January-March,Arriva RP,0.79%
2016, styczeń-marzec/ January-March,Pozostali/ Others,0.13%
2016, styczeń-kwiecień/ January-April,Polregio,27.20%
2016, styczeń-kwiecień/ January-April,Koleje Mazowieckie - KM,20.99%
2016, styczeń-kwiecień/ January-April,PKP Szybka Kolej Miejska w Trójmieście,14.46%
2016, styczeń-kwiecień/ January-April,PKP Intercity,11.62%
2016, styczeń-kwiecień/ January-April,Szybka Kolej Miejska - Warszawa,9.06%
2016, styczeń-kwiecień/ January-April,Koleje Śląskie,5.66%
2016, styczeń-kwiecień/ January-April,Koleje Wielkopolskie,2.89%
2016, styczeń-kwiecień/ January-April,Warszawska Kolej Dojazdowa,2.65%
2016, styczeń-kwiecień/ January-April,Koleje Dolnośląskie,2.44%
2016, styczeń-kwiecień/ January-April,Koleje Małopolskie,1.27%
2016, styczeń-kwiecień/ January-April,Łódzka Kolej Aglomeracyjna,0.84%
2016, styczeń-kwiecień/ January-April,Arriva RP,0.79%
2016, styczeń-kwiecień/ January-April,Pozostali/ Others,0.13%
2016, styczeń-maj/ January-May,Polregio,27.22%
2016, styczeń-maj/ January-May,Koleje Mazowieckie - KM,20.89%
2016, styczeń-maj/ January-May,PKP Szybka Kolej Miejska w Trójmieście,14.38%
2016, styczeń-maj/ January-May,PKP Intercity,11.91%
2016, styczeń-maj/ January-May,Szybka Kolej Miejska - Warszawa,8.95%
2016, styczeń-maj/ January-May,Koleje Śląskie,5.60%
2016, styczeń-maj/ January-May,Koleje Wielkopolskie,2.88%
2016, styczeń-maj/ January-May,Warszawska Kolej Dojazdowa,2.62%
2016, styczeń-maj/ January-May,Koleje Dolnośląskie,2.44%
2016, styczeń-maj/ January-May,Koleje Małopolskie,1.32%
2016, styczeń-maj/ January-May,Łódzka Kolej Aglomeracyjna,0.84%
2016, styczeń-maj/ January-May,Arriva RP,0.79%
2016, styczeń-maj/ January-May,Pozostali/ Others,0.15%
2016, styczeń-czerwiec/ January-June,Polregio,27.01%
2016, styczeń-czerwiec/ January-June,Koleje Mazowieckie - KM,20.76%
2016, styczeń-czerwiec/ January-June,PKP Szybka Kolej Miejska w Trójmieście,14.43%
2016, styczeń-czerwiec/ January-June,PKP Intercity,12.13%
2016, styczeń-czerwiec/ January-June,Szybka Kolej Miejska - Warszawa,9.02%
2016, styczeń-czerwiec/ January-June,Koleje Śląskie,5.60%
2016, styczeń-czerwiec/ January-June,Koleje Wielkopolskie,2.86%
2016, styczeń-czerwiec/ January-June,Warszawska Kolej Dojazdowa,2.59%
2016, styczeń-czerwiec/ January-June,Koleje Dolnośląskie,2.43%
2016, styczeń-czerwiec/ January-June,Koleje Małopolskie,1.36%
2016, styczeń-czerwiec/ January-June,Łódzka Kolej Aglomeracyjna,0.85%
2016, styczeń-czerwiec/ January-June,Arriva RP,0.79%
2016, styczeń-czerwiec/ January-June,Pozostali/ Others,0.17%
2016, styczeń-lipiec/ January-July,Polregio,27.16%
2016, styczeń-lipiec/ January-July,Koleje Mazowieckie - KM,20.49%
2016, styczeń-lipiec/ January-July,PKP Szybka Kolej Miejska w Trójmieście,14.42%
2016, styczeń-lipiec/ January-July,PKP Intercity,12.61%
2016, styczeń-lipiec/ January-July,Szybka Kolej Miejska - Warszawa,8.89%
2016, styczeń-lipiec/ January-July,Koleje Śląskie,5.43%
2016, styczeń-lipiec/ January-July,Koleje Wielkopolskie,2.79%
2016, styczeń-lipiec/ January-July,Koleje Dolnośląskie,2.41%
2016, styczeń-lipiec/ January-July,Warszawska Kolej Dojazdowa,2.41%
2016, styczeń-lipiec/ January-July,Koleje Małopolskie,1.58%
2016, styczeń-lipiec/ January-July,Łódzka Kolej Aglomeracyjna,0.82%
2016, styczeń-lipiec/ January-July,Arriva RP,0.80%
2016, styczeń-lipiec/ January-July,Pozostali/ Others,0.19%
2016, styczeń-sierpień/ January-August,Polregio,27.16%
2016, styczeń-sierpień/ January-August,Koleje Mazowieckie - KM,20.37%
2016, styczeń-sierpień/ January-August,PKP Szybka Kolej Miejska w Trójmieście,14.36%
2016, styczeń-sierpień/ January-August,PKP Intercity,13.10%
2016, styczeń-sierpień/ January-August,Szybka Kolej Miejska - Warszawa,8.76%
2016, styczeń-sierpień/ January-August,Koleje Śląskie,5.29%
2016, styczeń-sierpień/ January-August,Koleje Wielkopolskie,2.78%
2016, styczeń-sierpień/ January-August,Koleje Dolnośląskie,2.44%
2016, styczeń-sierpień/ January-August,Warszawska Kolej Dojazdowa,2.31%
2016, styczeń-sierpień/ January-August,Koleje Małopolskie,1.60%
2016, styczeń-sierpień/ January-August,Łódzka Kolej Aglomeracyjna,0.81%
2016, styczeń-sierpień/ January-August,Arriva RP,0.81%
2016, styczeń-sierpień/ January-August,Pozostali/ Others,0.21%
2016, styczeń-wrzesień/ January-September,Polregio,27.22%
2016, styczeń-wrzesień/ January-September,Koleje Mazowieckie - KM,20.51%
2016, styczeń-wrzesień/ January-September,PKP Szybka Kolej Miejska w Trójmieście,14.29%
2016, styczeń-wrzesień/ January-September,PKP Intercity,13.18%
2016, styczeń-wrzesień/ January-September,Szybka Kolej Miejska - Warszawa,8.52%
2016, styczeń-wrzesień/ January-September,Koleje Śląskie,5.22%
2016, styczeń-wrzesień/ January-September,Koleje Wielkopolskie,2.81%
2016, styczeń-wrzesień/ January-September,Koleje Dolnośląskie,2.46%
2016, styczeń-wrzesień/ January-September,Warszawska Kolej Dojazdowa,2.32%
2016, styczeń-wrzesień/ January-September,Koleje Małopolskie,1.61%
2016, styczeń-wrzesień/ January-September,Łódzka Kolej Aglomeracyjna,0.83%
2016, styczeń-wrzesień/ January-September,Arriva RP,0.81%
2016, styczeń-wrzesień/ January-September,Pozostali/ Others,0.22%
2016, styczeń-październik/ January-October,Polregio,27.21%
2016, styczeń-październik/ January-October,Koleje Mazowieckie - KM,20.60%
2016, styczeń-październik/ January-October,PKP Szybka Kolej Miejska w Trójmieście,14.27%
2016, styczeń-październik/ January-October,PKP Intercity,13.14%
2016, styczeń-październik/ January-October,Szybka Kolej Miejska - Warszawa,8.52%
2016, styczeń-październik/ January-October,Koleje Śląskie,5.18%
2016, styczeń-październik/ January-October,Koleje Wielkopolskie,2.82%
2016, styczeń-październik/ January-October,Koleje Dolnośląskie,2.47%
2016, styczeń-październik/ January-October,Warszawska Kolej Dojazdowa,2.32%
2016, styczeń-październik/ January-October,Koleje Małopolskie,1.62%
2016, styczeń-październik/ January-October,Łódzka Kolej Aglomeracyjna,0.83%
2016, styczeń-październik/ January-October,Arriva RP,0.81%
2016, styczeń-październik/ January-October,Pozostali/ Others,0.21%
2016, styczeń-listopad/ January-November,Polregio,27.26%
2016, styczeń-listopad/ January-November,Koleje Mazowieckie - KM,20.65%
2016, styczeń-listopad/ January-November,PKP Szybka Kolej Miejska w Trójmieście,14.27%
2016, styczeń-listopad/ January-November,PKP Intercity,13.12%
2016, styczeń-listopad/ January-November,Szybka Kolej Miejska - Warszawa,8.38%
2016, styczeń-listopad/ January-November,Koleje Śląskie,5.22%
2016, styczeń-listopad/ January-November,Koleje Wielkopolskie,2.83%
2016, styczeń-listopad/ January-November,Koleje Dolnośląskie,2.47%
2016, styczeń-listopad/ January-November,Warszawska Kolej Dojazdowa,2.34%
2016, styczeń-listopad/ January-November,Koleje Małopolskie,1.62%
2016, styczeń-listopad/ January-November,Łódzka Kolej Aglomeracyjna,0.84%
2016, styczeń-listopad/ January-November,Arriva RP,0.80%
2016, styczeń-listopad/ January-November,Pozostali/ Others,0.20%
2016, styczeń-grudzień/ January-December,Polregio,27.16%
2016, styczeń-grudzień/ January-December,Koleje Mazowieckie - KM,20.81%
2016, styczeń-grudzień/ January-December,PKP Szybka Kolej Miejska w Trójmieście,14.31%
2016, styczeń-grudzień/ January-December,PKP Intercity,13.17%
2016, styczeń-grudzień/ January-December,Szybka Kolej Miejska - Warszawa,8.14%
2016, styczeń-grudzień/ January-December,Koleje Śląskie,5.24%
2016, styczeń-grudzień/ January-December,Koleje Wielkopolskie,2.82%
2016, styczeń-grudzień/ January-December,Koleje Dolnośląskie,2.50%
2016, styczeń-grudzień/ January-December,Warszawska Kolej Dojazdowa,2.35%
2016, styczeń-grudzień/ January-December,Koleje Małopolskie,1.64%
2016, styczeń-grudzień/ January-December,Łódzka Kolej Aglomeracyjna,0.86%
2016, styczeń-grudzień/ January-December,Arriva RP,0.80%
2016, styczeń-grudzień/ January-December,Pozostali/ Others,0.19%
2017, styczeń/ January,Polregio,26.95%
2017, styczeń/ January,Koleje Mazowieckie - KM,23.30%
2017, styczeń/ January,PKP Szybka Kolej Miejska w Trójmieście,12.92%
2017, styczeń/ January,PKP Intercity,11.91%
2017, styczeń/ January,Szybka Kolej Miejska - Warszawa,8.49%
2017, styczeń/ January,Koleje Śląskie,4.82%
2017, styczeń/ January,Koleje Dolnośląskie,2.83%
2017, styczeń/ January,Koleje Wielkopolskie,2.69%
2017, styczeń/ January,Warszawska Kolej Dojazdowa,2.36%
2017, styczeń/ January,Koleje Małopolskie,1.75%
2017, styczeń/ January,Łódzka Kolej Aglomeracyjna,1.14%
2017, styczeń/ January,Arriva RP,0.73%
2017, styczeń/ January,Pozostali/ Others,0.11%
2017, styczeń-luty/ January-February,Polregio,27.42%
2017, styczeń-luty/ January-February,Koleje Mazowieckie - KM,21.84%
2017, styczeń-luty/ January-February,PKP Szybka Kolej Miejska w Trójmieście,13.48%
2017, styczeń-luty/ January-February,PKP Intercity,12.39%
2017, styczeń-luty/ January-February,Szybka Kolej Miejska - Warszawa,8.02%
2017, styczeń-luty/ January-February,Koleje Śląskie,4.96%
2017, styczeń-luty/ January-February,Koleje Dolnośląskie,2.92%
2017, styczeń-luty/ January-February,Koleje Wielkopolskie,2.79%
2017, styczeń-luty/ January-February,Warszawska Kolej Dojazdowa,2.41%
2017, styczeń-luty/ January-February,Koleje Małopolskie,1.77%
2017, styczeń-luty/ January-February,Łódzka Kolej Aglomeracyjna,1.14%
2017, styczeń-luty/ January-February,Arriva RP,0.75%
2017, styczeń-luty/ January-February,Pozostali/ Others,0.11%
2017, styczeń-marzec/ January-March,Polregio,27.24%
2017, styczeń-marzec/ January-March,Koleje Mazowieckie - KM,21.77%
2017, styczeń-marzec/ January-March,PKP Szybka Kolej Miejska w Trójmieście,13.62%
2017, styczeń-marzec/ January-March,PKP Intercity,12.31%
2017, styczeń-marzec/ January-March,Szybka Kolej Miejska - Warszawa,7.99%
2017, styczeń-marzec/ January-March,Koleje Śląskie,5.12%
2017, styczeń-marzec/ January-March,Koleje Dolnośląskie,2.97%
2017, styczeń-marzec/ January-March,Koleje Wielkopolskie,2.79%
2017, styczeń-marzec/ January-March,Warszawska Kolej Dojazdowa,2.38%
2017, styczeń-marzec/ January-March,Koleje Małopolskie,1.78%
2017, styczeń-marzec/ January-March,Łódzka Kolej Aglomeracyjna,1.17%
2017, styczeń-marzec/ January-March,Arriva RP,0.75%
2017, styczeń-marzec/ January-March,Pozostali/ Others,0.11%
2017, styczeń-kwiecień/ January-April,Polregio,27.06%
2017, styczeń-kwiecień/ January-April,Koleje Mazowieckie - KM,21.48%
2017, styczeń-kwiecień/ January-April,PKP Szybka Kolej Miejska w Trójmieście,13.61%
2017, styczeń-kwiecień/ January-April,PKP Intercity,12.69%
2017, styczeń-kwiecień/ January-April,Szybka Kolej Miejska - Warszawa,8.05%
2017, styczeń-kwiecień/ January-April,Koleje Śląskie,5.15%
2017, styczeń-kwiecień/ January-April,Koleje Dolnośląskie,2.94%
2017, styczeń-kwiecień/ January-April,Koleje Wielkopolskie,2.80%
2017, styczeń-kwiecień/ January-April,Warszawska Kolej Dojazdowa,2.35%
2017, styczeń-kwiecień/ January-April,Koleje Małopolskie,1.81%
2017, styczeń-kwiecień/ January-April,Łódzka Kolej Aglomeracyjna,1.19%
2017, styczeń-kwiecień/ January-April,Arriva RP,0.75%
2017, styczeń-kwiecień/ January-April,Pozostali/ Others,0.12%
2017, styczeń-maj/ January-May,Polregio,27.03%
2017, styczeń-maj/ January-May,Koleje Mazowieckie - KM,21.20%
2017, styczeń-maj/ January-May,PKP Szybka Kolej Miejska w Trójmieście,13.61%
2017, styczeń-maj/ January-May,PKP Intercity,12.93%
2017, styczeń-maj/ January-May,Szybka Kolej Miejska - Warszawa,8.03%
2017, styczeń-maj/ January-May,Koleje Śląskie,5.16%
2017, styczeń-maj/ January-May,Koleje Dolnośląskie,2.96%
2017, styczeń-maj/ January-May,Koleje Wielkopolskie,2.78%
2017, styczeń-maj/ January-May,Warszawska Kolej Dojazdowa,2.37%
2017, styczeń-maj/ January-May,Koleje Małopolskie,1.83%
2017, styczeń-maj/ January-May,Łódzka Kolej Aglomeracyjna,1.21%
2017, styczeń-maj/ January-May,Arriva RP,0.75%
2017, styczeń-maj/ January-May,Pozostali/ Others,0.14%
2017, styczeń-czerwiec/ January-June,Polregio,26.74%
2017, styczeń-czerwiec/ January-June,Koleje Mazowieckie - KM,20.99%
2017, styczeń-czerwiec/ January-June,PKP Szybka Kolej Miejska w Trójmieście,13.82%
2017, styczeń-czerwiec/ January-June,PKP Intercity,13.26%
2017, styczeń-czerwiec/ January-June,Szybka Kolej Miejska - Warszawa,8.00%
2017, styczeń-czerwiec/ January-June,Koleje Śląskie,5.17%
2017, styczeń-czerwiec/ January-June,Koleje Dolnośląskie,2.96%
2017, styczeń-czerwiec/ January-June,Koleje Wielkopolskie,2.71%
