"Stacja","Województwo"
"Ostrówki koło Chodzieży","wielkopolskie"
"Ostrówki koło Chodzieży ","wielkopolskie"
"Dziembówko","wielkopolskie"
"Dziembówko ","wielkopolskie"
"Grzywna","wielkopolskie"
"Grzywna ","wielkopolskie"
"Piła Kalina","wielkopolskie"
"Piła Kalina ","wielkopolskie"
"Milcz","wielkopolskie"
"Milcz ","wielkopolskie"
"Tarnowo Rogozińskie","wielkopolskie"
"Tarnowo Rogozińskie ","wielkopolskie"
"Sokołowo Budzyńskie","wielkopolskie"
"Sokołowo Budzyńskie ","wielkopolskie"
"Krotoszyn","wielkopolskie"
"Krotoszyn ","wielkopolskie"
"Hagenwerder","zagraniczna"
"Hagenwerder ","zagraniczna"
"Krzewina Zgorzelecka","dolnośląskie"
"Krzewina Zgorzelecka ","dolnośląskie"
"Zittau","zagraniczna"
"Zittau ","zagraniczna"
"Hirschfelde","zagraniczna"
"Hirschfelde ","zagraniczna"
"Balin","małopolskie"
"Balin ","małopolskie"
"Ostrzeszów","wielkopolskie"
"Ostrzeszów ","wielkopolskie"
"Wrocław Pawłowice","dolnośląskie"
"Wrocław Pawłowice ","dolnośląskie"
"Wrocław Zakrzów","dolnośląskie"
"Wrocław Zakrzów ","dolnośląskie"
"Mrzezino","pomorskie"
"Mrzezino ","pomorskie"
"Pasikurowice","dolnośląskie"
"Pasikurowice ","dolnośląskie"
"Grybów","małopolskie"
"Grybów ","małopolskie"
"Stróże","małopolskie"
"Stróże ","małopolskie"
"Ramiszów","dolnośląskie"
"Ramiszów ","dolnośląskie"
"Zagajnik","dolnośląskie"
"Zagajnik ","dolnośląskie"
"Wąbrzeźno","kujawsko-pomorskie"
"Wąbrzeźno ","kujawsko-pomorskie"
"Kowalewo Pomorskie","kujawsko-pomorskie"
"Kowalewo Pomorskie ","kujawsko-pomorskie"
"Jędrzychowice","dolnośląskie"
"Jędrzychowice ","dolnośląskie"
"Jezierzany","dolnośląskie"
"Jezierzany ","dolnośląskie"
"Wyszków","mazowieckie"
"Wyszków ","mazowieckie"
"Bobowa-Miasto","małopolskie"
"Bobowa-Miasto ","małopolskie"
"Mostówka","mazowieckie"
"Mostówka ","mazowieckie"
"Chotyłów","lubelskie"
"Chotyłów ","lubelskie"
"Terespol","lubelskie"
"Terespol ","lubelskie"
"Małaszewicze","lubelskie"
"Małaszewicze ","lubelskie"
"Włocławek Zazamcze","kujawsko-pomorskie"
"Włocławek Zazamcze ","kujawsko-pomorskie"
"Turzno Kujawskie","kujawsko-pomorskie"
"Turzno Kujawskie ","kujawsko-pomorskie"
"Otłoczyn","kujawsko-pomorskie"
"Otłoczyn ","kujawsko-pomorskie"
"Nieszawa Waganiec","kujawsko-pomorskie"
"Nieszawa Waganiec ","kujawsko-pomorskie"
"Lubanie","kujawsko-pomorskie"
"Lubanie ","kujawsko-pomorskie"
"Brzezie","kujawsko-pomorskie"
"Brzezie ","kujawsko-pomorskie"
"Toruń Czerniewice","kujawsko-pomorskie"
"Toruń Czerniewice ","kujawsko-pomorskie"
"Dobiegniew","lubuskie"
"Dobiegniew ","lubuskie"
"Płock","mazowieckie"
"Płock ","mazowieckie"
"Rurka","zachodniopomorskie"
"Rurka ","zachodniopomorskie"
"Tomaszów Bolesławiecki","dolnośląskie"
"Tomaszów Bolesławiecki ","dolnośląskie"
"Osetnica","dolnośląskie"
"Osetnica ","dolnośląskie"
"Okmiany","dolnośląskie"
"Okmiany ","dolnośląskie"
"Witnica","lubuskie"
"Witnica ","lubuskie"
"Bąkowiec","mazowieckie"
"Bąkowiec ","mazowieckie"
"Żytkowice","mazowieckie"
"Żytkowice ","mazowieckie"
"Zajezierze koło Dęblina","lubelskie"
"Zajezierze koło Dęblina ","lubelskie"
"Garbatka-Letnisko","mazowieckie"
"Garbatka-Letnisko ","mazowieckie"
"Potok","świętokrzyskie"
"Potok ","świętokrzyskie"
"Miąsowa","świętokrzyskie"
"Miąsowa ","świętokrzyskie"
"Krzcięcice","świętokrzyskie"
"Krzcięcice ","świętokrzyskie"
"Wolica","świętokrzyskie"
"Wolica ","świętokrzyskie"
"Sobków","świętokrzyskie"
"Sobków ","świętokrzyskie"
"Radkowice","świętokrzyskie"
"Radkowice ","świętokrzyskie"
"Częstochowa Aniołów","śląskie"
"Częstochowa Aniołów ","śląskie"
"Rybienko","mazowieckie"
"Rybienko ","mazowieckie"
"Lucynów","mazowieckie"
"Lucynów ","mazowieckie"
"Świebodzin","lubuskie"
"Świebodzin ","lubuskie"
"Sumina Wieś","śląskie"
"Sumina Wieś ","śląskie"
"Rydułtowy","śląskie"
"Rydułtowy ","śląskie"
"Łuków Śląski","śląskie"
"Łuków Śląski ","śląskie"
"Rybnik Niedobczyce","śląskie"
"Rybnik Niedobczyce ","śląskie"
"Rybnik Niewiadom","śląskie"
"Rybnik Niewiadom ","śląskie"
"Jarzębia Łąka","mazowieckie"
"Jarzębia Łąka ","mazowieckie"
"Grzegorzewo","wielkopolskie"
"Grzegorzewo ","wielkopolskie"
"Żelistrzewo","pomorskie"
"Żelistrzewo ","pomorskie"
"Starogard Gdański","pomorskie"
"Starogard Gdański ","pomorskie"
"Sobótka","pomorskie"
"Sobótka ","pomorskie"
"Kościerzyna","pomorskie"
"Kościerzyna ","pomorskie"
"Łobez","zachodniopomorskie"
"Łobez ","zachodniopomorskie"
"Nowy Sącz Dąbrówka","małopolskie"
"Nowy Sącz Dąbrówka ","małopolskie"
"Nowy Sącz Biegonice","małopolskie"
"Nowy Sącz Biegonice ","małopolskie"
"Barcice","małopolskie"
"Barcice ","małopolskie"
"Piwniczna","małopolskie"
"Piwniczna ","małopolskie"
"Zabrzeg","śląskie"
"Zabrzeg ","śląskie"
"Kuźnia Raciborska","śląskie"
"Kuźnia Raciborska ","śląskie"
"Młodów","małopolskie"
"Młodów ","małopolskie"
"Pyskowice","śląskie"
"Pyskowice ","śląskie"
"Widzów Teklinów","łódzkie"
"Widzów Teklinów ","łódzkie"
"Jacków","łódzkie"
"Jacków ","łódzkie"
"Rudniki koło Częstochowy","śląskie"
"Rudniki koło Częstochowy ","śląskie"
"Rzerzęczyce","śląskie"
"Rzerzęczyce ","śląskie"
"Kłomnice","śląskie"
"Kłomnice ","śląskie"
"Bobry","śląskie"
"Bobry ","śląskie"
"Stare Pole","pomorskie"
"Stare Pole ","pomorskie"
"Królewo Malborskie","pomorskie"
"Królewo Malborskie ","pomorskie"
"Gronowo Elbląskie","warmińsko-mazurskie"
"Gronowo Elbląskie ","warmińsko-mazurskie"
"Fiszewo","warmińsko-mazurskie"
"Fiszewo ","warmińsko-mazurskie"
"Swarzewo","pomorskie"
"Swarzewo ","pomorskie"
"Jasionka Lotnisko","podkarpackie"
"Jasionka Lotnisko ","podkarpackie"
"Głogów Małopolski Południowy","podkarpackie"
"Głogów Małopolski Południowy ","podkarpackie"
"Bukowno","małopolskie"
"Bukowno ","małopolskie"
"Bielsk Podlaski","podlaskie"
"Bielsk Podlaski ","podlaskie"
"Olkusz","małopolskie"
"Olkusz ","małopolskie"
"Wola Rzędzińska","małopolskie"
"Wola Rzędzińska ","małopolskie"
"Wałki","małopolskie"
"Wałki ","małopolskie"
"Czarna Tarnowska","małopolskie"
"Czarna Tarnowska ","małopolskie"
"Grabiny","małopolskie"
"Grabiny ","małopolskie"
"Wrocławki","wielkopolskie"
"Wrocławki ","wielkopolskie"
"Kornatowo","kujawsko-pomorskie"
"Kornatowo ","kujawsko-pomorskie"
"Firlus","kujawsko-pomorskie"
"Firlus ","kujawsko-pomorskie"
"Nowe Drezdenko","lubuskie"
"Nowe Drezdenko ","lubuskie"
"Rusinowice","śląskie"
"Rusinowice ","śląskie"
"Koszęcin","śląskie"
"Koszęcin ","śląskie"
"Wrocław Swojczyce","dolnośląskie"
"Wrocław Swojczyce ","dolnośląskie"
"Wrocław Popiele","dolnośląskie"
"Wrocław Popiele ","dolnośląskie"
"Wrocław Kowale","dolnośląskie"
"Wrocław Kowale ","dolnośląskie"
"Świdwin","zachodniopomorskie"
"Świdwin ","zachodniopomorskie"
"Gorzów Wielkopolski Wschodni","lubuskie"
"Gorzów Wielkopolski Wschodni ","lubuskie"
"Tuchola","kujawsko-pomorskie"
"Tuchola ","kujawsko-pomorskie"
"Wrocław Strachocin","dolnośląskie"
"Wrocław Strachocin ","dolnośląskie"
"Wrocław Wojnów","dolnośląskie"
"Wrocław Wojnów ","dolnośląskie"
"Wrocław Wojnów Wschodni","dolnośląskie"
"Wrocław Wojnów Wschodni ","dolnośląskie"
"Dobrzykowice Wrocławskie","dolnośląskie"
"Dobrzykowice Wrocławskie ","dolnośląskie"
"Nadolice Wielkie","dolnośląskie"
"Nadolice Wielkie ","dolnośląskie"
"Chrząstawa Mała","dolnośląskie"
"Chrząstawa Mała ","dolnośląskie"
"Nadolice Małe","dolnośląskie"
"Nadolice Małe ","dolnośląskie"
"Kalwaria Zebrzydowska Lanckorona","małopolskie"
"Kalwaria Zebrzydowska Lanckorona ","małopolskie"
"Chojna","zachodniopomorskie"
"Chojna ","zachodniopomorskie"
"Dobroszyce","dolnośląskie"
"Dobroszyce ","dolnośląskie"
"Kraśnik","lubelskie"
"Kraśnik ","lubelskie"
"Grabowno Wielkie","dolnośląskie"
"Grabowno Wielkie ","dolnośląskie"
"Bohumin","zagraniczna"
"Bohumin ","zagraniczna"
"Kramsk","wielkopolskie"
"Kramsk ","wielkopolskie"
"Budki Nowe","mazowieckie"
"Budki Nowe ","mazowieckie"
"Rzeszotary","dolnośląskie"
"Rzeszotary ","dolnośląskie"
"Raszówka","dolnośląskie"
"Raszówka ","dolnośląskie"
"Gorzelin","dolnośląskie"
"Gorzelin ","dolnośląskie"
"Chróstnik","dolnośląskie"
"Chróstnik ","dolnośląskie"
"Grupa","kujawsko-pomorskie"
"Grupa ","kujawsko-pomorskie"
"Jeżewo","kujawsko-pomorskie"
"Jeżewo ","kujawsko-pomorskie"
"Dubielno","kujawsko-pomorskie"
"Dubielno ","kujawsko-pomorskie"
"Nowiny Wielkie","lubuskie"
"Nowiny Wielkie ","lubuskie"
"Bogdaniec","lubuskie"
"Bogdaniec ","lubuskie"
"Kamień Mały","lubuskie"
"Kamień Mały ","lubuskie"
"Dąbroszyn","lubuskie"
"Dąbroszyn ","lubuskie"
"Łupowo","lubuskie"
"Łupowo ","lubuskie"
"Gorzów Wielkopolski Wieprzyce","lubuskie"
"Gorzów Wielkopolski Wieprzyce ","lubuskie"
"Stalowa Wola Centrum","podkarpackie"
"Stalowa Wola Centrum ","podkarpackie"
"Pelplin","pomorskie"
"Pelplin ","pomorskie"
"Maków Podhalański","małopolskie"
"Maków Podhalański ","małopolskie"
"Kaliska","pomorskie"
"Kaliska ","pomorskie"
"Czarna Woda","pomorskie"
"Czarna Woda ","pomorskie"
"Łąg","pomorskie"
"Łąg ","pomorskie"
"Górna Grupa","kujawsko-pomorskie"
"Górna Grupa ","kujawsko-pomorskie"
"Dragacz","kujawsko-pomorskie"
"Dragacz ","kujawsko-pomorskie"
"Zarzecze","małopolskie"
"Zarzecze ","małopolskie"
"Wolbrom","małopolskie"
"Wolbrom ","małopolskie"
"Wolbrom Zachodni","małopolskie"
"Wolbrom Zachodni ","małopolskie"
"Jaroszowiec Olkuski","małopolskie"
"Jaroszowiec Olkuski ","małopolskie"
"Chrząstowice Olkuskie","małopolskie"
"Chrząstowice Olkuskie ","małopolskie"
"Gostynin","mazowieckie"
"Gostynin ","mazowieckie"
"Swarożyn","pomorskie"
"Swarożyn ","pomorskie"
"Reda Rekowo","pomorskie"
"Reda Rekowo ","pomorskie"
"Kotomierz","kujawsko-pomorskie"
"Kotomierz ","kujawsko-pomorskie"
"Pruszcz Pomorski","kujawsko-pomorskie"
"Pruszcz Pomorski ","kujawsko-pomorskie"
"Parlin","kujawsko-pomorskie"
"Parlin ","kujawsko-pomorskie"
"Terespol Pomorski","kujawsko-pomorskie"
"Terespol Pomorski ","kujawsko-pomorskie"
"Kwidzyn","pomorskie"
"Kwidzyn ","pomorskie"
"Sztum","pomorskie"
"Sztum ","pomorskie"
"Wąchock","świętokrzyskie"
"Wąchock ","świętokrzyskie"
"Marcinków","świętokrzyskie"
"Marcinków ","świętokrzyskie"
"Starachowice","świętokrzyskie"
"Starachowice ","świętokrzyskie"
"Kunów","świętokrzyskie"
"Kunów ","świętokrzyskie"
"Boksycka","świętokrzyskie"
"Boksycka ","świętokrzyskie"
"Staw Kunowski","świętokrzyskie"
"Staw Kunowski ","świętokrzyskie"
"Styków Iłżecki","świętokrzyskie"
"Styków Iłżecki ","świętokrzyskie"
"Starachowice Michałów","świętokrzyskie"
"Starachowice Michałów ","świętokrzyskie"
"Brody Iłżeckie","świętokrzyskie"
"Brody Iłżeckie ","świętokrzyskie"
"Trzemeszno","wielkopolskie"
"Trzemeszno ","wielkopolskie"
"Wydartowo","wielkopolskie"
"Wydartowo ","wielkopolskie"
"Jankowo Dolne","wielkopolskie"
"Jankowo Dolne ","wielkopolskie"
"Przetycz","mazowieckie"
"Przetycz ","mazowieckie"
"Zabrzeg Czarnolesie","śląskie"
"Zabrzeg Czarnolesie ","śląskie"
"Sosnowiec Południowy","śląskie"
"Sosnowiec Południowy ","śląskie"
"Cekcyn","kujawsko-pomorskie"
"Cekcyn ","kujawsko-pomorskie"
"Wałbrzych Fabryczny","dolnośląskie"
"Wałbrzych Fabryczny ","dolnośląskie"
"Jastrowie","wielkopolskie"
"Jastrowie ","wielkopolskie"
"Świdnica Przedmieście","dolnośląskie"
"Świdnica Przedmieście ","dolnośląskie"
"Marcinowice Świdnickie","dolnośląskie"
"Marcinowice Świdnickie","Dolnośląskie"
"Jedlina-Zdrój","Dolnośląskie"
"Jedlina-Zdrój ","Dolnośląskie"
"Zygmuntowo Mazowieckie","Mazowieckie"
"Zygmuntowo Mazowieckie ","Mazowieckie"
"Leszczydół","Mazowieckie"
"Leszczydół ","Mazowieckie"
"Dalekie","Mazowieckie"
"Dalekie ","Mazowieckie"
"Jawor","Dolnośląskie"
"Jawor ","Dolnośląskie"
"Tuchola Rudzki Most","Kujawsko-Pomorskie"
"Tuchola Rudzki Most ","Kujawsko-Pomorskie"
"Mysłowice Brzęczkowice","Śląskie"
"Mysłowice Brzęczkowice ","Śląskie"
"Mysłowice Brzezinka","Śląskie"
"Mysłowice Brzezinka ","Śląskie"
"Mysłowice Kosztowy","Śląskie"
"Mysłowice Kosztowy ","Śląskie"
"Nowy Bieruń","Śląskie"
"Nowy Bieruń ","Śląskie"
"Imielin","Śląskie"
"Imielin ","Śląskie"
"Chełm Śląski","Śląskie"
"Chełm Śląski ","Śląskie"
"Henryków","Dolnośląskie"
"Henryków ","Dolnośląskie"
"Biały Kościół","Dolnośląskie"
"Biały Kościół ","Dolnośląskie"
"Serock","Mazowieckie"
"Serock ","Mazowieckie"
"Koniecpol","Śląskie"
"Koniecpol ","Śląskie"
"Olsztyn Dajtki","Warmińsko-Mazurskie"
"Olsztyn Dajtki ","Warmińsko-Mazurskie"
"Piekoszów","Świętokrzyskie"
"Piekoszów ","Świętokrzyskie"
"Wrocław Wojszyce","Dolnośląskie"
"Wrocław Wojszyce ","Dolnośląskie"
"Domasław","Dolnośląskie"
"Domasław ","Dolnośląskie"
"Sztumska Wieś","Pomorskie"
"Sztumska Wieś ","Pomorskie"
"Ryjewo","Pomorskie"
"Ryjewo ","Pomorskie"
"Gościszewo","Pomorskie"
"Gościszewo ","Pomorskie"
"Goleniów Park Przemysłowy","Zachodniopomorskie"
"Goleniów Park Przemysłowy ","Zachodniopomorskie"
"Brachlewo","Pomorskie"
"Brachlewo ","Pomorskie"
"Grudziądz Mniszek","Kujawsko-Pomorskie"
"Grudziądz Mniszek ","Kujawsko-Pomorskie"
"Grudziądz Śródmieście","Kujawsko-Pomorskie"
"Grudziądz Śródmieście ","Kujawsko-Pomorskie"
"Hajnówka","Podlaskie"
"Hajnówka ","Podlaskie"
"Rębiszów","Dolnośląskie"
"Rębiszów ","Dolnośląskie"
"Władysławowo Port","Pomorskie"
"Władysławowo Port ","Pomorskie"
"Węgierska Górka","Śląskie"
"Węgierska Górka ","Śląskie"
"Jastarnia Wczasy","Pomorskie"
"Jastarnia Wczasy ","Pomorskie"
"Radziechowy Wieprz","Śląskie"
"Radziechowy Wieprz ","Śląskie"
"Cięcina Dolna","Śląskie"
"Cięcina Dolna ","Śląskie"
"Cięcina","Śląskie"
"Cięcina ","Śląskie"
"Stara Kamienica","Dolnośląskie"
"Stara Kamienica ","Dolnośląskie"
"Zblewo","Pomorskie"
"Zblewo ","Pomorskie"
"Rytel Wieś","Pomorskie"
"Rytel Wieś ","Pomorskie"
"Piesienice","Pomorskie"
"Piesienice ","Pomorskie"
"Pinczyn","Pomorskie"
"Pinczyn ","Pomorskie"
"Przyłubie","Kujawsko-Pomorskie"
"Przyłubie ","Kujawsko-Pomorskie"
"Morąg","Warmińsko-Mazurskie"
"Morąg ","Warmińsko-Mazurskie"
"Wudzyn","Kujawsko-Pomorskie"
"Wudzyn ","Kujawsko-Pomorskie"
"Stronno","Kujawsko-Pomorskie"
"Stronno ","Kujawsko-Pomorskie"
"Rokitki Tczewskie","Pomorskie"
"Rokitki Tczewskie ","Pomorskie"
"Szpęgawsk","Pomorskie"
"Szpęgawsk ","Pomorskie"
"Zawada","Pomorskie"
"Zawada ","Pomorskie"
"Świekatowo","Kujawsko-Pomorskie"
"Świekatowo ","Kujawsko-Pomorskie"
"Błądzim","Kujawsko-Pomorskie"
"Błądzim ","Kujawsko-Pomorskie"
"Wierzchucin Stary","Kujawsko-Pomorskie"
"Wierzchucin Stary ","Kujawsko-Pomorskie"
"Boguszów-Gorce Wschód","Dolnośląskie"
"Boguszów-Gorce Wschód ","Dolnośląskie"
"Grudziądz Przedmieście","Kujawsko-Pomorskie"
"Grudziądz Przedmieście ","Kujawsko-Pomorskie"
"Nowe Skalmierzyce","Wielkopolskie"
"Nowe Skalmierzyce ","Wielkopolskie"
"Lipienica","Pomorskie"
"Lipienica ","Pomorskie"
"Lubania-Lipiny","Łódzkie"
"Lubania-Lipiny ","Łódzkie"
"Pasieki","Podlaskie"
"Pasieki ","Podlaskie"
"Chorzele","Mazowieckie"
"Chorzele ","Mazowieckie"
"Lewki","Podlaskie"
"Lewki ","Podlaskie"
"Czarnca","Świętokrzyskie"
"Czarnca ","Świętokrzyskie"
"Kielce Herbskie","Świętokrzyskie"
"Kielce Herbskie ","Świętokrzyskie"
"Kielce Ślichowice","Świętokrzyskie"
"Kielce Ślichowice ","Świętokrzyskie"
"Górki Szczukowskie","Świętokrzyskie"
"Górki Szczukowskie ","Świętokrzyskie"
"Rykoszyn","Świętokrzyskie"
"Rykoszyn ","Świętokrzyskie"
"Ludynia","Świętokrzyskie"
"Ludynia ","Świętokrzyskie"
"Ludynia Dwór","Świętokrzyskie"
"Ludynia Dwór ","Świętokrzyskie"
"Małogoszcz","Świętokrzyskie"
"Małogoszcz ","Świętokrzyskie"
"Wierna Rzeka","Świętokrzyskie"
"Wierna Rzeka ","Świętokrzyskie"
"Boguszów-Gorce Zachód","Dolnośląskie"
"Boguszów-Gorce Zachód ","Dolnośląskie"
"Skoczów","Śląskie"
"Skoczów ","Śląskie"
"Witków Śląski","Dolnośląskie"
"Witków Śląski ","Dolnośląskie"
"Bukowa","Świętokrzyskie"
"Bukowa ","Świętokrzyskie"
"Legnica Piekary","Dolnośląskie"
"Legnica Piekary ","Dolnośląskie"
"Łęgowo Sulechowskie","Lubuskie"
"Łęgowo Sulechowskie ","Lubuskie"
"Stare Bielice","Zachodniopomorskie"
"Stare Bielice ","Zachodniopomorskie"
"Stare Kurowo","Lubuskie"
"Stare Kurowo ","Lubuskie"
"Sarbiewo","Mazowieckie"
"Sarbiewo ","Mazowieckie"
"Górki Noteckie","Lubuskie"
"Górki Noteckie ","Lubuskie"
"Olsztynek","Warmińsko-Mazurskie"
"Olsztynek ","Warmińsko-Mazurskie"
"Santok","Lubuskie"
"Santok ","Lubuskie"
"Bydgoszcz Łęgnowo","Kujawsko-Pomorskie"
"Bydgoszcz Łęgnowo ","Kujawsko-Pomorskie"
"Nidzica","Warmińsko-Mazurskie"
"Nidzica ","Warmińsko-Mazurskie"
"Brodnica","Kujawsko-Pomorskie"
"Brodnica ","Kujawsko-Pomorskie"
"Prabuty Góry","Pomorskie"
"Prabuty Góry ","Pomorskie"
"Strzegom","Dolnośląskie"
"Strzegom ","Dolnośląskie"
"Zamość","Lubelskie"
"Zamość ","Lubelskie"
"Bydgoszcz Zachód","Kujawsko-Pomorskie"
"Bydgoszcz Zachód ","Kujawsko-Pomorskie"
"Bydgoszcz Osowa Góra","Kujawsko-Pomorskie"
"Bydgoszcz Osowa Góra ","Kujawsko-Pomorskie"
"Zielonczyn","Kujawsko-Pomorskie"
"Zielonczyn ","Kujawsko-Pomorskie"
"Zamość Starówka","Lubelskie"
"Zamość Starówka ","Lubelskie"
"Zamość Wschód","Lubelskie"
"Zamość Wschód ","Lubelskie"
"Ślesin","Wielkopolskie"
"Ślesin ","Wielkopolskie"
"Pawłówek","Wielkopolskie"
"Pawłówek ","Wielkopolskie"
"Trzebnica","Dolnośląskie"
"Trzebnica ","Dolnośląskie"
"Trzcianka","Wielkopolskie"
"Trzcianka ","Wielkopolskie"
"Wieleń","Wielkopolskie"
"Wieleń ","Wielkopolskie"
"Łowczówek Pleśna","Małopolskie"
"Łowczówek Pleśna ","Małopolskie"
"Gromnik","Małopolskie"
"Gromnik ","Małopolskie"
"Łowczów","Małopolskie"
"Łowczów ","Małopolskie"
"Nowa Wieś Wielka","Kujawsko-Pomorskie"
"Nowa Wieś Wielka ","Kujawsko-Pomorskie"
"Jaksice","Kujawsko-Pomorskie"
"Jaksice ","Kujawsko-Pomorskie"
"Trzciniec","Kujawsko-Pomorskie"
"Trzciniec ","Kujawsko-Pomorskie"
"Brzoza Bydgoska","Kujawsko-Pomorskie"
"Brzoza Bydgoska ","Kujawsko-Pomorskie"
"Bydgoszcz Błonie","Kujawsko-Pomorskie"
"Bydgoszcz Błonie ","Kujawsko-Pomorskie"
"Złotniki Kujawskie","Kujawsko-Pomorskie"
"Złotniki Kujawskie ","Kujawsko-Pomorskie"
"Chmielniki Bydgoskie","Kujawsko-Pomorskie"
"Chmielniki Bydgoskie ","Kujawsko-Pomorskie"
"Siedlec Trzebnicki","Dolnośląskie"
"Siedlec Trzebnicki ","Dolnośląskie"
"Pierwoszów Miłocin","Dolnośląskie"
"Pierwoszów Miłocin ","Dolnośląskie"
"Brochocin Trzebnicki","Dolnośląskie"
"Brochocin Trzebnicki ","Dolnośląskie"
"Lubin Stadion","Dolnośląskie"
"Lubin Stadion ","Dolnośląskie"
"Sokółka","Podlaskie"
"Sokółka ","Podlaskie"
"Jasło","Podkarpackie"
"Jasło ","Podkarpackie"
"Niewodnica","Podlaskie"
"Niewodnica ","Podlaskie"
"Klepacze","Podlaskie"
"Klepacze ","Podlaskie"
"Trypucie","Podlaskie"
"Trypucie ","Podlaskie"
"Uhowo","Podlaskie"
"Uhowo ","Podlaskie"
"Bojary","Podlaskie"
"Bojary ","Podlaskie"
"Baciuty","Podlaskie"
"Baciuty ","Podlaskie"
"Głuszyca","Dolnośląskie"
"Głuszyca ","Dolnośląskie"
"Ustka","Pomorskie"
"Ustka ","Pomorskie"
"Bielawa Zachodnia","Dolnośląskie"
"Bielawa Zachodnia ","Dolnośląskie"
"Bielawa Centralna","Dolnośląskie"
"Bielawa Centralna ","Dolnośląskie"
"Rogoźnica","Dolnośląskie"
"Rogoźnica ","Dolnośląskie"
"Pasłęk","Warmińsko-Mazurskie"
"Pasłęk ","Warmińsko-Mazurskie"
"Rytel","Pomorskie"
"Rytel ","Pomorskie"
"Wałdowo Szlacheckie","Kujawsko-Pomorskie"
"Wałdowo Szlacheckie ","Kujawsko-Pomorskie"
"Kołodziejewo","Kujawsko-Pomorskie"
"Kołodziejewo ","Kujawsko-Pomorskie"
"Janikowo","Kujawsko-Pomorskie"
"Janikowo ","Kujawsko-Pomorskie"
"Gorzuchowo Chełmińskie","Kujawsko-Pomorskie"
"Gorzuchowo Chełmińskie ","Kujawsko-Pomorskie"
"Subkowy Centrum","Pomorskie"
"Subkowy Centrum ","Pomorskie"
"Subkowy","Pomorskie"
"Subkowy ","Pomorskie"
"Morzeszczyn","Pomorskie"
"Morzeszczyn ","Pomorskie"
"Kulice Tczewskie","Pomorskie"
"Kulice Tczewskie ","Pomorskie"
"Czarlin","Pomorskie"
