"Kod";"Nazwa";"narciarstwo alpejskie;ogółem;1999;[osoba]";"narciarstwo alpejskie;ogółem;2000;[osoba]";"narciarstwo alpejskie;ogółem;2001;[osoba]";"narciarstwo alpejskie;ogółem;2002;[osoba]";"narciarstwo alpejskie;ogółem;2004;[osoba]";"narciarstwo alpejskie;ogółem;2006;[osoba]";"narciarstwo alpejskie;ogółem;2008;[osoba]";"narciarstwo alpejskie;ogółem;2010;[osoba]";"narciarstwo alpejskie;ogółem;2012;[osoba]";"narciarstwo alpejskie;ogółem;2014;[osoba]";"narciarstwo alpejskie;ogółem;2016;[osoba]";"narciarstwo alpejskie;ogółem;2018;[osoba]";"narciarstwo klasyczne;ogółem;1999;[osoba]";"narciarstwo klasyczne;ogółem;2000;[osoba]";"narciarstwo klasyczne;ogółem;2001;[osoba]";"narciarstwo klasyczne;ogółem;2002;[osoba]";"narciarstwo klasyczne;ogółem;2004;[osoba]";"narciarstwo klasyczne;ogółem;2006;[osoba]";"narciarstwo klasyczne;ogółem;2008;[osoba]";"narciarstwo klasyczne;ogółem;2010;[osoba]";"narciarstwo klasyczne;ogółem;2012;[osoba]";"narciarstwo klasyczne;ogółem;2014;[osoba]";"narciarstwo klasyczne;ogółem;2016;[osoba]";"narciarstwo klasyczne;ogółem;2018;[osoba]";
0000000;"POLSKA";3511;3393;4009;3917;3805;4299;4232;5083;4740;3701;4213;4831;4025;4108;4635;3675;4578;4532;4076;4359;5031;5155;3318;3393;
