"Kod";"Nazwa";"narciarstwo alpejskie;ogółem;2018;[osoba]";"narciarstwo alpejskie;ogółem;2020;[osoba]";"narciarstwo alpejskie;ogółem;2022;[osoba]";"narciarstwo alpejskie;ogółem;2024;[osoba]";"narciarstwo klasyczne;ogółem;2018;[osoba]";"narciarstwo klasyczne;ogółem;2020;[osoba]";"narciarstwo klasyczne;ogółem;2022;[osoba]";"narciarstwo klasyczne;ogółem;2024;[osoba]";
0000000;"POLSKA";5035;4270;5891;6504;3725;3242;3632;3091;
