"Kod";"Nazwa";"pływanie;ogółem;2018;[osoba]";"pływanie;ogółem;2020;[osoba]";"pływanie;ogółem;2022;[osoba]";"pływanie;ogółem;2024;[osoba]";"wioślarstwo;ogółem;2018;[osoba]";"wioślarstwo;ogółem;2020;[osoba]";"wioślarstwo;ogółem;2022;[osoba]";"wioślarstwo;ogółem;2024;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2018;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2020;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2022;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2024;[osoba]";
0000000;"POLSKA";54727;48407;57242;70952;2779;2330;2048;2784;7235;6935;8182;8864;
