"Kod";"Nazwa";"pływanie;ogółem;1999;[osoba]";"pływanie;ogółem;2000;[osoba]";"pływanie;ogółem;2001;[osoba]";"pływanie;ogółem;2002;[osoba]";"pływanie;ogółem;2004;[osoba]";"pływanie;ogółem;2006;[osoba]";"pływanie;ogółem;2008;[osoba]";"pływanie;ogółem;2010;[osoba]";"pływanie;ogółem;2012;[osoba]";"pływanie;ogółem;2014;[osoba]";"pływanie;ogółem;2016;[osoba]";"pływanie;ogółem;2018;[osoba]";"wioślarstwo;ogółem;1999;[osoba]";"wioślarstwo;ogółem;2000;[osoba]";"wioślarstwo;ogółem;2001;[osoba]";"wioślarstwo;ogółem;2002;[osoba]";"wioślarstwo;ogółem;2004;[osoba]";"wioślarstwo;ogółem;2006;[osoba]";"wioślarstwo;ogółem;2008;[osoba]";"wioślarstwo;ogółem;2010;[osoba]";"wioślarstwo;ogółem;2012;[osoba]";"wioślarstwo;ogółem;2014;[osoba]";"wioślarstwo;ogółem;2016;[osoba]";"wioślarstwo;ogółem;2018;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;1999;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2000;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2001;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2002;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2004;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2006;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2008;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2010;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2012;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2014;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2016;[osoba]";"żeglarstwo (łodzie regatowe);ogółem;2018;[osoba]";
0000000;"POLSKA";14330;15218;17979;19806;23298;29271;31438;32232;35758;39586;44113;48909;2454;2326;2432;2532;2800;3020;2765;2376;2742;2549;2447;2381;7602;7669;8792;8138;7364;8273;9523;7795;7062;6862;6850;6720;
