"Kod";"Nazwa";"koszykówka;ogółem;1999;[osoba]";"koszykówka;ogółem;2000;[osoba]";"koszykówka;ogółem;2001;[osoba]";"koszykówka;ogółem;2002;[osoba]";"koszykówka;ogółem;2004;[osoba]";"koszykówka;ogółem;2006;[osoba]";"koszykówka;ogółem;2008;[osoba]";"koszykówka;ogółem;2010;[osoba]";"koszykówka;ogółem;2012;[osoba]";"koszykówka;ogółem;2014;[osoba]";"koszykówka;ogółem;2016;[osoba]";"koszykówka;ogółem;2018;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;1999;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2000;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2001;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2002;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2004;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2006;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2008;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2010;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2012;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2014;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2016;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2018;[osoba]";"piłka ręczna;ogółem;1999;[osoba]";"piłka ręczna;ogółem;2000;[osoba]";"piłka ręczna;ogółem;2001;[osoba]";"piłka ręczna;ogółem;2002;[osoba]";"piłka ręczna;ogółem;2004;[osoba]";"piłka ręczna;ogółem;2006;[osoba]";"piłka ręczna;ogółem;2008;[osoba]";"piłka ręczna;ogółem;2010;[osoba]";"piłka ręczna;ogółem;2012;[osoba]";"piłka ręczna;ogółem;2014;[osoba]";"piłka ręczna;ogółem;2016;[osoba]";"piłka ręczna;ogółem;2018;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;1999;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2000;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2001;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2002;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2004;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2006;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2008;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2010;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2012;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2014;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2016;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2018;[osoba]";
0000000;"POLSKA";50961;54646;52854;52594;51390;61348;54129;49628;46765;44275;44666;42182;202312;220114;235767;246211;285038;356348;353126;344938;382847;393168;452369;460656;29045;30366;30684;31413;32733;41505;42205;40251;37378;37023;40117;38292;42275;48558;53745;58448;78468;111790;112657;99435;93934;89557;86548;76482;
