"Kod";"Nazwa";"koszykówka;ogółem;2018;[osoba]";"koszykówka;ogółem;2020;[osoba]";"koszykówka;ogółem;2022;[osoba]";"koszykówka;ogółem;2024;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2018;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2020;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2022;[osoba]";"piłka nożna (łącznie z halową i plażową);ogółem;2024;[osoba]";"piłka ręczna;ogółem;2018;[osoba]";"piłka ręczna;ogółem;2020;[osoba]";"piłka ręczna;ogółem;2022;[osoba]";"piłka ręczna;ogółem;2024;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2018;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2020;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2022;[osoba]";"piłka siatkowa (łącznie z plażową);ogółem;2024;[osoba]";
0000000;"POLSKA";47135;38784;44649;51991;504542;424383;443525;581773;43117;33431;32031;36365;86166;67776;74133;93227;
