"Kod";"Nazwa";"jeździectwo;ogółem;1999;[osoba]";"jeździectwo;ogółem;2000;[osoba]";"jeździectwo;ogółem;2001;[osoba]";"jeździectwo;ogółem;2002;[osoba]";"jeździectwo;ogółem;2004;[osoba]";"jeździectwo;ogółem;2006;[osoba]";"jeździectwo;ogółem;2008;[osoba]";"jeździectwo;ogółem;2010;[osoba]";"jeździectwo;ogółem;2012;[osoba]";"jeździectwo;ogółem;2014;[osoba]";"jeździectwo;ogółem;2016;[osoba]";"jeździectwo;ogółem;2018;[osoba]";"kolarstwo górskie;ogółem;1999;[osoba]";"kolarstwo górskie;ogółem;2000;[osoba]";"kolarstwo górskie;ogółem;2001;[osoba]";"kolarstwo górskie;ogółem;2002;[osoba]";"kolarstwo górskie;ogółem;2004;[osoba]";"kolarstwo górskie;ogółem;2006;[osoba]";"kolarstwo górskie;ogółem;2008;[osoba]";"kolarstwo górskie;ogółem;2010;[osoba]";"kolarstwo górskie;ogółem;2012;[osoba]";"kolarstwo górskie;ogółem;2014;[osoba]";"kolarstwo górskie;ogółem;2016;[osoba]";"kolarstwo górskie;ogółem;2018;[osoba]";"kolarstwo szosowe;ogółem;1999;[osoba]";"kolarstwo szosowe;ogółem;2000;[osoba]";"kolarstwo szosowe;ogółem;2001;[osoba]";"kolarstwo szosowe;ogółem;2002;[osoba]";"kolarstwo szosowe;ogółem;2004;[osoba]";"kolarstwo szosowe;ogółem;2006;[osoba]";"kolarstwo szosowe;ogółem;2008;[osoba]";"kolarstwo szosowe;ogółem;2010;[osoba]";"kolarstwo szosowe;ogółem;2012;[osoba]";"kolarstwo szosowe;ogółem;2014;[osoba]";"kolarstwo szosowe;ogółem;2016;[osoba]";"kolarstwo szosowe;ogółem;2018;[osoba]";"kolarstwo torowe;ogółem;1999;[osoba]";"kolarstwo torowe;ogółem;2000;[osoba]";"kolarstwo torowe;ogółem;2001;[osoba]";"kolarstwo torowe;ogółem;2002;[osoba]";"kolarstwo torowe;ogółem;2004;[osoba]";"kolarstwo torowe;ogółem;2006;[osoba]";"kolarstwo torowe;ogółem;2008;[osoba]";"kolarstwo torowe;ogółem;2010;[osoba]";"kolarstwo torowe;ogółem;2012;[osoba]";"kolarstwo torowe;ogółem;2014;[osoba]";"kolarstwo torowe;ogółem;2016;[osoba]";"kolarstwo torowe;ogółem;2018;[osoba]";"lekkoatletyka;ogółem;1999;[osoba]";"lekkoatletyka;ogółem;2000;[osoba]";"lekkoatletyka;ogółem;2001;[osoba]";"lekkoatletyka;ogółem;2002;[osoba]";"lekkoatletyka;ogółem;2004;[osoba]";"lekkoatletyka;ogółem;2006;[osoba]";"lekkoatletyka;ogółem;2008;[osoba]";"lekkoatletyka;ogółem;2010;[osoba]";"lekkoatletyka;ogółem;2012;[osoba]";"lekkoatletyka;ogółem;2014;[osoba]";"lekkoatletyka;ogółem;2016;[osoba]";"lekkoatletyka;ogółem;2018;[osoba]";"łucznictwo;ogółem;1999;[osoba]";"łucznictwo;ogółem;2000;[osoba]";"łucznictwo;ogółem;2001;[osoba]";"łucznictwo;ogółem;2002;[osoba]";"łucznictwo;ogółem;2004;[osoba]";"łucznictwo;ogółem;2006;[osoba]";"łucznictwo;ogółem;2008;[osoba]";"łucznictwo;ogółem;2010;[osoba]";"łucznictwo;ogółem;2012;[osoba]";"łucznictwo;ogółem;2014;[osoba]";"łucznictwo;ogółem;2016;[osoba]";"łucznictwo;ogółem;2018;[osoba]";"strzelectwo sportowe;ogółem;1999;[osoba]";"strzelectwo sportowe;ogółem;2000;[osoba]";"strzelectwo sportowe;ogółem;2001;[osoba]";"strzelectwo sportowe;ogółem;2002;[osoba]";"strzelectwo sportowe;ogółem;2004;[osoba]";"strzelectwo sportowe;ogółem;2006;[osoba]";"strzelectwo sportowe;ogółem;2008;[osoba]";"strzelectwo sportowe;ogółem;2010;[osoba]";"strzelectwo sportowe;ogółem;2012;[osoba]";"strzelectwo sportowe;ogółem;2014;[osoba]";"strzelectwo sportowe;ogółem;2016;[osoba]";"strzelectwo sportowe;ogółem;2018;[osoba]";"tenis stołowy;ogółem;1999;[osoba]";"tenis stołowy;ogółem;2000;[osoba]";"tenis stołowy;ogółem;2001;[osoba]";"tenis stołowy;ogółem;2002;[osoba]";"tenis stołowy;ogółem;2004;[osoba]";"tenis stołowy;ogółem;2006;[osoba]";"tenis stołowy;ogółem;2008;[osoba]";"tenis stołowy;ogółem;2010;[osoba]";"tenis stołowy;ogółem;2012;[osoba]";"tenis stołowy;ogółem;2014;[osoba]";"tenis stołowy;ogółem;2016;[osoba]";"tenis stołowy;ogółem;2018;[osoba]";"tenis;ogółem;1999;[osoba]";"tenis;ogółem;2000;[osoba]";"tenis;ogółem;2001;[osoba]";"tenis;ogółem;2002;[osoba]";"tenis;ogółem;2004;[osoba]";"tenis;ogółem;2006;[osoba]";"tenis;ogółem;2008;[osoba]";"tenis;ogółem;2010;[osoba]";"tenis;ogółem;2012;[osoba]";"tenis;ogółem;2014;[osoba]";"tenis;ogółem;2016;[osoba]";"tenis;ogółem;2018;[osoba]";
0000000;"POLSKA";3474;4250;4356;4217;4190;5402;7211;5731;6285;6014;7153;8172;;;;;1742;2144;1915;2198;2241;2095;2425;3012;3445;2967;3159;3299;3624;3932;3284;3055;3178;3259;4323;4860;673;625;827;703;807;1024;695;820;611;617;1117;1151;50448;52634;56475;59430;60237;69400;61142;50604;45339;42817;43785;42442;2676;2567;2208;2142;1920;2321;2274;2437;2419;2765;3034;2674;7361;8247;9519;8645;11405;19822;12339;16802;17759;16975;31494;42459;36392;38814;42869;44372;46189;53111;47979;39399;35021;30842;29474;26797;8843;11029;11600;11263;11369;12118;11511;11346;13420;14276;17012;19673;
