"Kod";"Nazwa";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;1999;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2000;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2001;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2002;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2004;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2006;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2008;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2010;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2012;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2014;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2016;[osoba]";"akrobatyka (łącznie ze skokami na trampolinie);ogółem;2018;[osoba]";"alpinizm;ogółem;1999;[osoba]";"alpinizm;ogółem;2000;[osoba]";"alpinizm;ogółem;2001;[osoba]";"alpinizm;ogółem;2002;[osoba]";"alpinizm;ogółem;2004;[osoba]";"alpinizm;ogółem;2006;[osoba]";"alpinizm;ogółem;2008;[osoba]";"alpinizm;ogółem;2010;[osoba]";"alpinizm;ogółem;2012;[osoba]";"alpinizm;ogółem;2014;[osoba]";"alpinizm;ogółem;2016;[osoba]";"alpinizm;ogółem;2018;[osoba]";"badminton;ogółem;1999;[osoba]";"badminton;ogółem;2000;[osoba]";"badminton;ogółem;2001;[osoba]";"badminton;ogółem;2002;[osoba]";"badminton;ogółem;2004;[osoba]";"badminton;ogółem;2006;[osoba]";"badminton;ogółem;2008;[osoba]";"badminton;ogółem;2010;[osoba]";"badminton;ogółem;2012;[osoba]";"badminton;ogółem;2014;[osoba]";"badminton;ogółem;2016;[osoba]";"badminton;ogółem;2018;[osoba]";"gimnastyka artystyczna;ogółem;1999;[osoba]";"gimnastyka artystyczna;ogółem;2000;[osoba]";"gimnastyka artystyczna;ogółem;2001;[osoba]";"gimnastyka artystyczna;ogółem;2002;[osoba]";"gimnastyka artystyczna;ogółem;2004;[osoba]";"gimnastyka artystyczna;ogółem;2006;[osoba]";"gimnastyka artystyczna;ogółem;2008;[osoba]";"gimnastyka artystyczna;ogółem;2010;[osoba]";"gimnastyka artystyczna;ogółem;2012;[osoba]";"gimnastyka artystyczna;ogółem;2014;[osoba]";"gimnastyka artystyczna;ogółem;2016;[osoba]";"gimnastyka artystyczna;ogółem;2018;[osoba]";"gimnastyka sportowa;ogółem;1999;[osoba]";"gimnastyka sportowa;ogółem;2000;[osoba]";"gimnastyka sportowa;ogółem;2001;[osoba]";"gimnastyka sportowa;ogółem;2002;[osoba]";"gimnastyka sportowa;ogółem;2004;[osoba]";"gimnastyka sportowa;ogółem;2006;[osoba]";"gimnastyka sportowa;ogółem;2008;[osoba]";"gimnastyka sportowa;ogółem;2010;[osoba]";"gimnastyka sportowa;ogółem;2012;[osoba]";"gimnastyka sportowa;ogółem;2014;[osoba]";"gimnastyka sportowa;ogółem;2016;[osoba]";"gimnastyka sportowa;ogółem;2018;[osoba]";"jeździectwo;ogółem;1999;[osoba]";"jeździectwo;ogółem;2000;[osoba]";"jeździectwo;ogółem;2001;[osoba]";"jeździectwo;ogółem;2002;[osoba]";"jeździectwo;ogółem;2004;[osoba]";"jeździectwo;ogółem;2006;[osoba]";"jeździectwo;ogółem;2008;[osoba]";"jeździectwo;ogółem;2010;[osoba]";"jeździectwo;ogółem;2012;[osoba]";"jeździectwo;ogółem;2014;[osoba]";"jeździectwo;ogółem;2016;[osoba]";"jeździectwo;ogółem;2018;[osoba]";"kolarstwo górskie;ogółem;1999;[osoba]";"kolarstwo górskie;ogółem;2000;[osoba]";"kolarstwo górskie;ogółem;2001;[osoba]";"kolarstwo górskie;ogółem;2002;[osoba]";"kolarstwo górskie;ogółem;2004;[osoba]";"kolarstwo górskie;ogółem;2006;[osoba]";"kolarstwo górskie;ogółem;2008;[osoba]";"kolarstwo górskie;ogółem;2010;[osoba]";"kolarstwo górskie;ogółem;2012;[osoba]";"kolarstwo górskie;ogółem;2014;[osoba]";"kolarstwo górskie;ogółem;2016;[osoba]";"kolarstwo górskie;ogółem;2018;[osoba]";"kolarstwo szosowe;ogółem;1999;[osoba]";"kolarstwo szosowe;ogółem;2000;[osoba]";"kolarstwo szosowe;ogółem;2001;[osoba]";"kolarstwo szosowe;ogółem;2002;[osoba]";"kolarstwo szosowe;ogółem;2004;[osoba]";"kolarstwo szosowe;ogółem;2006;[osoba]";"kolarstwo szosowe;ogółem;2008;[osoba]";"kolarstwo szosowe;ogółem;2010;[osoba]";"kolarstwo szosowe;ogółem;2012;[osoba]";"kolarstwo szosowe;ogółem;2014;[osoba]";"kolarstwo szosowe;ogółem;2016;[osoba]";"kolarstwo szosowe;ogółem;2018;[osoba]";"kolarstwo torowe;ogółem;1999;[osoba]";"kolarstwo torowe;ogółem;2000;[osoba]";"kolarstwo torowe;ogółem;2001;[osoba]";"kolarstwo torowe;ogółem;2002;[osoba]";"kolarstwo torowe;ogółem;2004;[osoba]";"kolarstwo torowe;ogółem;2006;[osoba]";"kolarstwo torowe;ogółem;2008;[osoba]";"kolarstwo torowe;ogółem;2010;[osoba]";"kolarstwo torowe;ogółem;2012;[osoba]";"kolarstwo torowe;ogółem;2014;[osoba]";"kolarstwo torowe;ogółem;2016;[osoba]";"kolarstwo torowe;ogółem;2018;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;1999;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2000;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2001;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2002;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2004;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2006;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2008;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2010;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2012;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2014;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2016;[osoba]";"kulturystyka i trójbój siłowy (łącznie z fitness);ogółem;2018;[osoba]";"lekkoatletyka;ogółem;1999;[osoba]";"lekkoatletyka;ogółem;2000;[osoba]";"lekkoatletyka;ogółem;2001;[osoba]";"lekkoatletyka;ogółem;2002;[osoba]";"lekkoatletyka;ogółem;2004;[osoba]";"lekkoatletyka;ogółem;2006;[osoba]";"lekkoatletyka;ogółem;2008;[osoba]";"lekkoatletyka;ogółem;2010;[osoba]";"lekkoatletyka;ogółem;2012;[osoba]";"lekkoatletyka;ogółem;2014;[osoba]";"lekkoatletyka;ogółem;2016;[osoba]";"lekkoatletyka;ogółem;2018;[osoba]";"łucznictwo;ogółem;1999;[osoba]";"łucznictwo;ogółem;2000;[osoba]";"łucznictwo;ogółem;2001;[osoba]";"łucznictwo;ogółem;2002;[osoba]";"łucznictwo;ogółem;2004;[osoba]";"łucznictwo;ogółem;2006;[osoba]";"łucznictwo;ogółem;2008;[osoba]";"łucznictwo;ogółem;2010;[osoba]";"łucznictwo;ogółem;2012;[osoba]";"łucznictwo;ogółem;2014;[osoba]";"łucznictwo;ogółem;2016;[osoba]";"łucznictwo;ogółem;2018;[osoba]";"pięciobój nowoczesny;ogółem;1999;[osoba]";"pięciobój nowoczesny;ogółem;2000;[osoba]";"pięciobój nowoczesny;ogółem;2001;[osoba]";"pięciobój nowoczesny;ogółem;2002;[osoba]";"pięciobój nowoczesny;ogółem;2004;[osoba]";"pięciobój nowoczesny;ogółem;2006;[osoba]";"pięciobój nowoczesny;ogółem;2008;[osoba]";"pięciobój nowoczesny;ogółem;2010;[osoba]";"pięciobój nowoczesny;ogółem;2012;[osoba]";"pięciobój nowoczesny;ogółem;2014;[osoba]";"pięciobój nowoczesny;ogółem;2016;[osoba]";"pięciobój nowoczesny;ogółem;2018;[osoba]";"podnoszenie ciężarów;ogółem;1999;[osoba]";"podnoszenie ciężarów;ogółem;2000;[osoba]";"podnoszenie ciężarów;ogółem;2001;[osoba]";"podnoszenie ciężarów;ogółem;2002;[osoba]";"podnoszenie ciężarów;ogółem;2004;[osoba]";"podnoszenie ciężarów;ogółem;2006;[osoba]";"podnoszenie ciężarów;ogółem;2008;[osoba]";"podnoszenie ciężarów;ogółem;2010;[osoba]";"podnoszenie ciężarów;ogółem;2012;[osoba]";"podnoszenie ciężarów;ogółem;2014;[osoba]";"podnoszenie ciężarów;ogółem;2016;[osoba]";"podnoszenie ciężarów;ogółem;2018;[osoba]";"sport motorowy;ogółem;1999;[osoba]";"sport motorowy;ogółem;2000;[osoba]";"sport motorowy;ogółem;2001;[osoba]";"sport motorowy;ogółem;2002;[osoba]";"sport motorowy;ogółem;2004;[osoba]";"sport motorowy;ogółem;2006;[osoba]";"sport motorowy;ogółem;2008;[osoba]";"sport motorowy;ogółem;2010;[osoba]";"sport motorowy;ogółem;2012;[osoba]";"sport motorowy;ogółem;2014;[osoba]";"sport motorowy;ogółem;2016;[osoba]";"sport motorowy;ogółem;2018;[osoba]";"strzelectwo sportowe;ogółem;1999;[osoba]";"strzelectwo sportowe;ogółem;2000;[osoba]";"strzelectwo sportowe;ogółem;2001;[osoba]";"strzelectwo sportowe;ogółem;2002;[osoba]";"strzelectwo sportowe;ogółem;2004;[osoba]";"strzelectwo sportowe;ogółem;2006;[osoba]";"strzelectwo sportowe;ogółem;2008;[osoba]";"strzelectwo sportowe;ogółem;2010;[osoba]";"strzelectwo sportowe;ogółem;2012;[osoba]";"strzelectwo sportowe;ogółem;2014;[osoba]";"strzelectwo sportowe;ogółem;2016;[osoba]";"strzelectwo sportowe;ogółem;2018;[osoba]";"tenis stołowy;ogółem;1999;[osoba]";"tenis stołowy;ogółem;2000;[osoba]";"tenis stołowy;ogółem;2001;[osoba]";"tenis stołowy;ogółem;2002;[osoba]";"tenis stołowy;ogółem;2004;[osoba]";"tenis stołowy;ogółem;2006;[osoba]";"tenis stołowy;ogółem;2008;[osoba]";"tenis stołowy;ogółem;2010;[osoba]";"tenis stołowy;ogółem;2012;[osoba]";"tenis stołowy;ogółem;2014;[osoba]";"tenis stołowy;ogółem;2016;[osoba]";"tenis stołowy;ogółem;2018;[osoba]";"tenis;ogółem;1999;[osoba]";"tenis;ogółem;2000;[osoba]";"tenis;ogółem;2001;[osoba]";"tenis;ogółem;2002;[osoba]";"tenis;ogółem;2004;[osoba]";"tenis;ogółem;2006;[osoba]";"tenis;ogółem;2008;[osoba]";"tenis;ogółem;2010;[osoba]";"tenis;ogółem;2012;[osoba]";"tenis;ogółem;2014;[osoba]";"tenis;ogółem;2016;[osoba]";"tenis;ogółem;2018;[osoba]";
0000000;"POLSKA";1927;2184;2477;2773;2233;3222;3590;3434;3436;3801;5936;7830;;;;;2715;3478;4033;3797;5207;5499;6009;6194;3757;4487;4712;4387;4619;6990;6889;6832;6281;6677;7580;7563;1605;1671;1902;1633;1421;1430;1793;1574;1823;2618;3585;4734;2154;2536;2602;2303;2701;3064;3845;2834;2313;2369;3421;4733;3474;4250;4356;4217;4190;5402;7211;5731;6285;6014;7153;8172;;;;;1742;2144;1915;2198;2241;2095;2425;3012;3445;2967;3159;3299;3624;3932;3284;3055;3178;3259;4323;4860;673;625;827;703;807;1024;695;820;611;617;1117;1151;;;;;;;9945;7819;6455;8696;7506;5824;50448;52634;56475;59430;60237;69400;61142;50604;45339;42817;43785;42442;2676;2567;2208;2142;1920;2321;2274;2437;2419;2765;3034;2674;540;529;429;446;753;645;547;1581;1756;1736;1050;2037;2211;2317;2268;2351;2157;1988;2132;2453;2234;1905;2058;2460;;;;;3244;3129;4604;4657;4609;3882;4696;6582;7361;8247;9519;8645;11405;19822;12339;16802;17759;16975;31494;42459;36392;38814;42869;44372;46189;53111;47979;39399;35021;30842;29474;26797;8843;11029;11600;11263;11369;12118;11511;11346;13420;14276;17012;19673;
