"Kod";"Nazwa";"jeździectwo;ogółem;2018;[osoba]";"jeździectwo;ogółem;2020;[osoba]";"jeździectwo;ogółem;2022;[osoba]";"jeździectwo;ogółem;2024;[osoba]";"kolarstwo górskie;ogółem;2018;[osoba]";"kolarstwo górskie;ogółem;2020;[osoba]";"kolarstwo górskie;ogółem;2022;[osoba]";"kolarstwo górskie;ogółem;2024;[osoba]";"kolarstwo szosowe;ogółem;2018;[osoba]";"kolarstwo szosowe;ogółem;2020;[osoba]";"kolarstwo szosowe;ogółem;2022;[osoba]";"kolarstwo szosowe;ogółem;2024;[osoba]";"kolarstwo torowe;ogółem;2018;[osoba]";"kolarstwo torowe;ogółem;2020;[osoba]";"kolarstwo torowe;ogółem;2022;[osoba]";"kolarstwo torowe;ogółem;2024;[osoba]";"lekkoatletyka;ogółem;2018;[osoba]";"lekkoatletyka;ogółem;2020;[osoba]";"lekkoatletyka;ogółem;2022;[osoba]";"lekkoatletyka;ogółem;2024;[osoba]";"łucznictwo;ogółem;2018;[osoba]";"łucznictwo;ogółem;2020;[osoba]";"łucznictwo;ogółem;2022;[osoba]";"łucznictwo;ogółem;2024;[osoba]";"strzelectwo sportowe;ogółem;2018;[osoba]";"strzelectwo sportowe;ogółem;2020;[osoba]";"strzelectwo sportowe;ogółem;2022;[osoba]";"strzelectwo sportowe;ogółem;2024;[osoba]";"tenis stołowy;ogółem;2018;[osoba]";"tenis stołowy;ogółem;2020;[osoba]";"tenis stołowy;ogółem;2022;[osoba]";"tenis stołowy;ogółem;2024;[osoba]";"tenis;ogółem;2018;[osoba]";"tenis;ogółem;2020;[osoba]";"tenis;ogółem;2022;[osoba]";"tenis;ogółem;2024;[osoba]";
0000000;"POLSKA";9766;7405;6977;8337;3350;2311;3162;2590;5223;4992;4640;4171;1262;1238;962;1018;47126;41164;44127;50659;2862;2834;2687;3087;48265;71593;87637;122887;29929;23215;23804;27881;23133;21399;20309;27182;
