"Kod";"Nazwa";"boks;ogółem;2018;[osoba]";"boks;ogółem;2020;[osoba]";"boks;ogółem;2022;[osoba]";"boks;ogółem;2024;[osoba]";"judo;ogółem;2018;[osoba]";"judo;ogółem;2020;[osoba]";"judo;ogółem;2022;[osoba]";"judo;ogółem;2024;[osoba]";"karate;ogółem;2018;[osoba]";"karate;ogółem;2020;[osoba]";"karate;ogółem;2022;[osoba]";"karate;ogółem;2024;[osoba]";"karate tradycyjne;ogółem;2018;[osoba]";"karate tradycyjne;ogółem;2020;[osoba]";"karate tradycyjne;ogółem;2022;[osoba]";"karate tradycyjne;ogółem;2024;[osoba]";"szermierka;ogółem;2018;[osoba]";"szermierka;ogółem;2020;[osoba]";"szermierka;ogółem;2022;[osoba]";"szermierka;ogółem;2024;[osoba]";
0000000;"POLSKA";9078;9327;11047;22721;29758;26362;34789;45331;42081;34118;42190;42908;15864;12048;15429;22179;4253;3926;4068;5484;
