"Kod";"Nazwa";"boks;ogółem;1999;[osoba]";"boks;ogółem;2000;[osoba]";"boks;ogółem;2001;[osoba]";"boks;ogółem;2002;[osoba]";"boks;ogółem;2004;[osoba]";"boks;ogółem;2006;[osoba]";"boks;ogółem;2008;[osoba]";"boks;ogółem;2010;[osoba]";"boks;ogółem;2012;[osoba]";"boks;ogółem;2014;[osoba]";"boks;ogółem;2016;[osoba]";"boks;ogółem;2018;[osoba]";"judo;ogółem;1999;[osoba]";"judo;ogółem;2000;[osoba]";"judo;ogółem;2001;[osoba]";"judo;ogółem;2002;[osoba]";"judo;ogółem;2004;[osoba]";"judo;ogółem;2006;[osoba]";"judo;ogółem;2008;[osoba]";"judo;ogółem;2010;[osoba]";"judo;ogółem;2012;[osoba]";"judo;ogółem;2014;[osoba]";"judo;ogółem;2016;[osoba]";"judo;ogółem;2018;[osoba]";"karate;ogółem;1999;[osoba]";"karate;ogółem;2000;[osoba]";"karate;ogółem;2001;[osoba]";"karate;ogółem;2002;[osoba]";"karate;ogółem;2004;[osoba]";"karate;ogółem;2006;[osoba]";"karate;ogółem;2008;[osoba]";"karate;ogółem;2010;[osoba]";"karate;ogółem;2012;[osoba]";"karate;ogółem;2014;[osoba]";"karate;ogółem;2016;[osoba]";"karate;ogółem;2018;[osoba]";"karate tradycyjne;ogółem;1999;[osoba]";"karate tradycyjne;ogółem;2000;[osoba]";"karate tradycyjne;ogółem;2001;[osoba]";"karate tradycyjne;ogółem;2002;[osoba]";"karate tradycyjne;ogółem;2004;[osoba]";"karate tradycyjne;ogółem;2006;[osoba]";"karate tradycyjne;ogółem;2008;[osoba]";"karate tradycyjne;ogółem;2010;[osoba]";"karate tradycyjne;ogółem;2012;[osoba]";"karate tradycyjne;ogółem;2014;[osoba]";"karate tradycyjne;ogółem;2016;[osoba]";"karate tradycyjne;ogółem;2018;[osoba]";"szermierka;ogółem;1999;[osoba]";"szermierka;ogółem;2000;[osoba]";"szermierka;ogółem;2001;[osoba]";"szermierka;ogółem;2002;[osoba]";"szermierka;ogółem;2004;[osoba]";"szermierka;ogółem;2006;[osoba]";"szermierka;ogółem;2008;[osoba]";"szermierka;ogółem;2010;[osoba]";"szermierka;ogółem;2012;[osoba]";"szermierka;ogółem;2014;[osoba]";"szermierka;ogółem;2016;[osoba]";"szermierka;ogółem;2018;[osoba]";
0000000;"POLSKA";2614;2497;2393;2810;3342;3747;4149;4826;5245;5490;7096;8050;10706;10888;12636;12115;12326;12655;12479;14388;16926;18155;24292;26398;13965;15271;15600;14541;15696;20186;22324;22168;25711;22125;27540;35653;;;;;;;6094;8841;12256;13914;15903;13226;3096;3069;3211;3210;2646;3295;3023;3432;4000;3386;4135;3684;
