Województwo;Rok;Zmienna;Wartoœæ
lubuskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);816,09
lubuskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);353,88
lubuskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);3375,792651
lubuskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";730,61
lubuskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);926,752
lubuskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);434,79
lubuskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);892,709
lubuskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);430,5
lubuskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);3387,51282
lubuskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";762,25
lubuskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);1157,388
lubuskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);665,428
lubuskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);908,311
lubuskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);446,101
lubuskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);3410,739538
lubuskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";873,097538
Lubuskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);1355,423
Lubuskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);863,37
Lubuskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);1321,38
Lubuskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);859,077
Lubuskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);3340,569456
Lubuskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1192,548836
Lubuskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);1710,729
Lubuskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1212,676
Lubuskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);1686,686
Lubuskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1208,383
Lubuskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);4061,968443
Lubuskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1460,242647
³ódzkie;2015;Moc zainstalowana elektryczna: ogó³em (MW);6249,031
³ódzkie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);518,83
³ódzkie;2015;Moc osi¹galna elektryczna: ogó³em (MW);6355,055
³ódzkie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);516,16
³ódzkie;2015;Produkcja energii elektrycznej: ogó³em (GWh);37206,6357
³ódzkie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1223,27
³ódzkie;2016;Moc zainstalowana elektryczna: ogó³em (MW);6384,012
³ódzkie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);653,81
³ódzkie;2016;Moc osi¹galna elektryczna: ogó³em (MW);6513,376
³ódzkie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);651,18
³ódzkie;2016;Produkcja energii elektrycznej: ogó³em (GWh);35761,39627
³ódzkie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1410,83
³ódzkie;2017;Moc zainstalowana elektryczna: ogó³em (MW);6411,913
³ódzkie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);677,48
³ódzkie;2017;Moc osi¹galna elektryczna: ogó³em (MW);6536,657
³ódzkie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);661,42
³ódzkie;2017;Produkcja energii elektrycznej: ogó³em (GWh);38446,71464
³ódzkie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1659,03
³ódzkie;2018;Moc zainstalowana elektryczna: ogó³em (MW);6434,072
³ódzkie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);708,98
³ódzkie;2018;Moc osi¹galna elektryczna: ogó³em (MW);6562,481
³ódzkie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);694,31
³ódzkie;2018;Produkcja energii elektrycznej: ogó³em (GWh);38641,04919
³ódzkie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1466,1
³ódzkie;2019;Moc zainstalowana elektryczna: ogó³em (MW);6499,409
³ódzkie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);768,74
³ódzkie;2019;Moc osi¹galna elektryczna: ogó³em (MW);6621,495
³ódzkie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);752,93
³ódzkie;2019;Produkcja energii elektrycznej: ogó³em (GWh);33257,05666
³ódzkie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1805,3
³ódzkie;2020;Moc zainstalowana elektryczna: ogó³em (MW);6654,848
³ódzkie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);926,56
³ódzkie;2020;Moc osi¹galna elektryczna: ogó³em (MW);6410,204
³ódzkie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);914,01
³ódzkie;2020;Produkcja energii elektrycznej: ogó³em (GWh);30561,37437
³ódzkie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1827,37
³ódzkie;2021;Moc zainstalowana elektryczna: ogó³em (MW);6658,534
³ódzkie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1159,18
³ódzkie;2021;Moc osi¹galna elektryczna: ogó³em (MW);6638,09
³ódzkie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1141,836
³ódzkie;2021;Produkcja energii elektrycznej: ogó³em (GWh);33679,92972
³ódzkie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1867,73972
£ódzkie;2022;Moc zainstalowana elektryczna: ogó³em (MW);7003,44968
£ódzkie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1462,143
£ódzkie;2022;Moc osi¹galna elektryczna: ogó³em (MW);6949,43268
£ódzkie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1438,926
£ódzkie;2022;Produkcja energii elektrycznej: ogó³em (GWh);35539,73868
£ódzkie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2229,976281
£ódzkie;2023;Moc zainstalowana elektryczna: ogó³em (MW);7779,68498
£ódzkie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2264,108
£ódzkie;2023;Moc osi¹galna elektryczna: ogó³em (MW);7746,05798
£ódzkie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2238,281
£ódzkie;2023;Produkcja energii elektrycznej: ogó³em (GWh);28094,91854
£ódzkie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2874,345373
ma³opolskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);2068,997
ma³opolskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);209,55
ma³opolskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);1953,104
ma³opolskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);208,66
ma³opolskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);6621,0548
ma³opolskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";463,12
ma³opolskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1978,045
ma³opolskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);219,78
ma³opolskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);1861,656
ma³opolskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);218,59
ma³opolskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);6415,439597
ma³opolskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";491,09
ma³opolskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);1921,377
ma³opolskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);231,32
ma³opolskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);1890,923
ma³opolskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);230,67
ma³opolskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);6244,770731
ma³opolskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";531,16
ma³opolskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);1931,82
ma³opolskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);239,44
ma³opolskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);1911,926
ma³opolskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);244,55
ma³opolskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);5888,74106
ma³opolskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";413,05
ma³opolskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);1997,951
ma³opolskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);304,9
ma³opolskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);1977,799
ma³opolskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);309,67
ma³opolskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);5146,12582
ma³opolskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";545,03
ma³opolskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);2249,954
ma³opolskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);522,3
ma³opolskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);2184,297
ma³opolskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);525,91
ma³opolskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);4780,385698
ma³opolskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";697,5
ma³opolskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);2596,148
ma³opolskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);853,626
ma³opolskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);2277,531
ma³opolskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);856,932
ma³opolskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);5494,020152
ma³opolskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";809,98507
Ma³opolskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);2700,11614
Ma³opolskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1191,492
Ma³opolskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);2619,79414
Ma³opolskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1194,39
Ma³opolskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);5335,571835
Ma³opolskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1098,133602
Ma³opolskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);2920,971
Ma³opolskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1369,331
Ma³opolskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);2846,071
Ma³opolskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1374,751
Ma³opolskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);4856,052351
Ma³opolskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1255,468578
mazowieckie;2015;Moc zainstalowana elektryczna: ogó³em (MW);5490,239
mazowieckie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);345
mazowieckie;2015;Moc osi¹galna elektryczna: ogó³em (MW);5471,429
mazowieckie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);344,69
mazowieckie;2015;Produkcja energii elektrycznej: ogó³em (GWh);23631,6104
mazowieckie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1872,14
mazowieckie;2016;Moc zainstalowana elektryczna: ogó³em (MW);5615,12
mazowieckie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);464,43
mazowieckie;2016;Moc osi¹galna elektryczna: ogó³em (MW);5632,31
mazowieckie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);464,12
mazowieckie;2016;Produkcja energii elektrycznej: ogó³em (GWh);24282,96959
mazowieckie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1437,35
mazowieckie;2017;Moc zainstalowana elektryczna: ogó³em (MW);6868,657
mazowieckie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);463,44
mazowieckie;2017;Moc osi¹galna elektryczna: ogó³em (MW);6795,917
mazowieckie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);460,31
mazowieckie;2017;Produkcja energii elektrycznej: ogó³em (GWh);24916,2461
mazowieckie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1656,7
mazowieckie;2018;Moc zainstalowana elektryczna: ogó³em (MW);7494,946
mazowieckie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);484,62
mazowieckie;2018;Moc osi¹galna elektryczna: ogó³em (MW);7421,676
mazowieckie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);480,97
mazowieckie;2018;Produkcja energii elektrycznej: ogó³em (GWh);30441,02385
mazowieckie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1450,2
mazowieckie;2019;Moc zainstalowana elektryczna: ogó³em (MW);7561,394
mazowieckie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);615,52
mazowieckie;2019;Moc osi¹galna elektryczna: ogó³em (MW);7531,62
mazowieckie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);609,73
mazowieckie;2019;Produkcja energii elektrycznej: ogó³em (GWh);32201,23872
mazowieckie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1748,57
mazowieckie;2020;Moc zainstalowana elektryczna: ogó³em (MW);7774,878
mazowieckie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);821,89
mazowieckie;2020;Moc osi¹galna elektryczna: ogó³em (MW);7748,248
mazowieckie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);819,75
mazowieckie;2020;Produkcja energii elektrycznej: ogó³em (GWh);30324,92236
mazowieckie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1984,14
mazowieckie;2021;Moc zainstalowana elektryczna: ogó³em (MW);8597,301
mazowieckie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1196,48
mazowieckie;2021;Moc osi¹galna elektryczna: ogó³em (MW);8548,971
mazowieckie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1194,336
mazowieckie;2021;Produkcja energii elektrycznej: ogó³em (GWh);32720,03958
mazowieckie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2011,108378
Mazowieckie;2022;Moc zainstalowana elektryczna: ogó³em (MW);9152,02926
Mazowieckie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1681,597
Mazowieckie;2022;Moc osi¹galna elektryczna: ogó³em (MW);9091,62726
Mazowieckie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1678,381
Mazowieckie;2022;Produkcja energii elektrycznej: ogó³em (GWh);33600,85468
Mazowieckie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2460,5621
Mazowieckie;2023;Moc zainstalowana elektryczna: ogó³em (MW);9277,36042
Mazowieckie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1810,864
Mazowieckie;2023;Moc osi¹galna elektryczna: ogó³em (MW);9170,73542
Mazowieckie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1807,425
Mazowieckie;2023;Produkcja energii elektrycznej: ogó³em (GWh);30094,21789
Mazowieckie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2946,480595
opolskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);1984,229
opolskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);175,55
opolskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);2003,609
opolskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);175,53
opolskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);8278,6799
opolskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";628,16
opolskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1988,97
opolskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);179,69
opolskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);2008,35
opolskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);179,67
opolskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);8366,000546
opolskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";590,84
opolskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);2014,968
opolskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);179,75
opolskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);2034,348
opolskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);179,73
opolskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);8600,674906
opolskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";469,78
opolskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);2025,442
opolskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);190,23
opolskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);2045,479
opolskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);190,36
opolskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);10087,1985
opolskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";521,64
opolskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);3973,038
opolskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);221,37
opolskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);3887,575
opolskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);221,51
opolskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);12445,83103
opolskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";499,52
opolskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);4046,609
opolskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);293,74
opolskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);3959,946
opolskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);293,88
opolskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);13532,74467
opolskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";549,23
opolskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);4165,296
opolskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);405,116
opolskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);4079,056
opolskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);405,476
opolskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);15393,47848
opolskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";607,484412
Opolskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);4277,7678
Opolskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);517,337
Opolskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);4191,3048
Opolskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);517,474
Opolskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);12942,94038
Opolskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";725,602555
Opolskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);4377,299
Opolskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);609,946
Opolskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);4290,636
Opolskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);610,083
Opolskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);12957,02238
Opolskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";802,885383
podkarpackie;2015;Moc zainstalowana elektryczna: ogó³em (MW);1050,48
podkarpackie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);424,89
podkarpackie;2015;Moc osi¹galna elektryczna: ogó³em (MW);1038,72
podkarpackie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);417,63
podkarpackie;2015;Produkcja energii elektrycznej: ogó³em (GWh);2897,2338
podkarpackie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";574,1
podkarpackie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1046,302
podkarpackie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);420,71
podkarpackie;2016;Moc osi¹galna elektryczna: ogó³em (MW);1034,533
podkarpackie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);413,44
podkarpackie;2016;Produkcja energii elektrycznej: ogó³em (GWh);2687,648607
podkarpackie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";652,96
podkarpackie;2017;Moc zainstalowana elektryczna: ogó³em (MW);1072,131
podkarpackie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);451,15
podkarpackie;2017;Moc osi¹galna elektryczna: ogó³em (MW);1039,851
podkarpackie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);417,38
podkarpackie;2017;Produkcja energii elektrycznej: ogó³em (GWh);2627,105485
podkarpackie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";675,37
