x,y,clusterId,clusterCount,extent_xmin,extent_ymin,extent_xmax,extent_ymax
506383.8565256814,457571.976801782,255,954,485158.7558000004,439891.6263999995,526153.3828999996,482872.95519999973
810894.8606960094,594472.663535681,256,426,796180.0587999998,574866.1734999996,828852.8585000001,615682.4675999992
555663.9130754436,475939.7647017753,257,338,547471.2281,459796.4333999995,565750.0930000003,493181.80900000036
664059.4125611631,241631.80313789862,258,533,655115.1266000001,231250.60529999994,671902.8731000004,254063.83129999973
645579.7676292843,179370.26696117135,259,461,640996.7796,168957.75119999982,667082.1202999996,188987.54629999958
481652.21604525123,444406.64954208577,260,537,461543.3520999998,433229.7235000003,486790.2220999999,457723.8454
766139.9283743803,628249.3729880168,261,726,744366.5965999998,610297.7393999994,781762.6316,652299.3815000001
319568.9973183908,539893.4757028737,262,870,296849.19930000044,518461.1272999998,339208.5385999996,560100.2246000003
409460.4764550106,377699.6113469082,263,469,403591.8465,368284.7061999999,412196.29959999956,384689.36840000004
753998.4142321025,489906.7987585229,264,352,749283.9671999998,484973.4799000006,762700.6448999997,496315.37659999914
764748.0848412785,246047.1187381365,265,923,755766.4203000003,234912.4087000005,778977.9230000004,262776.1576000005
