WOJEWODZTWO;MARKA;LICZBA;ROK;MIESIAC
ŁÓDZKIE;HUSQVARNA;3;2023;6
ŁÓDZKIE;HYMER;3;2023;6
ŁÓDZKIE;HYOSUNG;2;2023;6
ŁÓDZKIE;HYUNDAI;324;2023;6
ŁÓDZKIE;IFA;8;2023;6
ŁÓDZKIE;INDIAN;1;2023;6
ŁÓDZKIE;INDIAN MOTORCYCLE;1;2023;6
ŁÓDZKIE;INFINITI;2;2023;6
ŁÓDZKIE;INNA MARKA;1;2023;6
ŁÓDZKIE;INTER CARS;2;2023;6
ŁÓDZKIE;ISUZU;1;2023;6
ŁÓDZKIE;ITAS;1;2023;6
ŁÓDZKIE;IVECO;25;2023;6
ŁÓDZKIE;IVECO/BMB;1;2023;6
ŁÓDZKIE;IVECO/IGLOOTRUCK;1;2023;6
ŁÓDZKIE;IVECO/IGLOPOL;4;2023;6
ŁÓDZKIE;IVECO/IPL;2;2023;6
ŁÓDZKIE;IVECO/MRAUTO;2;2023;6
ŁÓDZKIE;IVECO/ROMCAR;1;2023;6
ŁÓDZKIE;IVECO/TEVOR;1;2023;6
ŁÓDZKIE;IŻ;2;2023;6
ŁÓDZKIE;JAGUAR;15;2023;6
ŁÓDZKIE;JANMIL;5;2023;6
ŁÓDZKIE;JAWA;1;2023;6
ŁÓDZKIE;JCB;1;2023;6
ŁÓDZKIE;JEEP;27;2023;6
ŁÓDZKIE;JOHN DEERE;23;2023;6
ŁÓDZKIE;JONWAY;1;2023;6
ŁÓDZKIE;JOSKIN;3;2023;6
ŁÓDZKIE;JUNAK;33;2023;6
ŁÓDZKIE;KAJEN;2;2023;6
ŁÓDZKIE;KASSBOHRER;3;2023;6
ŁÓDZKIE;KAWASAKI;28;2023;6
ŁÓDZKIE;KAWECO;1;2023;6
ŁÓDZKIE;KEEWAY;4;2023;6
ŁÓDZKIE;KEMPF;1;2023;6
ŁÓDZKIE;KIA;279;2023;6
ŁÓDZKIE;KMZ;1;2023;6
ŁÓDZKIE;KNAUS;6;2023;6
ŁÓDZKIE;KOCK;1;2023;6
ŁÓDZKIE;KOEGEL;4;2023;6
ŁÓDZKIE;KOGEL;2;2023;6
ŁÓDZKIE;KOMAR;5;2023;6
ŁÓDZKIE;KRAKER;5;2023;6
ŁÓDZKIE;KREIDLER;1;2023;6
ŁÓDZKIE;KRONE;20;2023;6
ŁÓDZKIE;KTM;15;2023;6
ŁÓDZKIE;KUBOTA;9;2023;6
ŁÓDZKIE;KYMCO;21;2023;6
ŁÓDZKIE;LADA;1;2023;6
ŁÓDZKIE;LAG;1;2023;6
ŁÓDZKIE;LANCIA;9;2023;6
ŁÓDZKIE;LAND ROVER;11;2023;6
ŁÓDZKIE;LANDINI;5;2023;6
ŁÓDZKIE;LANGENDORF;2;2023;6
ŁÓDZKIE;LAV LOW;1;2023;6
ŁÓDZKIE;LEXMOTO;1;2023;6
ŁÓDZKIE;LEXUS;43;2023;6
ŁÓDZKIE;LIEBHERR;1;2023;6
ŁÓDZKIE;LIGIER;3;2023;6
ŁÓDZKIE;LIMA;1;2023;6
ŁÓDZKIE;LINCOLN;3;2023;6
ŁÓDZKIE;LINHAI;3;2023;6
ŁÓDZKIE;LMC;1;2023;6
ŁÓDZKIE;LONCIN;3;2023;6
ŁÓDZKIE;LONGJIA;1;2023;6
ŁÓDZKIE;LORRIES;6;2023;6
ŁÓDZKIE;LOVOL;1;2023;6
ŁÓDZKIE;LUNAR;4;2023;6
ŁÓDZKIE;M&V;1;2023;6
ŁÓDZKIE;MACEV;2;2023;6
ŁÓDZKIE;MADEMOTO;1;2023;6
ŁÓDZKIE;MAGIC;1;2023;6
ŁÓDZKIE;MALAGUTI;4;2023;6
ŁÓDZKIE;MAN;22;2023;6
ŁÓDZKIE;MAN/MAN TRUCK;2;2023;6
ŁÓDZKIE;MARPOL-TRAILER;6;2023;6
ŁÓDZKIE;MARTZ;6;2023;6
ŁÓDZKIE;MASAI;1;2023;6
ŁÓDZKIE;MASERATI;4;2023;6
ŁÓDZKIE;MASSEY FERGUSON;19;2023;6
ŁÓDZKIE;MASTER-TECH;4;2023;6
ŁÓDZKIE;MAZDA;149;2023;6
ŁÓDZKIE;MBK;3;2023;6
ŁÓDZKIE;MCCORMICK;1;2023;6
ŁÓDZKIE;MER;1;2023;6
ŁÓDZKIE;MERCEDES;1;2023;6
ŁÓDZKIE;MERCEDES-AMG;2;2023;6
ŁÓDZKIE;MERCEDES-BENZ;261;2023;6
ŁÓDZKIE;MERCEDES-BENZ POLSKA;4;2023;6
ŁÓDZKIE;MERCEDES-BENZ/MRAUTO;3;2023;6
ŁÓDZKIE;METAL-FACH;9;2023;6
ŁÓDZKIE;METALTECH;2;2023;6
ŁÓDZKIE;METBOX;1;2023;6
ŁÓDZKIE;MG;1;2023;6
ŁÓDZKIE;MICROCAR;1;2023;6
ŁÓDZKIE;MINI;31;2023;6
ŁÓDZKIE;MINSK TRAK-WERK;1;2023;6
ŁÓDZKIE;MIRO-CAR 1;1;2023;6
ŁÓDZKIE;MITSUBISHI;56;2023;6
ŁÓDZKIE;MOSKWICZ;1;2023;6
ŁÓDZKIE;MOTO GUZZI;3;2023;6
ŁÓDZKIE;MOTOWELL;1;2023;6
ŁÓDZKIE;MT;1;2023;6
ŁÓDZKIE;MTDK;1;2023;6
ŁÓDZKIE;MTS;1;2023;6
ŁÓDZKIE;MUELLER-MITTELTAL;1;2023;6
ŁÓDZKIE;MULLER;1;2023;6
ŁÓDZKIE;MV AGUSTA;1;2023;6
ŁÓDZKIE;MZ;3;2023;6
ŁÓDZKIE;NACHTMAN;1;2023;6
ŁÓDZKIE;NAUTILUS;1;2023;6
ŁÓDZKIE;NEPTUN;49;2023;6
ŁÓDZKIE;NEPTUN-SORELPOL;1;2023;6
ŁÓDZKIE;NEW HOLLAND;23;2023;6
ŁÓDZKIE;NIEWIADÓW;40;2023;6
ŁÓDZKIE;NISSAN;121;2023;6
ŁÓDZKIE;OGAR;1;2023;6
ŁÓDZKIE;OPEL;531;2023;6
ŁÓDZKIE;ORCAL;2;2023;6
ŁÓDZKIE;PAOLETTI RACING;1;2023;6
ŁÓDZKIE;PEUGEOT;275;2023;6
ŁÓDZKIE;PEUGEOT/JEGGER;1;2023;6
ŁÓDZKIE;PIAGGIO;26;2023;6
ŁÓDZKIE;PLANDEX;2;2023;6
ŁÓDZKIE;PMV;1;2023;6
ŁÓDZKIE;POLARIS;3;2023;6
ŁÓDZKIE;POM-EKO;1;2023;6
ŁÓDZKIE;PONTIAC;1;2023;6
ŁÓDZKIE;PORSCHE;22;2023;6
ŁÓDZKIE;PPHU WODZIŃSKI;6;2023;6
ŁÓDZKIE;PREET;1;2023;6
ŁÓDZKIE;PRESTIGE CONCEPT;1;2023;6
ŁÓDZKIE;PRONAR;31;2023;6
ŁÓDZKIE;QUADDY;1;2023;6
ŁÓDZKIE;RAM;4;2023;6
ŁÓDZKIE;RENAULT;365;2023;6
ŁÓDZKIE;RENAULT/CARPOL;5;2023;6
ŁÓDZKIE;RENAULT/DPR;2;2023;6
ŁÓDZKIE;RENAULT/JEGGER;4;2023;6
ŁÓDZKIE;RENAULT/MOTOWEKTOR;5;2023;6
ŁÓDZKIE;RENAULT/MRAUTO;2;2023;6
ŁÓDZKIE;RENAULT/PARTNER;3;2023;6
ŁÓDZKIE;RENAULT/VP;2;2023;6
ŁÓDZKIE;RESPO;1;2023;6
ŁÓDZKIE;RIEJU;2;2023;6
ŁÓDZKIE;ROLLER TEAM;1;2023;6
ŁÓDZKIE;ROMET;10;2023;6
ŁÓDZKIE;ROMET MOTORS;10;2023;6
ŁÓDZKIE;ROYAL ENFIELD;1;2023;6
ŁÓDZKIE;RUBIS;1;2023;6
ŁÓDZKIE;RYDWAN;7;2023;6
ŁÓDZKIE;SAAB;8;2023;6
ŁÓDZKIE;SAM;1;2023;6
ŁÓDZKIE;SAME;4;2023;6
ŁÓDZKIE;SAMRO;2;2023;6
ŁÓDZKIE;SAN YANG;1;2023;6
ŁÓDZKIE;SARIS;5;2023;6
ŁÓDZKIE;SCANIA;49;2023;6
ŁÓDZKIE;SCHMIDT;1;2023;6
ŁÓDZKIE;SCHMITZ;5;2023;6
ŁÓDZKIE;SCHMITZ CARGOBULL;41;2023;6
ŁÓDZKIE;SCHMITZ-GOTHA;1;2023;6
ŁÓDZKIE;SCHULZE;1;2023;6
ŁÓDZKIE;SCHUTTE-TUNGELN;1;2023;6
ŁÓDZKIE;SCHWARZMUELLER;1;2023;6
ŁÓDZKIE;SCHWARZMULLER;4;2023;6
ŁÓDZKIE;SCHWARZMÜLLER;2;2023;6
ŁÓDZKIE;SDAH;1;2023;6
ŁÓDZKIE;SEA-DOO;1;2023;6
ŁÓDZKIE;SEAT;112;2023;6
ŁÓDZKIE;SEGWAY;3;2023;6
ŁÓDZKIE;SHERCO;1;2023;6
ŁÓDZKIE;SHINERAY;2;2023;6
ŁÓDZKIE;SIDECAR;1;2023;6
ŁÓDZKIE;SIEBERT;1;2023;6
ŁÓDZKIE;SIGG;1;2023;6
ŁÓDZKIE;SIR CARAVELAIR;1;2023;6
ŁÓDZKIE;SKODA;347;2023;6
ŁÓDZKIE;SKYGO;1;2023;6
ŁÓDZKIE;SMARDA;1;2023;6
ŁÓDZKIE;SMART;2;2023;6
ŁÓDZKIE;SMC;1;2023;6
ŁÓDZKIE;SOLIS;5;2023;6
ŁÓDZKIE;SOMMER;5;2023;6
ŁÓDZKIE;SPERMANN;1;2023;6
ŁÓDZKIE;SPIERINGS;1;2023;6
ŁÓDZKIE;SPITZER;1;2023;6
ŁÓDZKIE;SPRITE;2;2023;6
ŁÓDZKIE;SSANGYONG;12;2023;6
ŁÓDZKIE;STEMA;4;2023;6
ŁÓDZKIE;STERCKEMAN;2;2023;6
ŁÓDZKIE;STERLING;3;2023;6
ŁÓDZKIE;STEYR;2;2023;6
ŁÓDZKIE;STIM;1;2023;6
ŁÓDZKIE;SUBARU;10;2023;6
ŁÓDZKIE;SUNRA;1;2023;6
ŁÓDZKIE;SURRON;4;2023;6
ŁÓDZKIE;SUZUKI;133;2023;6
ŁÓDZKIE;SWIFT;3;2023;6
ŁÓDZKIE;SWM;1;2023;6
ŁÓDZKIE;SYM;7;2023;6
ŁÓDZKIE;SYMA;1;2023;6
ŁÓDZKIE;TABBERT;2;2023;6
ŁÓDZKIE;TAIGA;1;2023;6
ŁÓDZKIE;TA-NO;3;2023;6
ŁÓDZKIE;TECHMONT;2;2023;6
ŁÓDZKIE;TEMARED;41;2023;6
ŁÓDZKIE;TEMSA;1;2023;6
ŁÓDZKIE;TESLA;17;2023;6
ŁÓDZKIE;TGB;1;2023;6
ŁÓDZKIE;THOMAS;1;2023;6
ŁÓDZKIE;TIKI;1;2023;6
ŁÓDZKIE;TIMBERWOLF;1;2023;6
ŁÓDZKIE;TK TRAILER;1;2023;6
ŁÓDZKIE;TOMOS;1;2023;6
ŁÓDZKIE;TOMPLAN;1;2023;6
ŁÓDZKIE;TOYOTA;368;2023;6
ŁÓDZKIE;TRAK-MET;1;2023;6
ŁÓDZKIE;TRANESLAPET;1;2023;6
ŁÓDZKIE;TRIUMPH;8;2023;6
ŁÓDZKIE;TUHTI;1;2023;6
ŁÓDZKIE;TURBHO;2;2023;6
ŁÓDZKIE;UM;3;2023;6
ŁÓDZKIE;UNIWERSAL;1;2023;6
ŁÓDZKIE;UNSINN;1;2023;6
ŁÓDZKIE;URSUS;9;2023;6
ŁÓDZKIE;VALTRA;5;2023;6
ŁÓDZKIE;VAN WEEL;1;2023;6
ŁÓDZKIE;VAUXHALL;1;2023;6
ŁÓDZKIE;VESPA;1;2023;6
ŁÓDZKIE;VIBERTI;35;2023;6
ŁÓDZKIE;VIDAL;1;2023;6
ŁÓDZKIE;VIJF STERREN;1;2023;6
ŁÓDZKIE;VOGE;1;2023;6
ŁÓDZKIE;VOLKSWAGEN;466;2023;6
ŁÓDZKIE;VOLKSWAGEN/ZIMNY;1;2023;6
ŁÓDZKIE;VOLVO;209;2023;6
ŁÓDZKIE;VOLVO/MHS;1;2023;6
ŁÓDZKIE;VOM;1;2023;6
ŁÓDZKIE;VTA;1;2023;6
ŁÓDZKIE;WECON;1;2023;6
ŁÓDZKIE;WELGER;2;2023;6
ŁÓDZKIE;WELGRO;1;2023;6
ŁÓDZKIE;WESTFALIA-WERKE;1;2023;6
ŁÓDZKIE;WHEATLEY;1;2023;6
ŁÓDZKIE;WIDPOL;9;2023;6
ŁÓDZKIE;WIELTON;386;2023;6
ŁÓDZKIE;WIERCHOWINA;1;2023;6
ŁÓDZKIE;WIOLA;5;2023;6
ŁÓDZKIE;WNP-SUSKI;2;2023;6
ŁÓDZKIE;WOKADER;1;2023;6
ŁÓDZKIE;WSK;1;2023;6
ŁÓDZKIE;YAMAHA;94;2023;6
ŁÓDZKIE;YAMAHA/MBK;1;2023;6
ŁÓDZKIE;YAMASAKI;1;2023;6
ŁÓDZKIE;YIBEN;8;2023;6
ŁÓDZKIE;YIYING;1;2023;6
ŁÓDZKIE;ZASŁAW;17;2023;6
ŁÓDZKIE;ZELFBOUW;1;2023;6
ŁÓDZKIE;ZETOR;7;2023;6
ŁÓDZKIE;ZHONGNENG;18;2023;6
ŁÓDZKIE;ZIPP;4;2023;6
ŁÓDZKIE;ZNEN;7;2023;6
ŁÓDZKIE;ZOELLER TECH;1;2023;6
ŁÓDZKIE;ZONTES;4;2023;6
ŁÓDZKIE;ZSP NIEWIADÓW;1;2023;6
ŁÓDZKIE;ZTS;2;2023;6
MAŁOPOLSKIE;ABBEY;3;2023;6
MAŁOPOLSKIE;ABI;1;2023;6
MAŁOPOLSKIE;ACCESS;1;2023;6
MAŁOPOLSKIE;ADIVA;1;2023;6
MAŁOPOLSKIE;ADRIA;4;2023;6
MAŁOPOLSKIE;AIII;5;2023;6
MAŁOPOLSKIE;AIXAM;2;2023;6
MAŁOPOLSKIE;ALF ADORNO;1;2023;6
MAŁOPOLSKIE;ALFA ROMEO;51;2023;6
MAŁOPOLSKIE;ALKE;1;2023;6
MAŁOPOLSKIE;ALKORO;1;2023;6
MAŁOPOLSKIE;ALLIED VEHICLES LTD;5;2023;6
MAŁOPOLSKIE;ALLIED VEHICLES LTD.;2;2023;6
MAŁOPOLSKIE;ALPENKREUZER;1;2023;6
MAŁOPOLSKIE;ALPINE;1;2023;6
MAŁOPOLSKIE;AM GENERAL;1;2023;6
MAŁOPOLSKIE;ANAIG;1;2023;6
MAŁOPOLSKIE;ANH-BAU-WITTENBERGE;1;2023;6
MAŁOPOLSKIE;ANSSEMS;7;2023;6
MAŁOPOLSKIE;ANTONIO CARRARO;1;2023;6
MAŁOPOLSKIE;APRILIA;23;2023;6
MAŁOPOLSKIE;ARBOS;1;2023;6
MAŁOPOLSKIE;ARCTIC CAT;4;2023;6
MAŁOPOLSKIE;ASTON MARTIN;1;2023;6
MAŁOPOLSKIE;ATLAS COPCO;3;2023;6
MAŁOPOLSKIE;ATMOS CHRAST;3;2023;6
MAŁOPOLSKIE;AUDI;685;2023;6
MAŁOPOLSKIE;AUTOBAGI;24;2023;6
MAŁOPOLSKIE;AUTOSAN;1;2023;6
MAŁOPOLSKIE;AVIONIC;1;2023;6
MAŁOPOLSKIE;BAILEY;5;2023;6
MAŁOPOLSKIE;BAJAJ;2;2023;6
MAŁOPOLSKIE;BARTHAU ANHANGERBAU;1;2023;6
MAŁOPOLSKIE;BARTON MOTORS;20;2023;6
MAŁOPOLSKIE;BASHAN;2;2023;6
MAŁOPOLSKIE;BASOGLU KARAVAN;1;2023;6
MAŁOPOLSKIE;BAUER;1;2023;6
MAŁOPOLSKIE;BBC;1;2023;6
MAŁOPOLSKIE;BCS;1;2023;6
MAŁOPOLSKIE;BEELINE;1;2023;6
MAŁOPOLSKIE;BENALU;3;2023;6
MAŁOPOLSKIE;BENDA;1;2023;6
MAŁOPOLSKIE;BENELLI;9;2023;6
MAŁOPOLSKIE;BENZHOU;1;2023;6
MAŁOPOLSKIE;BERGADANA;1;2023;6
MAŁOPOLSKIE;BERGER;2;2023;6
MAŁOPOLSKIE;BETA;6;2023;6
MAŁOPOLSKIE;BLEILE BIKES;1;2023;6
MAŁOPOLSKIE;BLYSS;5;2023;6
MAŁOPOLSKIE;BMW;521;2023;6
MAŁOPOLSKIE;BODEX;1;2023;6
MAŁOPOLSKIE;BOECKMANN;3;2023;6
MAŁOPOLSKIE;BOMBARDIER;2;2023;6
MAŁOPOLSKIE;BORO TRAILERS;2;2023;6
MAŁOPOLSKIE;BOVA;1;2023;6
MAŁOPOLSKIE;BRANDERUP;1;2023;6
MAŁOPOLSKIE;BRANTNER;1;2023;6
MAŁOPOLSKIE;BRENDERUP;14;2023;6
MAŁOPOLSKIE;BRINKMANN;1;2023;6
MAŁOPOLSKIE;BRIXTON;3;2023;6
MAŁOPOLSKIE;BRODERNA FRANSSON;1;2023;6
MAŁOPOLSKIE;BRP;23;2023;6
MAŁOPOLSKIE;BUICK;2;2023;6
MAŁOPOLSKIE;BUNGE;1;2023;6
MAŁOPOLSKIE;BURSTNER;2;2023;6
MAŁOPOLSKIE;CAN AM;5;2023;6
MAŁOPOLSKIE;CAN-AM;9;2023;6
MAŁOPOLSKIE;CAPTAIN;1;2023;6
MAŁOPOLSKIE;CARAVELAIR;1;2023;6
MAŁOPOLSKIE;CARNEHL;3;2023;6
MAŁOPOLSKIE;CARRO;3;2023;6
MAŁOPOLSKIE;CARTHAGO;2;2023;6
MAŁOPOLSKIE;CASE;2;2023;6
MAŁOPOLSKIE;CASE IH;10;2023;6
MAŁOPOLSKIE;CASE INTERNATIONAL;2;2023;6
MAŁOPOLSKIE;CF MOTO;4;2023;6
MAŁOPOLSKIE;CFMOTO;41;2023;6
MAŁOPOLSKIE;CHALLENGER;1;2023;6
MAŁOPOLSKIE;CHATEAU;1;2023;6
MAŁOPOLSKIE;CHATENET;1;2023;6
MAŁOPOLSKIE;CHAUSSON;1;2023;6
MAŁOPOLSKIE;CHEREAU;2;2023;6
MAŁOPOLSKIE;CHESS;1;2023;6
MAŁOPOLSKIE;CHEVAL LIBERTE;1;2023;6
MAŁOPOLSKIE;CHEVROLET;69;2023;6
MAŁOPOLSKIE;CHRYSLER;14;2023;6
MAŁOPOLSKIE;CITROEN;245;2023;6
MAŁOPOLSKIE;CLAAS;2;2023;6
MAŁOPOLSKIE;COACHMAN;3;2023;6
MAŁOPOLSKIE;COMPAIR;2;2023;6
MAŁOPOLSKIE;CONDOR;1;2023;6
MAŁOPOLSKIE;CPI;2;2023;6
MAŁOPOLSKIE;CUPRA;137;2023;6
MAŁOPOLSKIE;CYMERMAN;1;2023;6
MAŁOPOLSKIE;CYNKOMET;2;2023;6
MAŁOPOLSKIE;DACIA;301;2023;6
MAŁOPOLSKIE;DAELIM;12;2023;6
MAŁOPOLSKIE;DAEWOO;2;2023;6
MAŁOPOLSKIE;DAF;36;2023;6
MAŁOPOLSKIE;DAF/WIELTON;1;2023;6
MAŁOPOLSKIE;DAIHATSU;9;2023;6
MAŁOPOLSKIE;DAIMLERCHRYSLER;4;2023;6
MAŁOPOLSKIE;DAYI MOTOR;1;2023;6
MAŁOPOLSKIE;DEERE;1;2023;6
MAŁOPOLSKIE;DELTA CARAVANS;1;2023;6
MAŁOPOLSKIE;DENKA-LIFT;1;2023;6
MAŁOPOLSKIE;DERBI;6;2023;6
MAŁOPOLSKIE;DETHLEFFS;6;2023;6
MAŁOPOLSKIE;DEUTZ;3;2023;6
MAŁOPOLSKIE;DEUTZ- FAHR;1;2023;6
MAŁOPOLSKIE;DEUTZ-FAHR;9;2023;6
MAŁOPOLSKIE;DNIEPR;3;2023;6
MAŁOPOLSKIE;DODGE;25;2023;6
MAŁOPOLSKIE;DOLL;1;2023;6
MAŁOPOLSKIE;DONGFENG;3;2023;6
MAŁOPOLSKIE;DR MOTOR;1;2023;6
MAŁOPOLSKIE;DS;11;2023;6
MAŁOPOLSKIE;DUCATI;7;2023;6
MAŁOPOLSKIE;DUIS;1;2023;6
MAŁOPOLSKIE;ECCHO;1;2023;6
MAŁOPOLSKIE;ECIM;1;2023;6
MAŁOPOLSKIE;EDUARDS;2;2023;6
MAŁOPOLSKIE;EFUN;5;2023;6
MAŁOPOLSKIE;EIGENBAU;2;2023;6
MAŁOPOLSKIE;EKW;1;2023;6
MAŁOPOLSKIE;ELDDIS;2;2023;6
MAŁOPOLSKIE;ELECTRORIDE;2;2023;6
MAŁOPOLSKIE;ERDE;1;2023;6
MAŁOPOLSKIE;EURA MOBIL;1;2023;6
MAŁOPOLSKIE;EUROCKA;1;2023;6
MAŁOPOLSKIE;EUROVAGON;1;2023;6
MAŁOPOLSKIE;EXPLORER;4;2023;6
MAŁOPOLSKIE;F.X. MEILLER;1;2023;6
MAŁOPOLSKIE;F.X.MEILLER;1;2023;6
MAŁOPOLSKIE;FAHRZEUGBAU OBERMAIER;1;2023;6
MAŁOPOLSKIE;FARMTRAC;1;2023;6
MAŁOPOLSKIE;FARO;8;2023;6
MAŁOPOLSKIE;FAV;1;2023;6
MAŁOPOLSKIE;FEIG;1;2023;6
MAŁOPOLSKIE;FENDT;10;2023;6
MAŁOPOLSKIE;FENDT CARAVAN;5;2023;6
MAŁOPOLSKIE;FERRARI;1;2023;6
MAŁOPOLSKIE;FFB FELDBINDER;1;2023;6
MAŁOPOLSKIE;FIAT;361;2023;6
MAŁOPOLSKIE;FIAT DUCATO AFFINITY;1;2023;6
MAŁOPOLSKIE;FIAT/BMB;1;2023;6
MAŁOPOLSKIE;FLIEGL;4;2023;6
MAŁOPOLSKIE;FMR-Brzeg;1;2023;6
MAŁOPOLSKIE;FOODYWHEEL;2;2023;6
MAŁOPOLSKIE;FORD;783;2023;6
MAŁOPOLSKIE;FORD/AUTO GALERIA;1;2023;6
MAŁOPOLSKIE;FORD/AUTO-BOSS;1;2023;6
MAŁOPOLSKIE;FORD/CARPOL;1;2023;6
MAŁOPOLSKIE;FORD/PARTNER;7;2023;6
MAŁOPOLSKIE;FORD/ROMCAR;1;2023;6
MAŁOPOLSKIE;FORD-CNG-TECHNIK;3;2023;6
MAŁOPOLSKIE;FOSTI;1;2023;6
MAŁOPOLSKIE;FOUR WINDS;1;2023;6
MAŁOPOLSKIE;FRACHT;6;2023;6
MAŁOPOLSKIE;FRUEHAUF;1;2023;6
MAŁOPOLSKIE;FUSO;2;2023;6
MAŁOPOLSKIE;FVG;1;2023;6
MAŁOPOLSKIE;GARELLI;1;2023;6
MAŁOPOLSKIE;GAS GAS;2;2023;6
MAŁOPOLSKIE;GASGAS;3;2023;6
MAŁOPOLSKIE;GAUPEN;1;2023;6
MAŁOPOLSKIE;GAZ;1;2023;6
MAŁOPOLSKIE;GB;1;2023;6
MAŁOPOLSKIE;GENERIC;2;2023;6
MAŁOPOLSKIE;GILERA;3;2023;6
MAŁOPOLSKIE;GŁOWACZ;2;2023;6
MAŁOPOLSKIE;GMC;1;2023;6
MAŁOPOLSKIE;GNIOTPOL;2;2023;6
MAŁOPOLSKIE;GOES;6;2023;6
MAŁOPOLSKIE;GOMAR;1;2023;6
MAŁOPOLSKIE;GOURDON;1;2023;6
MAŁOPOLSKIE;GREAT WALL;1;2023;6
MAŁOPOLSKIE;GREENMECH;2;2023;6
MAŁOPOLSKIE;GROMEX;1;2023;6
MAŁOPOLSKIE;GSR;1;2023;6
MAŁOPOLSKIE;GT TRAILERS;2;2023;6
MAŁOPOLSKIE;GT-UNION;1;2023;6
MAŁOPOLSKIE;HAKPOL;10;2023;6
MAŁOPOLSKIE;HANGLER;1;2023;6
MAŁOPOLSKIE;HAPERT;1;2023;6
MAŁOPOLSKIE;HARLEY DAVIDSON;8;2023;6
MAŁOPOLSKIE;HARLEY-DAVIDSON;38;2023;6
MAŁOPOLSKIE;HEINEMANN;3;2023;6
MAŁOPOLSKIE;HOALTE EVOYAGER;1;2023;6
MAŁOPOLSKIE;HOBBY;8;2023;6
MAŁOPOLSKIE;HOME CAR;1;2023;6
MAŁOPOLSKIE;HOME-CAR;3;2023;6
MAŁOPOLSKIE;HONDA;344;2023;6
MAŁOPOLSKIE;HONOLD;1;2023;6
MAŁOPOLSKIE;HORNBURGER MASCHINENBAU;1;2023;6
MAŁOPOLSKIE;HORWIN;1;2023;6
MAŁOPOLSKIE;HSUN;5;2023;6
MAŁOPOLSKIE;HUBIERE;3;2023;6
MAŁOPOLSKIE;HUMBAUR;6;2023;6
MAŁOPOLSKIE;HUMMER;1;2023;6
MAŁOPOLSKIE;HUSGVARNA;1;2023;6
MAŁOPOLSKIE;HUSQVARNA;7;2023;6
MAŁOPOLSKIE;HYOSUNG;4;2023;6
MAŁOPOLSKIE;HYUNDAI;338;2023;6
MAŁOPOLSKIE;IFOR WILLIAMS;1;2023;6
MAŁOPOLSKIE;IGLOBOX;1;2023;6
MAŁOPOLSKIE;IMV;3;2023;6
MAŁOPOLSKIE;IMV-ADRIA;1;2023;6
MAŁOPOLSKIE;IMZ;1;2023;6
MAŁOPOLSKIE;INDIAN;1;2023;6
MAŁOPOLSKIE;INEOS;1;2023;6
MAŁOPOLSKIE;INFINITI;1;2023;6
MAŁOPOLSKIE;INNA MARKA;4;2023;6
MAŁOPOLSKIE;INTER CARS;2;2023;6
MAŁOPOLSKIE;INTERNATIONAL;1;2023;6
MAŁOPOLSKIE;IRISBUS;4;2023;6
MAŁOPOLSKIE;IRIZAR;1;2023;6
MAŁOPOLSKIE;ISEKI;1;2023;6
MAŁOPOLSKIE;ISUZU;10;2023;6
MAŁOPOLSKIE;ISUZU/ROMCAR;1;2023;6
MAŁOPOLSKIE;IVECO;90;2023;6
MAŁOPOLSKIE;IVECO INDBUS;1;2023;6
MAŁOPOLSKIE;IVECO/AGB-PROJECT;6;2023;6
MAŁOPOLSKIE;IVECO/CARPOL;9;2023;6
MAŁOPOLSKIE;IVECO/GSC;1;2023;6
MAŁOPOLSKIE;IVECO/IGLOOCAR;1;2023;6
MAŁOPOLSKIE;IVECO/IGLOOTRUCK;3;2023;6
MAŁOPOLSKIE;IVECO/JUSAM;1;2023;6
MAŁOPOLSKIE;IVECO/JUSAM STANISŁAW JURKOWSK;1;2023;6
MAŁOPOLSKIE;IVECO/JUSAM STANISŁAWJURKOWSKI;1;2023;6
MAŁOPOLSKIE;IVECO/KAMIL NADWOZIA;1;2023;6
MAŁOPOLSKIE;IVECO/MRAUTO;1;2023;6
MAŁOPOLSKIE;IVECO/ROMCAR;7;2023;6
MAŁOPOLSKIE;IVECO/WIDAR;1;2023;6
MAŁOPOLSKIE;JAGUAR;13;2023;6
MAŁOPOLSKIE;JAGUAR LAND ROVER LIMITED;1;2023;6
MAŁOPOLSKIE;JAWA;2;2023;6
MAŁOPOLSKIE;JCB;2;2023;6
MAŁOPOLSKIE;JEEP;85;2023;6
MAŁOPOLSKIE;JINLING;2;2023;6
MAŁOPOLSKIE;JINLUN;1;2023;6
MAŁOPOLSKIE;JM MOTORS;1;2023;6
MAŁOPOLSKIE;JOHN DEERE;14;2023;6
MAŁOPOLSKIE;JOSKIN;3;2023;6
MAŁOPOLSKIE;JOTHAWERK;1;2023;6
MAŁOPOLSKIE;JUNAK;35;2023;6
MAŁOPOLSKIE;JUZJADE;2;2023;6
MAŁOPOLSKIE;K;1;2023;6
MAŁOPOLSKIE;K.T.S. SUSKI;1;2023;6
MAŁOPOLSKIE;KAJEN;1;2023;6
MAŁOPOLSKIE;KAKERBECK;1;2023;6
MAŁOPOLSKIE;KARCHER;1;2023;6
MAŁOPOLSKIE;KARPATY;1;2023;6
MAŁOPOLSKIE;KASSBOHRER;5;2023;6
MAŁOPOLSKIE;KAWASAKI;53;2023;6
MAŁOPOLSKIE;KAYO;1;2023;6
MAŁOPOLSKIE;KEEWAY;11;2023;6
