"Kod";"Nazwa";"miejsca w domach studenckich;2019;[msc.]";"miejsca w domach studenckich;2020;[msc.]";"miejsca w domach studenckich;2021;[msc.]";"miejsca w domach studenckich;2022;[msc.]";"miejsca w domach studenckich;2023;[msc.]";"miejsca w domach studenckich;2024;[msc.]";"studenci korzystający z domów studenckich;2019;[osoba]";"studenci korzystający z domów studenckich;2020;[osoba]";"studenci korzystający z domów studenckich;2021;[osoba]";"studenci korzystający z domów studenckich;2022;[osoba]";"studenci korzystający z domów studenckich;2023;[osoba]";"studenci korzystający z domów studenckich;2024;[osoba]";"studenci korzystający z domów studenckich w % ogółu studentów;2019;[%]";"studenci korzystający z domów studenckich w % ogółu studentów;2020;[%]";"studenci korzystający z domów studenckich w % ogółu studentów;2021;[%]";"studenci korzystający z domów studenckich w % ogółu studentów;2022;[%]";"studenci korzystający z domów studenckich w % ogółu studentów;2023;[%]";"studenci korzystający z domów studenckich w % ogółu studentów;2024;[%]";
0000000;"POLSKA";123085;117522;112430;115285;115189;111958;85878;48469;71194;76960;82613;81616;7,1;4,0;5,8;6,3;6,6;6,4;
