TERYT,Województwo,Powiat,Gmina,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
261208,świętokrzyskie,staszowski,Szydłów,2,0,2,0,0
261301,świętokrzyskie,włoszczowski,Kluczewsko,1,0,1,0,0
261302,świętokrzyskie,włoszczowski,Krasocin,8,1,7,0,0
261303,świętokrzyskie,włoszczowski,Moskorzew,1,0,1,0,0
261304,świętokrzyskie,włoszczowski,Radków,0,0,0,0,0
261305,świętokrzyskie,włoszczowski,Secemin,3,0,3,0,0
261306,świętokrzyskie,włoszczowski,Włoszczowa,0,0,0,0,0
266101,świętokrzyskie,Kielce,Kielce,4,0,4,0,0
280101,warmińsko-mazurskie,bartoszycki,Bartoszyce,0,0,0,0,0
280102,warmińsko-mazurskie,bartoszycki,Górowo Iławeckie,1,0,0,0,1
280103,warmińsko-mazurskie,bartoszycki,Bartoszyce,3,1,2,0,0
280104,warmińsko-mazurskie,bartoszycki,Bisztynek,0,0,0,0,0
280105,warmińsko-mazurskie,bartoszycki,Górowo Iławeckie,0,0,0,0,0
280106,warmińsko-mazurskie,bartoszycki,Sępopol,0,0,0,0,0
280201,warmińsko-mazurskie,braniewski,Braniewo,0,0,0,0,0
280202,warmińsko-mazurskie,braniewski,Braniewo,4,2,2,0,0
280203,warmińsko-mazurskie,braniewski,Frombork,1,0,1,0,0
280204,warmińsko-mazurskie,braniewski,Lelkowo,0,0,0,0,0
280205,warmińsko-mazurskie,braniewski,Pieniężno,0,0,0,0,0
280206,warmińsko-mazurskie,braniewski,Płoskinia,0,0,0,0,0
280207,warmińsko-mazurskie,braniewski,Wilczęta,0,0,0,0,0
280301,warmińsko-mazurskie,działdowski,Działdowo,2,0,2,0,0
280302,warmińsko-mazurskie,działdowski,Działdowo,2,1,1,0,0
280303,warmińsko-mazurskie,działdowski,Iłowo-Osada,0,0,0,0,0
280304,warmińsko-mazurskie,działdowski,Lidzbark,1,0,1,0,0
280305,warmińsko-mazurskie,działdowski,Płośnica,0,0,0,0,0
280306,warmińsko-mazurskie,działdowski,Rybno,0,0,0,0,0
280401,warmińsko-mazurskie,elbląski,Elbląg,0,0,0,0,0
280402,warmińsko-mazurskie,elbląski,Godkowo,0,0,0,0,0
280403,warmińsko-mazurskie,elbląski,Gronowo Elbląskie,0,0,0,0,0
280404,warmińsko-mazurskie,elbląski,Markusy,0,0,0,0,0
280405,warmińsko-mazurskie,elbląski,Milejewo,0,0,0,0,0
280406,warmińsko-mazurskie,elbląski,Młynary,0,0,0,0,0
280407,warmińsko-mazurskie,elbląski,Pasłęk,0,0,0,0,0
280408,warmińsko-mazurskie,elbląski,Rychliki,0,0,0,0,0
280409,warmińsko-mazurskie,elbląski,Tolkmicko,0,0,0,0,0
280501,warmińsko-mazurskie,ełcki,Ełk,3,0,3,0,0
280502,warmińsko-mazurskie,ełcki,Ełk,5,0,5,0,0
280503,warmińsko-mazurskie,ełcki,Kalinowo,0,0,0,0,0
280504,warmińsko-mazurskie,ełcki,Prostki,2,0,2,0,0
280505,warmińsko-mazurskie,ełcki,Stare Juchy,0,0,0,0,0
280601,warmińsko-mazurskie,giżycki,Giżycko,0,0,0,0,0
280604,warmińsko-mazurskie,giżycki,Giżycko,0,0,0,0,0
280605,warmińsko-mazurskie,giżycki,Kruklanki,0,0,0,0,0
280606,warmińsko-mazurskie,giżycki,Miłki,2,0,1,0,1
280608,warmińsko-mazurskie,giżycki,Ryn,0,0,0,0,0
280610,warmińsko-mazurskie,giżycki,Wydminy,0,0,0,0,0
280701,warmińsko-mazurskie,iławski,Iława,0,0,0,0,0
280702,warmińsko-mazurskie,iławski,Lubawa,0,0,0,0,0
280703,warmińsko-mazurskie,iławski,Iława,1,0,1,0,0
280704,warmińsko-mazurskie,iławski,Kisielice,0,0,0,0,0
280705,warmińsko-mazurskie,iławski,Lubawa,0,0,0,0,0
280706,warmińsko-mazurskie,iławski,Susz,1,0,1,0,0
280707,warmińsko-mazurskie,iławski,Zalewo,0,0,0,0,0
280801,warmińsko-mazurskie,kętrzyński,Kętrzyn,0,0,0,0,0
280802,warmińsko-mazurskie,kętrzyński,Barciany,0,0,0,0,0
280803,warmińsko-mazurskie,kętrzyński,Kętrzyn,1,0,1,0,0
280804,warmińsko-mazurskie,kętrzyński,Korsze,0,0,0,0,0
280805,warmińsko-mazurskie,kętrzyński,Reszel,0,0,0,0,0
280806,warmińsko-mazurskie,kętrzyński,Srokowo,0,0,0,0,0
280901,warmińsko-mazurskie,lidzbarski,Lidzbark Warmiński,1,0,1,0,0
280902,warmińsko-mazurskie,lidzbarski,Kiwity,0,0,0,0,0
280903,warmińsko-mazurskie,lidzbarski,Lidzbark Warmiński,0,0,0,0,0
280904,warmińsko-mazurskie,lidzbarski,Lubomino,0,0,0,0,0
280905,warmińsko-mazurskie,lidzbarski,Orneta,0,0,0,0,0
281001,warmińsko-mazurskie,mrągowski,Mrągowo,0,0,0,0,0
281002,warmińsko-mazurskie,mrągowski,Mikołajki,0,0,0,0,0
281003,warmińsko-mazurskie,mrągowski,Mrągowo,0,0,0,0,0
281004,warmińsko-mazurskie,mrągowski,Piecki,1,0,1,0,0
281005,warmińsko-mazurskie,mrągowski,Sorkwity,0,0,0,0,0
281101,warmińsko-mazurskie,nidzicki,Janowiec Kościelny,0,0,0,0,0
281102,warmińsko-mazurskie,nidzicki,Janowo,0,0,0,0,0
281103,warmińsko-mazurskie,nidzicki,Kozłowo,2,0,2,0,0
281104,warmińsko-mazurskie,nidzicki,Nidzica,2,0,2,0,0
281201,warmińsko-mazurskie,nowomiejski,Nowe Miasto Lubawskie,0,0,0,0,0
281202,warmińsko-mazurskie,nowomiejski,Biskupiec,0,0,0,0,0
281203,warmińsko-mazurskie,nowomiejski,Grodziczno,3,0,3,0,0
281204,warmińsko-mazurskie,nowomiejski,Kurzętnik,0,0,0,0,0
281205,warmińsko-mazurskie,nowomiejski,Nowe Miasto Lubawskie,1,0,1,0,0
281303,warmińsko-mazurskie,olecki,Kowale Oleckie,0,0,0,0,0
281304,warmińsko-mazurskie,olecki,Olecko,0,0,0,0,0
281305,warmińsko-mazurskie,olecki,Świętajno,0,0,0,0,0
281306,warmińsko-mazurskie,olecki,Wieliczki,0,0,0,0,0
281401,warmińsko-mazurskie,olsztyński,Barczewo,3,0,3,0,0
281402,warmińsko-mazurskie,olsztyński,Biskupiec,4,0,4,0,0
281403,warmińsko-mazurskie,olsztyński,Dobre Miasto,0,0,0,0,0
281404,warmińsko-mazurskie,olsztyński,Dywity,2,1,1,0,0
281405,warmińsko-mazurskie,olsztyński,Gietrzwałd,2,0,2,0,0
281406,warmińsko-mazurskie,olsztyński,Jeziorany,0,0,0,0,0
281407,warmińsko-mazurskie,olsztyński,Jonkowo,0,0,0,0,0
281408,warmińsko-mazurskie,olsztyński,Kolno,0,0,0,0,0
281409,warmińsko-mazurskie,olsztyński,Olsztynek,3,0,3,0,0
281410,warmińsko-mazurskie,olsztyński,Purda,2,0,2,0,0
281411,warmińsko-mazurskie,olsztyński,Stawiguda,6,0,6,0,0
281412,warmińsko-mazurskie,olsztyński,Świątki,0,0,0,0,0
281501,warmińsko-mazurskie,ostródzki,Ostróda,2,2,0,0,0
281502,warmińsko-mazurskie,ostródzki,Dąbrówno,0,0,0,0,0
281503,warmińsko-mazurskie,ostródzki,Grunwald,0,0,0,0,0
281504,warmińsko-mazurskie,ostródzki,Łukta,3,0,1,0,2
281505,warmińsko-mazurskie,ostródzki,Małdyty,1,0,1,0,0
281506,warmińsko-mazurskie,ostródzki,Miłakowo,0,0,0,0,0
281507,warmińsko-mazurskie,ostródzki,Miłomłyn,1,0,1,0,0
281508,warmińsko-mazurskie,ostródzki,Morąg,0,0,0,0,0
281509,warmińsko-mazurskie,ostródzki,Ostróda,1,0,1,0,0
281601,warmińsko-mazurskie,piski,Biała Piska,9,0,9,0,0
281602,warmińsko-mazurskie,piski,Orzysz,2,0,2,0,0
281603,warmińsko-mazurskie,piski,Pisz,4,0,4,0,0
281604,warmińsko-mazurskie,piski,Ruciane-Nida,3,0,3,0,0
281701,warmińsko-mazurskie,szczycieński,Szczytno,0,0,0,0,0
281702,warmińsko-mazurskie,szczycieński,Dźwierzuty,4,0,4,0,0
281703,warmińsko-mazurskie,szczycieński,Jedwabno,2,0,2,0,0
281704,warmińsko-mazurskie,szczycieński,Pasym,0,0,0,0,0
281705,warmińsko-mazurskie,szczycieński,Rozogi,4,0,4,0,0
281706,warmińsko-mazurskie,szczycieński,Szczytno,9,0,9,0,0
281707,warmińsko-mazurskie,szczycieński,Świętajno,0,0,0,0,0
281708,warmińsko-mazurskie,szczycieński,Wielbark,3,0,3,0,0
281801,warmińsko-mazurskie,gołdapski,Banie Mazurskie,0,0,0,0,0
281802,warmińsko-mazurskie,gołdapski,Dubeninki,0,0,0,0,0
281803,warmińsko-mazurskie,gołdapski,Gołdap,0,0,0,0,0
281901,warmińsko-mazurskie,węgorzewski,Budry,0,0,0,0,0
281902,warmińsko-mazurskie,węgorzewski,Pozezdrze,3,0,2,0,1
281903,warmińsko-mazurskie,węgorzewski,Węgorzewo,2,0,2,0,0
286101,warmińsko-mazurskie,Elbląg,Elbląg,0,0,0,0,0
286201,warmińsko-mazurskie,Olsztyn,Olsztyn,17,4,12,0,1
300101,wielkopolskie,chodzieski,Chodzież,0,0,0,0,0
300102,wielkopolskie,chodzieski,Budzyń,1,0,1,0,0
300103,wielkopolskie,chodzieski,Chodzież,2,0,2,0,0
300104,wielkopolskie,chodzieski,Margonin,0,0,0,0,0
300105,wielkopolskie,chodzieski,Szamocin,1,0,1,0,0
300201,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,0,0,0,0,0
300202,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,5,0,4,1,0
300203,wielkopolskie,czarnkowsko-trzcianecki,Drawsko,3,0,3,0,0
300204,wielkopolskie,czarnkowsko-trzcianecki,Krzyż Wielkopolski,3,0,3,0,0
300205,wielkopolskie,czarnkowsko-trzcianecki,Lubasz,9,0,9,0,0
300206,wielkopolskie,czarnkowsko-trzcianecki,Połajewo,0,0,0,0,0
300207,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,7,0,5,2,0
300208,wielkopolskie,czarnkowsko-trzcianecki,Wieleń,3,0,3,0,0
300301,wielkopolskie,gnieźnieński,Gniezno,0,0,0,0,0
300302,wielkopolskie,gnieźnieński,Czerniejewo,1,0,1,0,0
300303,wielkopolskie,gnieźnieński,Gniezno,1,0,0,0,1
300304,wielkopolskie,gnieźnieński,Kiszkowo,0,0,0,0,0
300305,wielkopolskie,gnieźnieński,Kłecko,0,0,0,0,0
300306,wielkopolskie,gnieźnieński,Łubowo,0,0,0,0,0
300307,wielkopolskie,gnieźnieński,Mieleszyn,0,0,0,0,0
300308,wielkopolskie,gnieźnieński,Niechanowo,2,0,1,1,0
300309,wielkopolskie,gnieźnieński,Trzemeszno,1,0,1,0,0
300310,wielkopolskie,gnieźnieński,Witkowo,0,0,0,0,0
300401,wielkopolskie,gostyński,Borek Wielkopolski,0,0,0,0,0
300402,wielkopolskie,gostyński,Gostyń,0,0,0,0,0
300403,wielkopolskie,gostyński,Krobia,0,0,0,0,0
300404,wielkopolskie,gostyński,Pępowo,0,0,0,0,0
300405,wielkopolskie,gostyński,Piaski,0,0,0,0,0
300406,wielkopolskie,gostyński,Pogorzela,0,0,0,0,0
300407,wielkopolskie,gostyński,Poniec,1,0,1,0,0
300501,wielkopolskie,grodziski,Granowo,0,0,0,0,0
300502,wielkopolskie,grodziski,Grodzisk Wielkopolski,7,0,7,0,0
300503,wielkopolskie,grodziski,Kamieniec,0,0,0,0,0
300504,wielkopolskie,grodziski,Rakoniewice,3,0,2,0,1
300505,wielkopolskie,grodziski,Wielichowo,0,0,0,0,0
300601,wielkopolskie,jarociński,Jaraczewo,2,0,2,0,0
300602,wielkopolskie,jarociński,Jarocin,1,0,1,0,0
300603,wielkopolskie,jarociński,Kotlin,1,0,1,0,0
300604,wielkopolskie,jarociński,Żerków,2,0,2,0,0
300701,wielkopolskie,kaliski,Blizanów,0,0,0,0,0
300702,wielkopolskie,kaliski,Brzeziny,6,0,5,1,0
300703,wielkopolskie,kaliski,Ceków-Kolonia,1,0,1,0,0
300704,wielkopolskie,kaliski,Godziesze Wielkie,13,0,13,0,0
300705,wielkopolskie,kaliski,Koźminek,2,0,2,0,0
300706,wielkopolskie,kaliski,Lisków,4,0,4,0,0
300707,wielkopolskie,kaliski,Mycielin,0,0,0,0,0
300708,wielkopolskie,kaliski,Opatówek,0,0,0,0,0
300709,wielkopolskie,kaliski,Stawiszyn,2,0,2,0,0
300710,wielkopolskie,kaliski,Szczytniki,0,0,0,0,0
300711,wielkopolskie,kaliski,Żelazków,0,0,0,0,0
300801,wielkopolskie,kępiński,Baranów,2,0,2,0,0
300802,wielkopolskie,kępiński,Bralin,6,0,5,1,0
300803,wielkopolskie,kępiński,Kępno,0,0,0,0,0
300804,wielkopolskie,kępiński,Łęka Opatowska,3,0,3,0,0
300805,wielkopolskie,kępiński,Perzów,0,0,0,0,0
300806,wielkopolskie,kępiński,Rychtal,0,0,0,0,0
300807,wielkopolskie,kępiński,Trzcinica,0,0,0,0,0
300901,wielkopolskie,kolski,Koło,0,0,0,0,0
300902,wielkopolskie,kolski,Babiak,16,0,16,0,0
300903,wielkopolskie,kolski,Chodów,0,0,0,0,0
300904,wielkopolskie,kolski,Dąbie,3,0,3,0,0
300905,wielkopolskie,kolski,Grzegorzew,1,0,0,1,0
300906,wielkopolskie,kolski,Kłodawa,2,0,2,0,0
300907,wielkopolskie,kolski,Koło,0,0,0,0,0
300908,wielkopolskie,kolski,Kościelec,0,0,0,0,0
300909,wielkopolskie,kolski,Olszówka,3,0,3,0,0
300910,wielkopolskie,kolski,Osiek Mały,1,0,1,0,0
300911,wielkopolskie,kolski,Przedecz,0,0,0,0,0
301001,wielkopolskie,koniński,Golina,6,0,6,0,0
301002,wielkopolskie,koniński,Grodziec,0,0,0,0,0
301003,wielkopolskie,koniński,Kazimierz Biskupi,0,0,0,0,0
301004,wielkopolskie,koniński,Kleczew,0,0,0,0,0
301005,wielkopolskie,koniński,Kramsk,3,1,2,0,0
301006,wielkopolskie,koniński,Krzymów,2,0,2,0,0
301007,wielkopolskie,koniński,Rychwał,0,0,0,0,0
301008,wielkopolskie,koniński,Rzgów,0,0,0,0,0
301009,wielkopolskie,koniński,Skulsk,0,0,0,0,0
301010,wielkopolskie,koniński,Sompolno,1,0,1,0,0
301011,wielkopolskie,koniński,Stare Miasto,3,0,3,0,0
301012,wielkopolskie,koniński,Ślesin,0,0,0,0,0
301013,wielkopolskie,koniński,Wierzbinek,4,0,4,0,0
301014,wielkopolskie,koniński,Wilczyn,1,0,0,0,1
301101,wielkopolskie,kościański,Kościan,0,0,0,0,0
301102,wielkopolskie,kościański,Czempiń,0,0,0,0,0
301103,wielkopolskie,kościański,Kościan,0,0,0,0,0
301104,wielkopolskie,kościański,Krzywiń,0,0,0,0,0
301105,wielkopolskie,kościański,Śmigiel,0,0,0,0,0
301201,wielkopolskie,krotoszyński,Sulmierzyce,0,0,0,0,0
301202,wielkopolskie,krotoszyński,Kobylin,0,0,0,0,0
301203,wielkopolskie,krotoszyński,Koźmin Wielkopolski,0,0,0,0,0
301204,wielkopolskie,krotoszyński,Krotoszyn,0,0,0,0,0
301206,wielkopolskie,krotoszyński,Zduny,6,0,4,1,1
301301,wielkopolskie,leszczyński,Krzemieniewo,0,0,0,0,0
301302,wielkopolskie,leszczyński,Lipno,0,0,0,0,0
301303,wielkopolskie,leszczyński,Osieczna,0,0,0,0,0
301304,wielkopolskie,leszczyński,Rydzyna,2,0,2,0,0
301305,wielkopolskie,leszczyński,Święciechowa,2,0,2,0,0
301306,wielkopolskie,leszczyński,Wijewo,0,0,0,0,0
301307,wielkopolskie,leszczyński,Włoszakowice,1,0,1,0,0
301401,wielkopolskie,międzychodzki,Chrzypsko Wielkie,0,0,0,0,0
301402,wielkopolskie,międzychodzki,Kwilcz,1,0,1,0,0
301403,wielkopolskie,międzychodzki,Międzychód,2,0,2,0,0
301404,wielkopolskie,międzychodzki,Sieraków,5,0,5,0,0
301501,wielkopolskie,nowotomyski,Kuślin,0,0,0,0,0
301502,wielkopolskie,nowotomyski,Lwówek,3,0,3,0,0
301503,wielkopolskie,nowotomyski,Miedzichowo,3,0,3,0,0
301504,wielkopolskie,nowotomyski,Nowy Tomyśl,4,0,3,0,1
301505,wielkopolskie,nowotomyski,Opalenica,1,0,1,0,0
301506,wielkopolskie,nowotomyski,Zbąszyń,3,0,3,0,0
301601,wielkopolskie,obornicki,Oborniki,7,0,7,0,0
301602,wielkopolskie,obornicki,Rogoźno,1,0,1,0,0
301603,wielkopolskie,obornicki,Ryczywół,7,0,7,0,0
301701,wielkopolskie,ostrowski,Ostrów Wielkopolski,0,0,0,0,0
301702,wielkopolskie,ostrowski,Nowe Skalmierzyce,0,0,0,0,0
301703,wielkopolskie,ostrowski,Odolanów,2,0,2,0,0
301704,wielkopolskie,ostrowski,Ostrów Wielkopolski,0,0,0,0,0
301705,wielkopolskie,ostrowski,Przygodzice,2,0,2,0,0
301706,wielkopolskie,ostrowski,Raszków,0,0,0,0,0
301707,wielkopolskie,ostrowski,Sieroszewice,0,0,0,0,0
301708,wielkopolskie,ostrowski,Sośnie,0,0,0,0,0
301801,wielkopolskie,ostrzeszowski,Czajków,1,0,1,0,0
301802,wielkopolskie,ostrzeszowski,Doruchów,0,0,0,0,0
301803,wielkopolskie,ostrzeszowski,Grabów nad Prosną,0,0,0,0,0
301804,wielkopolskie,ostrzeszowski,Kobyla Góra,5,1,4,0,0
301805,wielkopolskie,ostrzeszowski,Kraszewice,1,0,1,0,0
301806,wielkopolskie,ostrzeszowski,Mikstat,1,0,1,0,0
301807,wielkopolskie,ostrzeszowski,Ostrzeszów,3,1,2,0,0
301901,wielkopolskie,pilski,Piła,10,0,8,0,2
301902,wielkopolskie,pilski,Białośliwie,0,0,0,0,0
301903,wielkopolskie,pilski,Kaczory,2,0,2,0,0
301904,wielkopolskie,pilski,Łobżenica,0,0,0,0,0
301905,wielkopolskie,pilski,Miasteczko Krajeńskie,0,0,0,0,0
301906,wielkopolskie,pilski,Szydłowo,0,0,0,0,0
301907,wielkopolskie,pilski,Ujście,2,0,2,0,0
301908,wielkopolskie,pilski,Wyrzysk,0,0,0,0,0
301909,wielkopolskie,pilski,Wysoka,0,0,0,0,0
302001,wielkopolskie,pleszewski,Chocz,1,0,1,0,0
302002,wielkopolskie,pleszewski,Czermin,0,0,0,0,0
302003,wielkopolskie,pleszewski,Dobrzyca,0,0,0,0,0
302004,wielkopolskie,pleszewski,Gizałki,0,0,0,0,0
302005,wielkopolskie,pleszewski,Gołuchów,0,0,0,0,0
302006,wielkopolskie,pleszewski,Pleszew,0,0,0,0,0
302101,wielkopolskie,poznański,Luboń,2,1,1,0,0
302102,wielkopolskie,poznański,Puszczykowo,2,0,2,0,0
302103,wielkopolskie,poznański,Buk,0,0,0,0,0
302104,wielkopolskie,poznański,Czerwonak,5,0,3,0,2
302105,wielkopolskie,poznański,Dopiewo,1,0,1,0,0
302106,wielkopolskie,poznański,Kleszczewo,0,0,0,0,0
302107,wielkopolskie,poznański,Komorniki,1,0,1,0,0
302108,wielkopolskie,poznański,Kostrzyn,0,0,0,0,0
302109,wielkopolskie,poznański,Kórnik,2,0,2,0,0
302110,wielkopolskie,poznański,Mosina,8,0,7,0,1
302111,wielkopolskie,poznański,Murowana Goślina,0,0,0,0,0
302112,wielkopolskie,poznański,Pobiedziska,16,0,16,0,0
302113,wielkopolskie,poznański,Rokietnica,0,0,0,0,0
302114,wielkopolskie,poznański,Stęszew,0,0,0,0,0
302115,wielkopolskie,poznański,Suchy Las,1,0,1,0,0
302116,wielkopolskie,poznański,Swarzędz,4,0,4,0,0
302117,wielkopolskie,poznański,Tarnowo Podgórne,0,0,0,0,0
302201,wielkopolskie,rawicki,Bojanowo,0,0,0,0,0
302202,wielkopolskie,rawicki,Jutrosin,1,0,1,0,0
302203,wielkopolskie,rawicki,Miejska Górka,0,0,0,0,0
302204,wielkopolskie,rawicki,Pakosław,0,0,0,0,0
302205,wielkopolskie,rawicki,Rawicz,1,0,1,0,0
302301,wielkopolskie,słupecki,Słupca,0,0,0,0,0
302302,wielkopolskie,słupecki,Lądek,0,0,0,0,0
302303,wielkopolskie,słupecki,Orchowo,1,0,1,0,0
302304,wielkopolskie,słupecki,Ostrowite,0,0,0,0,0
302305,wielkopolskie,słupecki,Powidz,1,0,1,0,0
302306,wielkopolskie,słupecki,Słupca,1,0,1,0,0
302307,wielkopolskie,słupecki,Strzałkowo,0,0,0,0,0
302308,wielkopolskie,słupecki,Zagórów,2,0,2,0,0
302401,wielkopolskie,szamotulski,Obrzycko,0,0,0,0,0
302402,wielkopolskie,szamotulski,Duszniki,0,0,0,0,0
302403,wielkopolskie,szamotulski,Kaźmierz,2,0,2,0,0
302404,wielkopolskie,szamotulski,Obrzycko,3,0,3,0,0
302405,wielkopolskie,szamotulski,Ostroróg,0,0,0,0,0
302406,wielkopolskie,szamotulski,Pniewy,0,0,0,0,0
302407,wielkopolskie,szamotulski,Szamotuły,1,0,1,0,0
302408,wielkopolskie,szamotulski,Wronki,4,1,3,0,0
302501,wielkopolskie,średzki,Dominowo,0,0,0,0,0
302502,wielkopolskie,średzki,Krzykosy,9,0,9,0,0
302503,wielkopolskie,średzki,Nowe Miasto nad Wartą,7,1,3,0,3
302504,wielkopolskie,średzki,Środa Wielkopolska,2,0,2,0,0
302505,wielkopolskie,średzki,Zaniemyśl,1,0,1,0,0
302601,wielkopolskie,śremski,Brodnica,0,0,0,0,0
302602,wielkopolskie,śremski,Dolsk,0,0,0,0,0
302603,wielkopolskie,śremski,Książ Wielkopolski,7,1,6,0,0
302604,wielkopolskie,śremski,Śrem,2,1,1,0,0
302701,wielkopolskie,turecki,Turek,0,0,0,0,0
302702,wielkopolskie,turecki,Brudzew,1,0,1,0,0
302703,wielkopolskie,turecki,Dobra,0,0,0,0,0
302704,wielkopolskie,turecki,Kawęczyn,4,0,4,0,0
302705,wielkopolskie,turecki,Malanów,0,0,0,0,0
302706,wielkopolskie,turecki,Przykona,0,0,0,0,0
302707,wielkopolskie,turecki,Tuliszków,0,0,0,0,0
302708,wielkopolskie,turecki,Turek,0,0,0,0,0
302709,wielkopolskie,turecki,Władysławów,11,0,10,0,1
302801,wielkopolskie,wągrowiecki,Wągrowiec,0,0,0,0,0
302802,wielkopolskie,wągrowiecki,Damasławek,0,0,0,0,0
302803,wielkopolskie,wągrowiecki,Gołańcz,0,0,0,0,0
302804,wielkopolskie,wągrowiecki,Mieścisko,0,0,0,0,0
302805,wielkopolskie,wągrowiecki,Skoki,2,0,2,0,0
302806,wielkopolskie,wągrowiecki,Wapno,0,0,0,0,0
302807,wielkopolskie,wągrowiecki,Wągrowiec,2,0,2,0,0
302901,wielkopolskie,wolsztyński,Przemęt,4,0,4,0,0
302902,wielkopolskie,wolsztyński,Siedlec,0,0,0,0,0
302903,wielkopolskie,wolsztyński,Wolsztyn,5,0,5,0,0
303001,wielkopolskie,wrzesiński,Kołaczkowo,1,0,1,0,0
303002,wielkopolskie,wrzesiński,Miłosław,0,0,0,0,0
303003,wielkopolskie,wrzesiński,Nekla,0,0,0,0,0
303004,wielkopolskie,wrzesiński,Pyzdry,0,0,0,0,0
303005,wielkopolskie,wrzesiński,Września,0,0,0,0,0
303101,wielkopolskie,złotowski,Złotów,0,0,0,0,0
303102,wielkopolskie,złotowski,Jastrowie,4,0,3,1,0
303103,wielkopolskie,złotowski,Krajenka,1,0,1,0,0
303104,wielkopolskie,złotowski,Lipka,1,0,1,0,0
303105,wielkopolskie,złotowski,Okonek,0,0,0,0,0
303106,wielkopolskie,złotowski,Tarnówka,0,0,0,0,0
303107,wielkopolskie,złotowski,Zakrzewo,1,0,1,0,0
303108,wielkopolskie,złotowski,Złotów,0,0,0,0,0
306101,wielkopolskie,Kalisz,Kalisz,0,0,0,0,0
306201,wielkopolskie,Konin,Konin,0,0,0,0,0
306301,wielkopolskie,Leszno,Leszno,2,0,2,0,0
306401,wielkopolskie,Poznań,Poznań,1,0,0,0,1
306402,wielkopolskie,Poznań,Poznań,1,0,1,0,0
306403,wielkopolskie,Poznań,Poznań,3,0,2,0,1
306404,wielkopolskie,Poznań,Poznań,1,0,1,0,0
306405,wielkopolskie,Poznań,Poznań,1,0,1,0,0
306406,wielkopolskie,Poznań,Poznań,0,0,0,0,0
320101,zachodniopomorskie,białogardzki,Białogard,0,0,0,0,0
320102,zachodniopomorskie,białogardzki,Białogard,0,0,0,0,0
320103,zachodniopomorskie,białogardzki,Karlino,0,0,0,0,0
320104,zachodniopomorskie,białogardzki,Tychowo,0,0,0,0,0
320201,zachodniopomorskie,choszczeński,Bierzwnik,3,0,3,0,0
320202,zachodniopomorskie,choszczeński,Choszczno,1,0,1,0,0
320203,zachodniopomorskie,choszczeński,Drawno,2,0,2,0,0
320204,zachodniopomorskie,choszczeński,Krzęcin,0,0,0,0,0
320205,zachodniopomorskie,choszczeński,Pełczyce,3,1,2,0,0
320206,zachodniopomorskie,choszczeński,Recz,1,0,1,0,0
320301,zachodniopomorskie,drawski,Czaplinek,0,0,0,0,0
320302,zachodniopomorskie,drawski,Drawsko Pomorskie,6,0,5,0,1
320303,zachodniopomorskie,drawski,Kalisz Pomorski,1,1,0,0,0
320305,zachodniopomorskie,drawski,Wierzchowo,0,0,0,0,0
320306,zachodniopomorskie,drawski,Złocieniec,3,1,2,0,0
320402,zachodniopomorskie,goleniowski,Goleniów,32,1,28,3,0
320403,zachodniopomorskie,goleniowski,Maszewo,8,0,8,0,0
320404,zachodniopomorskie,goleniowski,Nowogard,3,0,3,0,0
320405,zachodniopomorskie,goleniowski,Osina,1,0,1,0,0
320406,zachodniopomorskie,goleniowski,Przybiernów,0,0,0,0,0
320407,zachodniopomorskie,goleniowski,Stepnica,1,0,0,0,1
320501,zachodniopomorskie,gryficki,Brojce,1,0,0,0,1
320502,zachodniopomorskie,gryficki,Gryfice,0,0,0,0,0
320503,zachodniopomorskie,gryficki,Karnice,0,0,0,0,0
320504,zachodniopomorskie,gryficki,Płoty,0,0,0,0,0
320507,zachodniopomorskie,gryficki,Rewal,0,0,0,0,0
320508,zachodniopomorskie,gryficki,Trzebiatów,1,0,0,0,1
320601,zachodniopomorskie,gryfiński,Banie,0,0,0,0,0
320602,zachodniopomorskie,gryfiński,Cedynia,2,0,2,0,0
320603,zachodniopomorskie,gryfiński,Chojna,1,0,1,0,0
320604,zachodniopomorskie,gryfiński,Gryfino,1,0,1,0,0
320605,zachodniopomorskie,gryfiński,Mieszkowice,6,0,4,2,0
320606,zachodniopomorskie,gryfiński,Moryń,2,0,2,0,0
320607,zachodniopomorskie,gryfiński,Stare Czarnowo,0,0,0,0,0
320608,zachodniopomorskie,gryfiński,Trzcińsko-Zdrój,1,0,1,0,0
320609,zachodniopomorskie,gryfiński,Widuchowa,4,1,3,0,0
320701,zachodniopomorskie,kamieński,Dziwnów,2,0,1,0,1
320702,zachodniopomorskie,kamieński,Golczewo,0,0,0,0,0
320703,zachodniopomorskie,kamieński,Kamień Pomorski,0,0,0,0,0
320704,zachodniopomorskie,kamieński,Międzyzdroje,0,0,0,0,0
320705,zachodniopomorskie,kamieński,Świerzno,0,0,0,0,0
320706,zachodniopomorskie,kamieński,Wolin,0,0,0,0,0
320801,zachodniopomorskie,kołobrzeski,Kołobrzeg,0,0,0,0,0
320802,zachodniopomorskie,kołobrzeski,Dygowo,0,0,0,0,0
320803,zachodniopomorskie,kołobrzeski,Gościno,0,0,0,0,0
