TERYT,Województwo,Powiat,Gmina,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
020101,dolnośląskie,bolesławiecki,Bolesławiec,0,0,0,0,0
020102,dolnośląskie,bolesławiecki,Bolesławiec,20,1,18,1,0
020103,dolnośląskie,bolesławiecki,Gromadka,16,0,15,0,1
020104,dolnośląskie,bolesławiecki,Nowogrodziec,14,3,10,0,1
020105,dolnośląskie,bolesławiecki,Osiecznica,9,2,7,0,0
020106,dolnośląskie,bolesławiecki,Warta Bolesławiecka,2,0,2,0,0
020201,dolnośląskie,dzierżoniowski,Bielawa,1,0,1,0,0
020202,dolnośląskie,dzierżoniowski,Dzierżoniów,0,0,0,0,0
020203,dolnośląskie,dzierżoniowski,Pieszyce,2,0,2,0,0
020204,dolnośląskie,dzierżoniowski,Piława Górna,0,0,0,0,0
020205,dolnośląskie,dzierżoniowski,Dzierżoniów,4,1,3,0,0
020206,dolnośląskie,dzierżoniowski,Łagiewniki,9,4,5,0,0
020207,dolnośląskie,dzierżoniowski,Niemcza,0,0,0,0,0
020301,dolnośląskie,głogowski,Głogów,0,0,0,0,0
020302,dolnośląskie,głogowski,Głogów,1,0,1,0,0
020303,dolnośląskie,głogowski,Jerzmanowa,7,1,6,0,0
020304,dolnośląskie,głogowski,Kotla,1,0,1,0,0
020305,dolnośląskie,głogowski,Pęcław,0,0,0,0,0
020306,dolnośląskie,głogowski,Żukowice,1,0,1,0,0
020401,dolnośląskie,górowski,Góra,1,0,1,0,0
020402,dolnośląskie,górowski,Jemielno,4,0,4,0,0
020403,dolnośląskie,górowski,Niechlów,1,0,1,0,0
020404,dolnośląskie,górowski,Wąsosz,3,0,1,1,1
020501,dolnośląskie,jaworski,Jawor,1,0,1,0,0
020502,dolnośląskie,jaworski,Bolków,6,0,4,1,1
020503,dolnośląskie,jaworski,Męcinka,0,0,0,0,0
020504,dolnośląskie,jaworski,Mściwojów,0,0,0,0,0
020505,dolnośląskie,jaworski,Paszowice,1,0,0,1,0
020506,dolnośląskie,jaworski,Wądroże Wielkie,0,0,0,0,0
020601,dolnośląskie,karkonoski,Karpacz,2,1,1,0,0
020602,dolnośląskie,karkonoski,Kowary,0,0,0,0,0
020603,dolnośląskie,karkonoski,Piechowice,1,0,1,0,0
020604,dolnośląskie,karkonoski,Szklarska Poręba,5,3,2,0,0
020605,dolnośląskie,karkonoski,Janowice Wielkie,3,1,2,0,0
020606,dolnośląskie,karkonoski,Jeżów Sudecki,1,1,0,0,0
020607,dolnośląskie,karkonoski,Mysłakowice,4,0,4,0,0
020608,dolnośląskie,karkonoski,Podgórzyn,4,0,3,0,1
020609,dolnośląskie,karkonoski,Stara Kamienica,1,0,1,0,0
020701,dolnośląskie,kamiennogórski,Kamienna Góra,1,1,0,0,0
020702,dolnośląskie,kamiennogórski,Kamienna Góra,1,0,1,0,0
020703,dolnośląskie,kamiennogórski,Lubawka,0,0,0,0,0
020704,dolnośląskie,kamiennogórski,Marciszów,2,0,0,0,2
020801,dolnośląskie,kłodzki,Duszniki-Zdrój,1,0,1,0,0
020802,dolnośląskie,kłodzki,Kłodzko,0,0,0,0,0
020803,dolnośląskie,kłodzki,Kudowa-Zdrój,2,0,2,0,0
020804,dolnośląskie,kłodzki,Nowa Ruda,2,1,1,0,0
020805,dolnośląskie,kłodzki,Polanica-Zdrój,5,1,4,0,0
020806,dolnośląskie,kłodzki,Bystrzyca Kłodzka,0,0,0,0,0
020807,dolnośląskie,kłodzki,Kłodzko,2,0,2,0,0
020808,dolnośląskie,kłodzki,Lądek-Zdrój,2,1,0,0,1
020809,dolnośląskie,kłodzki,Lewin Kłodzki,1,0,1,0,0
020810,dolnośląskie,kłodzki,Międzylesie,0,0,0,0,0
020811,dolnośląskie,kłodzki,Nowa Ruda,6,3,3,0,0
020812,dolnośląskie,kłodzki,Radków,2,0,2,0,0
020813,dolnośląskie,kłodzki,Stronie Śląskie,0,0,0,0,0
020814,dolnośląskie,kłodzki,Szczytna,3,0,2,1,0
020901,dolnośląskie,legnicki,Chojnów,0,0,0,0,0
020902,dolnośląskie,legnicki,Chojnów,12,1,10,0,1
020903,dolnośląskie,legnicki,Krotoszyce,1,0,1,0,0
020904,dolnośląskie,legnicki,Kunice,0,0,0,0,0
020905,dolnośląskie,legnicki,Legnickie Pole,0,0,0,0,0
020906,dolnośląskie,legnicki,Miłkowice,2,0,1,0,1
020907,dolnośląskie,legnicki,Prochowice,1,0,1,0,0
020908,dolnośląskie,legnicki,Ruja,0,0,0,0,0
021001,dolnośląskie,lubański,Lubań,0,0,0,0,0
021002,dolnośląskie,lubański,Świeradów-Zdrój,0,0,0,0,0
021003,dolnośląskie,lubański,Leśna,3,0,1,0,2
021004,dolnośląskie,lubański,Lubań,2,0,1,0,1
021005,dolnośląskie,lubański,Olszyna,2,0,1,0,1
021006,dolnośląskie,lubański,Platerówka,1,0,1,0,0
021007,dolnośląskie,lubański,Siekierczyn,1,1,0,0,0
021101,dolnośląskie,lubiński,Lubin,1,0,1,0,0
021102,dolnośląskie,lubiński,Lubin,23,1,19,0,3
021103,dolnośląskie,lubiński,Rudna,7,0,5,0,2
021104,dolnośląskie,lubiński,Ścinawa,0,0,0,0,0
021201,dolnośląskie,lwówecki,Gryfów Śląski,1,0,1,0,0
021202,dolnośląskie,lwówecki,Lubomierz,0,0,0,0,0
021203,dolnośląskie,lwówecki,Lwówek Śląski,3,0,2,1,0
021204,dolnośląskie,lwówecki,Mirsk,1,0,1,0,0
021205,dolnośląskie,lwówecki,Wleń,0,0,0,0,0
021301,dolnośląskie,milicki,Cieszków,3,0,3,0,0
021302,dolnośląskie,milicki,Krośnice,4,0,4,0,0
021303,dolnośląskie,milicki,Milicz,10,0,10,0,0
021401,dolnośląskie,oleśnicki,Oleśnica,0,0,0,0,0
021402,dolnośląskie,oleśnicki,Bierutów,0,0,0,0,0
021403,dolnośląskie,oleśnicki,Dobroszyce,1,0,1,0,0
021404,dolnośląskie,oleśnicki,Dziadowa Kłoda,2,0,1,1,0
021405,dolnośląskie,oleśnicki,Międzybórz,7,0,5,2,0
021406,dolnośląskie,oleśnicki,Oleśnica,1,0,1,0,0
021407,dolnośląskie,oleśnicki,Syców,3,0,3,0,0
021408,dolnośląskie,oleśnicki,Twardogóra,2,0,2,0,0
021501,dolnośląskie,oławski,Oława,0,0,0,0,0
021502,dolnośląskie,oławski,Domaniów,0,0,0,0,0
021503,dolnośląskie,oławski,Jelcz-Laskowice,2,1,1,0,0
021504,dolnośląskie,oławski,Oława,0,0,0,0,0
021601,dolnośląskie,polkowicki,Chocianów,8,1,7,0,0
021602,dolnośląskie,polkowicki,Gaworzyce,1,0,1,0,0
021603,dolnośląskie,polkowicki,Grębocice,0,0,0,0,0
021604,dolnośląskie,polkowicki,Polkowice,7,0,7,0,0
021605,dolnośląskie,polkowicki,Przemków,2,0,2,0,0
021606,dolnośląskie,polkowicki,Radwanice,1,0,1,0,0
021701,dolnośląskie,strzeliński,Borów,1,0,1,0,0
021702,dolnośląskie,strzeliński,Kondratowice,5,2,2,1,0
021703,dolnośląskie,strzeliński,Przeworno,0,0,0,0,0
021704,dolnośląskie,strzeliński,Strzelin,1,0,1,0,0
021705,dolnośląskie,strzeliński,Wiązów,0,0,0,0,0
021801,dolnośląskie,średzki,Kostomłoty,0,0,0,0,0
021802,dolnośląskie,średzki,Malczyce,0,0,0,0,0
021803,dolnośląskie,średzki,Miękinia,0,0,0,0,0
021804,dolnośląskie,średzki,Środa Śląska,1,0,1,0,0
021805,dolnośląskie,średzki,Udanin,0,0,0,0,0
021901,dolnośląskie,świdnicki,Świdnica,0,0,0,0,0
021902,dolnośląskie,świdnicki,Świebodzice,6,3,3,0,0
021903,dolnośląskie,świdnicki,Dobromierz,0,0,0,0,0
021904,dolnośląskie,świdnicki,Jaworzyna Śląska,0,0,0,0,0
021905,dolnośląskie,świdnicki,Marcinowice,1,0,1,0,0
021906,dolnośląskie,świdnicki,Strzegom,0,0,0,0,0
021907,dolnośląskie,świdnicki,Świdnica,1,0,1,0,0
021908,dolnośląskie,świdnicki,Żarów,0,0,0,0,0
022001,dolnośląskie,trzebnicki,Oborniki Śląskie,12,0,12,0,0
022002,dolnośląskie,trzebnicki,Prusice,0,0,0,0,0
022003,dolnośląskie,trzebnicki,Trzebnica,1,0,1,0,0
022004,dolnośląskie,trzebnicki,Wisznia Mała,1,0,1,0,0
022005,dolnośląskie,trzebnicki,Zawonia,2,0,2,0,0
022006,dolnośląskie,trzebnicki,Żmigród,1,0,1,0,0
022101,dolnośląskie,wałbrzyski,Boguszów-Gorce,6,3,3,0,0
022102,dolnośląskie,wałbrzyski,Jedlina-Zdrój,1,0,1,0,0
022103,dolnośląskie,wałbrzyski,Szczawno-Zdrój,0,0,0,0,0
022104,dolnośląskie,wałbrzyski,Czarny Bór,0,0,0,0,0
022105,dolnośląskie,wałbrzyski,Głuszyca,2,0,2,0,0
022106,dolnośląskie,wałbrzyski,Mieroszów,8,3,3,1,1
022107,dolnośląskie,wałbrzyski,Stare Bogaczowice,0,0,0,0,0
022108,dolnośląskie,wałbrzyski,Walim,1,0,1,0,0
022201,dolnośląskie,wołowski,Brzeg Dolny,2,0,2,0,0
022202,dolnośląskie,wołowski,Wińsko,2,0,2,0,0
022203,dolnośląskie,wołowski,Wołów,5,0,4,1,0
022301,dolnośląskie,wrocławski,Czernica,2,0,2,0,0
022302,dolnośląskie,wrocławski,Długołęka,0,0,0,0,0
022303,dolnośląskie,wrocławski,Jordanów Śląski,0,0,0,0,0
022304,dolnośląskie,wrocławski,Kąty Wrocławskie,0,0,0,0,0
022305,dolnośląskie,wrocławski,Kobierzyce,0,0,0,0,0
022306,dolnośląskie,wrocławski,Mietków,0,0,0,0,0
022307,dolnośląskie,wrocławski,Sobótka,1,0,1,0,0
022308,dolnośląskie,wrocławski,Siechnice,0,0,0,0,0
022309,dolnośląskie,wrocławski,Żórawina,0,0,0,0,0
022401,dolnośląskie,ząbkowicki,Bardo,0,0,0,0,0
022402,dolnośląskie,ząbkowicki,Ciepłowody,0,0,0,0,0
022403,dolnośląskie,ząbkowicki,Kamieniec Ząbkowicki,1,0,0,0,1
022404,dolnośląskie,ząbkowicki,Stoszowice,1,0,1,0,0
022405,dolnośląskie,ząbkowicki,Ząbkowice Śląskie,0,0,0,0,0
022406,dolnośląskie,ząbkowicki,Ziębice,0,0,0,0,0
022407,dolnośląskie,ząbkowicki,Złoty Stok,0,0,0,0,0
022501,dolnośląskie,zgorzelecki,Zawidów,0,0,0,0,0
022502,dolnośląskie,zgorzelecki,Zgorzelec,0,0,0,0,0
022503,dolnośląskie,zgorzelecki,Bogatynia,5,1,3,0,1
022504,dolnośląskie,zgorzelecki,Pieńsk,1,0,1,0,0
022505,dolnośląskie,zgorzelecki,Sulików,0,0,0,0,0
022506,dolnośląskie,zgorzelecki,Węgliniec,24,3,18,3,0
022507,dolnośląskie,zgorzelecki,Zgorzelec,1,0,1,0,0
022601,dolnośląskie,złotoryjski,Wojcieszów,0,0,0,0,0
022602,dolnośląskie,złotoryjski,Złotoryja,0,0,0,0,0
022603,dolnośląskie,złotoryjski,Pielgrzymka,0,0,0,0,0
022604,dolnośląskie,złotoryjski,Świerzawa,2,0,2,0,0
022605,dolnośląskie,złotoryjski,Zagrodno,1,0,1,0,0
022606,dolnośląskie,złotoryjski,Złotoryja,1,0,1,0,0
026101,dolnośląskie,Jelenia Góra,Jelenia Góra,8,1,7,0,0
026201,dolnośląskie,Legnica,Legnica,0,0,0,0,0
026401,dolnośląskie,Wrocław,Wrocław,0,0,0,0,0
026402,dolnośląskie,Wrocław,Wrocław,9,0,6,0,3
026403,dolnośląskie,Wrocław,Wrocław,1,0,1,0,0
026404,dolnośląskie,Wrocław,Wrocław,0,0,0,0,0
026405,dolnośląskie,Wrocław,Wrocław,0,0,0,0,0
026406,dolnośląskie,Wrocław,Wrocław,0,0,0,0,0
026501,dolnośląskie,Wałbrzych,Wałbrzych,8,1,5,0,2
040101,kujawsko-pomorskie,aleksandrowski,Aleksandrów Kujawski,0,0,0,0,0
040102,kujawsko-pomorskie,aleksandrowski,Ciechocinek,0,0,0,0,0
040103,kujawsko-pomorskie,aleksandrowski,Nieszawa,1,0,1,0,0
040104,kujawsko-pomorskie,aleksandrowski,Aleksandrów Kujawski,4,0,4,0,0
040105,kujawsko-pomorskie,aleksandrowski,Bądkowo,0,0,0,0,0
040106,kujawsko-pomorskie,aleksandrowski,Koneck,0,0,0,0,0
040107,kujawsko-pomorskie,aleksandrowski,Raciążek,1,0,1,0,0
040108,kujawsko-pomorskie,aleksandrowski,Waganiec,0,0,0,0,0
040109,kujawsko-pomorskie,aleksandrowski,Zakrzewo,0,0,0,0,0
040201,kujawsko-pomorskie,brodnicki,Brodnica,0,0,0,0,0
040202,kujawsko-pomorskie,brodnicki,Bobrowo,0,0,0,0,0
040203,kujawsko-pomorskie,brodnicki,Brodnica,5,0,5,0,0
040204,kujawsko-pomorskie,brodnicki,Brzozie,0,0,0,0,0
040205,kujawsko-pomorskie,brodnicki,Górzno,0,0,0,0,0
040206,kujawsko-pomorskie,brodnicki,Bartniczka,0,0,0,0,0
040207,kujawsko-pomorskie,brodnicki,Jabłonowo Pomorskie,0,0,0,0,0
040208,kujawsko-pomorskie,brodnicki,Osiek,0,0,0,0,0
040209,kujawsko-pomorskie,brodnicki,Świedziebnia,0,0,0,0,0
040210,kujawsko-pomorskie,brodnicki,Zbiczno,1,0,1,0,0
040301,kujawsko-pomorskie,bydgoski,Białe Błota,8,0,8,0,0
040302,kujawsko-pomorskie,bydgoski,Dąbrowa Chełmińska,0,0,0,0,0
040303,kujawsko-pomorskie,bydgoski,Dobrcz,0,0,0,0,0
040304,kujawsko-pomorskie,bydgoski,Koronowo,4,0,4,0,0
040305,kujawsko-pomorskie,bydgoski,Nowa Wieś Wielka,4,0,4,0,0
040306,kujawsko-pomorskie,bydgoski,Osielsko,3,0,3,0,0
040307,kujawsko-pomorskie,bydgoski,Sicienko,0,0,0,0,0
040308,kujawsko-pomorskie,bydgoski,Solec Kujawski,10,0,9,1,0
040401,kujawsko-pomorskie,chełmiński,Chełmno,0,0,0,0,0
040402,kujawsko-pomorskie,chełmiński,Chełmno,3,0,3,0,0
040403,kujawsko-pomorskie,chełmiński,Kijewo Królewskie,0,0,0,0,0
040404,kujawsko-pomorskie,chełmiński,Lisewo,0,0,0,0,0
040405,kujawsko-pomorskie,chełmiński,Papowo Biskupie,0,0,0,0,0
040406,kujawsko-pomorskie,chełmiński,Stolno,0,0,0,0,0
040407,kujawsko-pomorskie,chełmiński,Unisław,0,0,0,0,0
040501,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,0,0,0,0,0
040502,kujawsko-pomorskie,golubsko-dobrzyński,Ciechocin,3,0,2,0,1
040503,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,3,0,3,0,0
040504,kujawsko-pomorskie,golubsko-dobrzyński,Kowalewo Pomorskie,0,0,0,0,0
040505,kujawsko-pomorskie,golubsko-dobrzyński,Radomin,0,0,0,0,0
040506,kujawsko-pomorskie,golubsko-dobrzyński,Zbójno,0,0,0,0,0
040601,kujawsko-pomorskie,grudziądzki,Grudziądz,0,0,0,0,0
040602,kujawsko-pomorskie,grudziądzki,Gruta,0,0,0,0,0
040603,kujawsko-pomorskie,grudziądzki,Łasin,0,0,0,0,0
040604,kujawsko-pomorskie,grudziądzki,Radzyń Chełmiński,0,0,0,0,0
040605,kujawsko-pomorskie,grudziądzki,Rogóźno,0,0,0,0,0
040606,kujawsko-pomorskie,grudziądzki,Świecie nad Osą,0,0,0,0,0
040701,kujawsko-pomorskie,inowrocławski,Inowrocław,0,0,0,0,0
040702,kujawsko-pomorskie,inowrocławski,Dąbrowa Biskupia,0,0,0,0,0
040703,kujawsko-pomorskie,inowrocławski,Gniewkowo,2,0,2,0,0
040704,kujawsko-pomorskie,inowrocławski,Inowrocław,0,0,0,0,0
040705,kujawsko-pomorskie,inowrocławski,Janikowo,0,0,0,0,0
040706,kujawsko-pomorskie,inowrocławski,Kruszwica,0,0,0,0,0
040707,kujawsko-pomorskie,inowrocławski,Pakość,0,0,0,0,0
040708,kujawsko-pomorskie,inowrocławski,Rojewo,7,1,6,0,0
040709,kujawsko-pomorskie,inowrocławski,Złotniki Kujawskie,0,0,0,0,0
040801,kujawsko-pomorskie,lipnowski,Lipno,1,0,1,0,0
040802,kujawsko-pomorskie,lipnowski,Bobrowniki,16,1,15,0,0
040803,kujawsko-pomorskie,lipnowski,Chrostkowo,0,0,0,0,0
040804,kujawsko-pomorskie,lipnowski,Dobrzyń nad Wisłą,0,0,0,0,0
040805,kujawsko-pomorskie,lipnowski,Kikół,0,0,0,0,0
040806,kujawsko-pomorskie,lipnowski,Lipno,4,0,4,0,0
040807,kujawsko-pomorskie,lipnowski,Skępe,2,0,2,0,0
040808,kujawsko-pomorskie,lipnowski,Tłuchowo,4,0,2,2,0
040809,kujawsko-pomorskie,lipnowski,Wielgie,0,0,0,0,0
040901,kujawsko-pomorskie,mogileński,Dąbrowa,0,0,0,0,0
040902,kujawsko-pomorskie,mogileński,Jeziora Wielkie,0,0,0,0,0
040903,kujawsko-pomorskie,mogileński,Mogilno,2,0,2,0,0
040904,kujawsko-pomorskie,mogileński,Strzelno,1,1,0,0,0
041001,kujawsko-pomorskie,nakielski,Kcynia,0,0,0,0,0
041002,kujawsko-pomorskie,nakielski,Mrocza,2,0,1,1,0
041003,kujawsko-pomorskie,nakielski,Nakło nad Notecią,2,0,2,0,0
041004,kujawsko-pomorskie,nakielski,Sadki,0,0,0,0,0
041005,kujawsko-pomorskie,nakielski,Szubin,4,0,4,0,0
041101,kujawsko-pomorskie,radziejowski,Radziejów,0,0,0,0,0
041102,kujawsko-pomorskie,radziejowski,Bytoń,1,0,1,0,0
041103,kujawsko-pomorskie,radziejowski,Dobre,2,0,2,0,0
041104,kujawsko-pomorskie,radziejowski,Osięciny,0,0,0,0,0
041105,kujawsko-pomorskie,radziejowski,Piotrków Kujawski,0,0,0,0,0
041106,kujawsko-pomorskie,radziejowski,Radziejów,0,0,0,0,0
041107,kujawsko-pomorskie,radziejowski,Topólka,0,0,0,0,0
041201,kujawsko-pomorskie,rypiński,Rypin,0,0,0,0,0
041202,kujawsko-pomorskie,rypiński,Brzuze,0,0,0,0,0
041203,kujawsko-pomorskie,rypiński,Rogowo,0,0,0,0,0
041204,kujawsko-pomorskie,rypiński,Rypin,0,0,0,0,0
041205,kujawsko-pomorskie,rypiński,Skrwilno,2,0,2,0,0
041206,kujawsko-pomorskie,rypiński,Wąpielsk,0,0,0,0,0
041301,kujawsko-pomorskie,sępoleński,Kamień Krajeński,0,0,0,0,0
041302,kujawsko-pomorskie,sępoleński,Sępólno Krajeńskie,0,0,0,0,0
041303,kujawsko-pomorskie,sępoleński,Sośno,0,0,0,0,0
041304,kujawsko-pomorskie,sępoleński,Więcbork,2,0,2,0,0
041401,kujawsko-pomorskie,świecki,Bukowiec,0,0,0,0,0
041402,kujawsko-pomorskie,świecki,Dragacz,5,0,4,1,0
041403,kujawsko-pomorskie,świecki,Drzycim,0,0,0,0,0
041404,kujawsko-pomorskie,świecki,Jeżewo,1,0,1,0,0
041405,kujawsko-pomorskie,świecki,Lniano,0,0,0,0,0
041406,kujawsko-pomorskie,świecki,Nowe,0,0,0,0,0
041407,kujawsko-pomorskie,świecki,Osie,0,0,0,0,0
041408,kujawsko-pomorskie,świecki,Pruszcz,0,0,0,0,0
041409,kujawsko-pomorskie,świecki,Świecie,0,0,0,0,0
041410,kujawsko-pomorskie,świecki,Świekatowo,2,0,2,0,0
041411,kujawsko-pomorskie,świecki,Warlubie,1,0,1,0,0
041501,kujawsko-pomorskie,toruński,Chełmża,0,0,0,0,0
041502,kujawsko-pomorskie,toruński,Chełmża,2,0,2,0,0
041503,kujawsko-pomorskie,toruński,Czernikowo,5,0,5,0,0
041504,kujawsko-pomorskie,toruński,Lubicz,1,0,1,0,0
041505,kujawsko-pomorskie,toruński,Łubianka,0,0,0,0,0
041506,kujawsko-pomorskie,toruński,Łysomice,0,0,0,0,0
041507,kujawsko-pomorskie,toruński,Obrowo,13,0,13,0,0
041508,kujawsko-pomorskie,toruński,Wielka Nieszawka,10,0,10,0,0
041509,kujawsko-pomorskie,toruński,Zławieś Wielka,2,0,2,0,0
041601,kujawsko-pomorskie,tucholski,Cekcyn,1,0,1,0,0
041602,kujawsko-pomorskie,tucholski,Gostycyn,0,0,0,0,0
041603,kujawsko-pomorskie,tucholski,Kęsowo,0,0,0,0,0
041604,kujawsko-pomorskie,tucholski,Lubiewo,0,0,0,0,0
041605,kujawsko-pomorskie,tucholski,Śliwice,3,0,3,0,0
041606,kujawsko-pomorskie,tucholski,Tuchola,1,0,1,0,0
041701,kujawsko-pomorskie,wąbrzeski,Wąbrzeźno,2,0,2,0,0
041702,kujawsko-pomorskie,wąbrzeski,Dębowa Łąka,0,0,0,0,0
041703,kujawsko-pomorskie,wąbrzeski,Książki,0,0,0,0,0
041704,kujawsko-pomorskie,wąbrzeski,Płużnica,0,0,0,0,0
041705,kujawsko-pomorskie,wąbrzeski,Ryńsk,2,0,2,0,0
041801,kujawsko-pomorskie,włocławski,Kowal,0,0,0,0,0
041802,kujawsko-pomorskie,włocławski,Baruchowo,3,0,3,0,0
041803,kujawsko-pomorskie,włocławski,Boniewo,0,0,0,0,0
041804,kujawsko-pomorskie,włocławski,Brześć Kujawski,8,0,8,0,0
041805,kujawsko-pomorskie,włocławski,Choceń,1,0,1,0,0
041806,kujawsko-pomorskie,włocławski,Chodecz,0,0,0,0,0
041807,kujawsko-pomorskie,włocławski,Fabianki,3,0,3,0,0
041808,kujawsko-pomorskie,włocławski,Izbica Kujawska,1,0,1,0,0
041809,kujawsko-pomorskie,włocławski,Kowal,1,0,1,0,0
041810,kujawsko-pomorskie,włocławski,Lubanie,0,0,0,0,0
041811,kujawsko-pomorskie,włocławski,Lubień Kujawski,0,0,0,0,0
041812,kujawsko-pomorskie,włocławski,Lubraniec,0,0,0,0,0
041813,kujawsko-pomorskie,włocławski,Włocławek,8,0,8,0,0
041901,kujawsko-pomorskie,żniński,Barcin,0,0,0,0,0
041902,kujawsko-pomorskie,żniński,Gąsawa,2,0,2,0,0
041903,kujawsko-pomorskie,żniński,Janowiec Wielkopolski,0,0,0,0,0
041904,kujawsko-pomorskie,żniński,Łabiszyn,1,0,1,0,0
041905,kujawsko-pomorskie,żniński,Rogowo,1,0,1,0,0
041906,kujawsko-pomorskie,żniński,Żnin,1,0,1,0,0
046101,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,34,3,28,0,3
046201,kujawsko-pomorskie,Grudziądz,Grudziądz,1,0,1,0,0
046301,kujawsko-pomorskie,Toruń,Toruń,37,3,32,0,2
046401,kujawsko-pomorskie,Włocławek,Włocławek,33,1,32,0,0
060101,lubelskie,bialski,Międzyrzec Podlaski,0,0,0,0,0
060102,lubelskie,bialski,Terespol,0,0,0,0,0
060103,lubelskie,bialski,Biała Podlaska,3,0,3,0,0
060104,lubelskie,bialski,Drelów,7,0,5,2,0
060105,lubelskie,bialski,Janów Podlaski,0,0,0,0,0
060106,lubelskie,bialski,Kodeń,2,0,2,0,0
060107,lubelskie,bialski,Konstantynów,0,0,0,0,0
060108,lubelskie,bialski,Leśna Podlaska,1,0,1,0,0
060109,lubelskie,bialski,Łomazy,2,0,2,0,0
060110,lubelskie,bialski,Międzyrzec Podlaski,6,2,3,0,1
060111,lubelskie,bialski,Piszczac,2,0,2,0,0
060112,lubelskie,bialski,Rokitno,0,0,0,0,0
060113,lubelskie,bialski,Rossosz,2,0,2,0,0
060114,lubelskie,bialski,Sławatycze,0,0,0,0,0
060115,lubelskie,bialski,Sosnówka,0,0,0,0,0
060116,lubelskie,bialski,Terespol,3,0,3,0,0
060117,lubelskie,bialski,Tuczna,8,2,6,0,0
060118,lubelskie,bialski,Wisznice,3,0,3,0,0
060119,lubelskie,bialski,Zalesie,1,0,1,0,0
060201,lubelskie,biłgorajski,Biłgoraj,0,0,0,0,0
060202,lubelskie,biłgorajski,Aleksandrów,0,0,0,0,0
060203,lubelskie,biłgorajski,Biłgoraj,11,2,9,0,0
060204,lubelskie,biłgorajski,Biszcza,0,0,0,0,0
060205,lubelskie,biłgorajski,Frampol,0,0,0,0,0
060206,lubelskie,biłgorajski,Goraj,0,0,0,0,0
060207,lubelskie,biłgorajski,Józefów,4,0,4,0,0
060208,lubelskie,biłgorajski,Księżpol,2,0,2,0,0
060209,lubelskie,biłgorajski,Łukowa,6,1,5,0,0
060210,lubelskie,biłgorajski,Obsza,0,0,0,0,0
060211,lubelskie,biłgorajski,Potok Górny,2,0,2,0,0
060212,lubelskie,biłgorajski,Tarnogród,2,1,1,0,0
060213,lubelskie,biłgorajski,Tereszpol,3,0,3,0,0
060214,lubelskie,biłgorajski,Turobin,0,0,0,0,0
060301,lubelskie,chełmski,Rejowiec Fabryczny,0,0,0,0,0
060302,lubelskie,chełmski,Białopole,0,0,0,0,0
060303,lubelskie,chełmski,Chełm,2,0,2,0,0
060304,lubelskie,chełmski,Dorohusk,2,0,2,0,0
060305,lubelskie,chełmski,Dubienka,1,0,1,0,0
060306,lubelskie,chełmski,Kamień,0,0,0,0,0
060307,lubelskie,chełmski,Leśniowice,0,0,0,0,0
060308,lubelskie,chełmski,Rejowiec Fabryczny,0,0,0,0,0
060309,lubelskie,chełmski,Ruda-Huta,1,0,1,0,0
060310,lubelskie,chełmski,Sawin,1,0,1,0,0
060311,lubelskie,chełmski,Siedliszcze,2,0,2,0,0
060312,lubelskie,chełmski,Wierzbica,2,0,1,1,0
060313,lubelskie,chełmski,Wojsławice,0,0,0,0,0
060314,lubelskie,chełmski,Żmudź,0,0,0,0,0
060315,lubelskie,chełmski,Rejowiec,4,0,3,1,0
060401,lubelskie,hrubieszowski,Hrubieszów,0,0,0,0,0
060402,lubelskie,hrubieszowski,Dołhobyczów,0,0,0,0,0
060403,lubelskie,hrubieszowski,Horodło,0,0,0,0,0
060404,lubelskie,hrubieszowski,Hrubieszów,0,0,0,0,0
060405,lubelskie,hrubieszowski,Mircze,0,0,0,0,0
060406,lubelskie,hrubieszowski,Trzeszczany,0,0,0,0,0
060407,lubelskie,hrubieszowski,Uchanie,0,0,0,0,0
060408,lubelskie,hrubieszowski,Werbkowice,0,0,0,0,0
060501,lubelskie,janowski,Batorz,0,0,0,0,0
060502,lubelskie,janowski,Chrzanów,0,0,0,0,0
060503,lubelskie,janowski,Dzwola,3,0,3,0,0
060504,lubelskie,janowski,Godziszów,0,0,0,0,0
060505,lubelskie,janowski,Janów Lubelski,6,0,6,0,0
060506,lubelskie,janowski,Modliborzyce,3,0,3,0,0
060507,lubelskie,janowski,Potok Wielki,0,0,0,0,0
060601,lubelskie,krasnostawski,Krasnystaw,0,0,0,0,0
060602,lubelskie,krasnostawski,Fajsławice,0,0,0,0,0
060603,lubelskie,krasnostawski,Gorzków,0,0,0,0,0
060604,lubelskie,krasnostawski,Izbica,0,0,0,0,0
060605,lubelskie,krasnostawski,Krasnystaw,0,0,0,0,0
060606,lubelskie,krasnostawski,Kraśniczyn,0,0,0,0,0
060607,lubelskie,krasnostawski,Łopiennik Górny,0,0,0,0,0
060609,lubelskie,krasnostawski,Rudnik,1,0,1,0,0
060610,lubelskie,krasnostawski,Siennica Różana,0,0,0,0,0
060611,lubelskie,krasnostawski,Żółkiewka,0,0,0,0,0
060701,lubelskie,kraśnicki,Kraśnik,3,0,2,0,1
060702,lubelskie,kraśnicki,Annopol,1,0,1,0,0
060703,lubelskie,kraśnicki,Dzierzkowice,1,0,0,0,1
